source,text
এখন অন্তত ১৫ জন নারী ট্রেনচালক রয়েছেন বাংলাদেশ রেলওয়েতে।,বর্তমানে বাংলাদেশ রেলওয়েতে কমপক্ষে ১৫ জন মহিলা ট্রেন চালক রয়েছেন।
"যেসকল প্রাণী অধিক পরিমাণ বংশধর উৎপাদন করে, তাদেরকে 'আর-সিলেক্টেড' প্রাণী বলা হয়।",যেসব প্রাণী অধিক সন্তান জন্ম দেয় তাদেরকে 'আর-নির্বাচিত' বলা হয়।
২০১৪ সালে দিল্লি হাইকোর্ট চারজনের ফাঁসির আদেশ বহাল রাখে।,২০১৪ সালে দিল্লি উচ্চ আদালত চার জন ব্যক্তির মৃত্যুদণ্ড বহাল রাখে।
"আসলে ওই দরকষাকষিটা কীভাবে হয়েছিলো, সে সম্পর্কে আমি বিস্তারিত জানি না।","আসলে, আমি জানি না এই দর-কষাকষি কিভাবে হলো।"
"ইঞ্জিন এবং ব্যাটারির উন্নতি করতে গিয়ে ব্লাক এন্ড ডেকার যেসব প্রযুক্তিগত দক্ষতা অর্জন করে, তার ফলে তারা নতুন বেশ কিছু সরঞ্জাম তৈরি করতে সক্ষম হয়।",ইঞ্জিন এবং ব্যাটারি উন্নত করার জন্য ব্ল্যাক অ্যান্ড ডেকারের প্রযুক্তিগত দক্ষতা তাদের বেশ কয়েকটি নতুন সরঞ্জাম বিকাশ করতে সক্ষম করে।
আর বেশ কয়েকটি ইমেজকে দ্রুতগতিতে পাঠাতে পারলে আমরা করতে পারবো ভিডিও সম্প্রচার।,"আর আমরা যদি দ্রুত বেশ কিছু ছবি পাঠাতে পারি, তাহলে আমরা ভিডিওও সম্প্রচার করতে পারব।"
রাডারের ক্ষেত্রে ঠিক এই কৌশলটিই ব্যবহার করা হয়।,ঠিক এই একই কৌশল রাডারের জন্য ব্যবহৃত হয়।
"কিন্তু মুনাফার লোভে কালোবাজারে অবৈধভাবে যেসব মায়েদের শিশু বিক্রি হয়েছে, কেন তারা এই পথে গেছেন?","কিন্তু যেসব মায়েরা অবৈধভাবে লাভের জন্য কালো বাজারে শিশু বিক্রি করেছে, তারা কেন এভাবে চলে গেল?"
রবিন নামক বিশেষ পাখির আগমন ঘটে।,রবিন নামে এক বিশেষ পাখি অস্তিত্বে আসে।
"পেশায় গৃহকর্মী রহিমা বেগম বলছেন, পরনের কাপড় ছাড়া এখন আর কিছুই নেই তার।","রহিমা বেগম পেশায় নিয়োজিত এক গৃহকর্মী। তিনি বলেন, এখন জামাকাপড় ছাড়া আর কিছুই নেই।"
তবে রিয়াল মাদ্রিদ থেকে বের হয়ে নিজের ক্যারিয়ার গড়ার জন্য আলাভেজে পাড়ি জমান এনজো।,"যাইহোক, এঞ্জো রিয়াল মাদ্রিদ ত্যাগ করেন এবং তার ক্যারিয়ার গঠনের জন্য আলাভেজে চলে যান।"
দেশের শিক্ষিত জনগোষ্ঠীর মধ্যে নয় শতাংশই বেকার।,দেশের মোট শিক্ষিত জনসংখ্যার ৯ শতাংশই বেকার।
এর ফলে হাজারো জাপানি সৈনিক যেমন মারা যায় তেমনিভাবে কয়েক হাজার চীনা কৃষকও ডুবে মরে।,এর ফলে হাজার হাজার জাপানি সৈন্য মারা যায় এবং হাজার হাজার চীনা কৃষক মারা যায়।
তবে তাঁর মতে এর চেয়েও বড় ঝুঁকি হলো কট্টর ধর্মীয় এবং সামাজিক রক্ষণশীল শক্তি।,তবে তার মতে সবচেয়ে বড় ঝুঁকি হচ্ছে কঠোর ধর্মীয় ও সামাজিক রক্ষণশীল শক্তি।
"রোববার যখন এমবিএসের বিমান পাকিস্তানের আকাশ সীমায় পৌঁছুবে, পাকিস্তান বিমান বাহিনীর যুদ্ধবিমান পাহারা দিয়ে ইসলামাবাদে আনবে।","রবিবার, এমবিএস বিমান যখন পাকিস্তানের আকাশসীমায় পৌঁছাবে, পাকিস্তান বিমান বাহিনী তাদেরকে ইসলামাবাদে নিয়ে যাবে।"
অ্যান্ড্রয়েডে সাধারণত এয়ারপ্লেন মোড চালু করলে Bluetooth বন্ধ হয়ে যায়।,ব্লুটুথ বন্ধ হয়ে যায় যখন বিমান মোড সাধারণত অ্যান্ড্রয়েডে চালু করা হয়।
বাইরে কিছু বলব না।,আমি বাইরে কিছু বলবো না।
একজন মানুষ কীভাবে কুকুরের সাথে আচরণ করে তা তার পরকালীন জীবনে প্রভাব ফেলত।,"একজন ব্যক্তি কুকুরের সঙ্গে কেমন ব্যবহার করেন, তা তার পরবর্তী জীবনে প্রভাব ফেলেছিল।"
এর মধ্যে নতুন আরেক উপসর্গ দেখা দিয়েছে।,এর মধ্যে আরেকটি নতুন লক্ষণ দেখা দেয়।
মুসলিমরা এমনও আশংকা করেছিলেন যে রাজাপাকসে জিতলে সহিংসতা ও বর্ণবাদ বেড়ে যাবে।,"মুসলমানরা এও আশঙ্কায় ছিল যে, রাজাপক্ষ জিতলে সহিংসতা ও বর্ণবিদ্বেষ বৃদ্ধি পাবে।"
তাদের কেউ ক্যাসিনোর সাথে জড়িত থাকতে পারে।,তাদের মধ্যে কেউ কেউ হয়তো ক্যাসিনোতে জড়িত থাকতে পারে।
বিংশ শতাব্দীর শুরুর দিক থেকেই ভিলা এপিকিউয়েনে জনসমাগম শুরু হয়।,"বিংশ শতাব্দীর প্রথম দিকে, ভিলা আপিকুয়ানে জনসমাবেশ শুরু হয়।"
মিয়ানমারের সেনাবাহিনী রোহিঙ্গা জনগোষ্ঠীর উপর তাদের আক্রমণের কথা বরাবরই অস্বীকার করে আসছে।,মায়ানমারের সামরিক বাহিনী সব সময় রোহিঙ্গাদের উপর তাদের হামলাকে অস্বীকার করে আসছে।
"শত্রু না বাড়ানোর নীতিতে অটপর সদস্যরা অটল ছিল, যার কারণে মিলোশেভিচবিরোধী আন্দোলনের শুরু থেকে শেষ পর্যন্ত বিভিন্নভাবে তারা চেষ্টা করে গিয়েছে পুলিশ কিংবা প্রতিরক্ষা কর্মীদের হামলার মুখে পাল্টা হামলা না চালাতে।","শত্রুদের বৃদ্ধি না করার নীতির কারণে, ওটপ সদস্যরা অটল ছিল, তাই পুলিশ বা প্রতিরক্ষা বাহিনীর আক্রমণের মুখে প্রতিশোধ নিতে প্রতিরোধ করার জন্য তারা মিলোশেভিচ বিরোধী আন্দোলনের শুরু থেকে শেষ পর্যন্ত বিভিন্ন উপায়ে চেষ্টা করেছিল।"
তাদের সেইসব পোস্টে লাইক/ কমেন্ট করছেন অসংখ্য ভক্তরা।,অনেক ভক্ত তাদের পোস্টগুলো পছন্দ/কমেন্ট করছেন।
"শিকিকের নিরীহ চেহারা দেখে পেঁচারাও তার কথা বিশ্বাস করলো, এবং তাকে ছেড়ে দিলো।",শিকারের নিষ্পাপ চেহারা দেখে পেঁচারাও তাকে বিশ্বাস করে আর তাকে ছেড়ে দেয়।
এদের মধ্যে ৬ জন স্থানীয়ভাবে সংক্রমিত হয়েছে।,এদের মধ্যে ছয়জন স্থানীয়ভাবে আক্রান্ত হয়েছে।
সিরিয়ায় তীব্র আসাদ বিরোধী বিক্ষোভ ছড়িয়ে পড়েছে।,আসাদ বিরোধী বিক্ষোভ সিরিয়ায় ব্যাপক আকার ধারণ করেছে।
একটা মনস্তাত্বিক ব্যপার থেকে যায়।,একটা মনস্তাত্বিক ব্যাপার আছে।
"পঞ্চদশ লুই ভাবলেন, ইউরেকা ! চার্লস আলবার্টকে কোনভাবে অস্ট্রিয়ার রাজা বানাতে পারলে চিরশত্রু হাবসবুর্গদের প্রতিপত্তি নস্যাত করে দেয়া যাবে, অস্ট্রিয়াকে করে ফেলা যাবে ফ্রান্সের আজ্ঞাধীন।","পঞ্চদশ লুই ভাবলেন, ইউরেকা! যদি চার্লস এলবার্ট কোনভাবে অস্ট্রিয়ার রাজা হতে পারে, তবে হাবুসবুর্গের সম্মান নষ্ট করে ফেলবে, আর অস্ট্রিয়া ফরাসীদের অধীন হবে।"
"'দ্য ম্যাসেজ' নির্মাণে পরিচালকের উদ্দেশ্য ইসলামের ইতিহাস নিয়ে চলচ্চিত্র নির্মাণ সম্পর্কে ১৯৭৬ সালে দেওয়া এক সাক্ষাৎকারে মুস্তফা আক্কাদ বলেন , তিনি এই চলচ্চিত্রটি নির্মাণ করেছেন ব্যক্তিগত দায়িত্ববোধ থেকে।","১৯৭৬ সালে একটি সাক্ষাৎকারে মোস্তফা আক্কাদ বলেন, ""দ্য মেসেজ"" তৈরির পিছনে পরিচালকের উদ্দেশ্য ছিল ইসলামের ইতিহাস নিয়ে একটি চলচ্চিত্র নির্মাণ করা, যা ব্যক্তিগত দায়িত্বের উপর ভিত্তি করে তৈরি করা হয়েছিল।"
"ফলে হলিউড শুধু মার্কিন যুক্তরাষ্ট্রই নয়, পুরো বিশ্বজুড়েই জনপ্রিয় হতে থাকে।",এর ফলে হলিউড কেবল যুক্তরাষ্ট্রেই নয় কিন্তু সারা বিশ্বে জনপ্রিয় হতে শুরু করে।
"এছাড়াও সংবাদমাধ্যমের বিভিন্ন খবরে দেখা যাচ্ছে কাতার সিরিয়ায় চরমপন্থী গোষ্ঠীগুলোকে সমর্থনও দিচ্ছে""।",সংবাদ মাধ্যমও জানিয়েছে যে কাতার সিরিয়ার চরমপন্থী দলগুলোকে সমর্থন করছে।
"পরিকল্পনা অনুসারে, এ অঞ্চলে ইসরায়েল এবং ফিলিস্তিন নামে দুইটি আলাদা স্বাধীন এবং সার্বভৌম রাষ্ট্র গঠিত হবে।","পরিকল্পনা অনুযায়ী, এই অঞ্চলে দুটি পৃথক স্বাধীন ও সার্বভৌম রাষ্ট্র ইসরায়েল ও ফিলিস্তিন গঠিত হবে।"
'সরকারও আসলে একটু নড়বড়ে এখানে।,'সরকারও এখানে কিছুটা নড়বড়ে।
১৩৪৬ সালে প্রথম প্লেগের প্রার্দুভাব ছড়াতে শুরু করে।,১৩৪৬ সালে প্লেগের প্রথম প্রাদুর্ভাব শুরু হয়।
ওটা ঘনবসতি এলাকা না।,এটা ঘনবসতিপূর্ণ এলাকা নয়।
আপনি কীভাবে কাজ করেন এবং কীভাবে বেঁচে থাকেন তার ওপর ইতিবাচক প্রভাব ফেলতে পারে এই এক ঘণ্টা।,"আপনি যেভাবে কাজ করেন এবং যেভাবে জীবনযাপন করেন, সেটার ওপর এই এক ঘন্টার এক ইতিবাচক প্রভাব থাকতে পারে।"
কিন্তু তারা সেখানে গিয়ে দেখেন তাদের আগেই সেসব ডাচদের দখলে চলে গেছে।,"কিন্তু তারা সেখানে গিয়ে জানতে পারে যে, ওলন্দাজরা ইতিমধ্যেই তাদের অধিকার নিয়ে নিয়েছে।"
অন্য কোথাও কোনো জলাধারের অস্তিত্ব থাকবে না।,অন্য কোথাও পানির কোন উৎস থাকবে না।
আগের মত আষাঢ়-শ্রাবণ মাসে বর্ষাকাল শুরু হচ্ছে না।,আগের মতো আষাঢ় ও শ্রাবণ মাসেও বর্ষা শুরু হচ্ছে না।
চিলির বিপক্ষেও এ জুটি গোলধারা বজায় রাখলেন।,একই সাথে এই জুটি চিলির বিপক্ষে গোল করার খেলাও চালিয়ে যায়।
এরপর তার নেতৃত্বে ২০১১ বিশ্বকাপ খেলে বাংলাদেশ।,এরপর তাঁর নেতৃত্বে বাংলাদেশ ২০১১ সালের বিশ্বকাপ খেলে।
করমর্দন (হ্যান্ডশেক) করে 'হ্যালো' বলেন কিংবা কোলাকুলি করে কুশলাদি জিজ্ঞাসা করেন।,"করমর্দন করে ""হ্যালো"" বলুন অথবা কুশলাদিকে আলিঙ্গন করে জিজ্ঞেস করুন।"
২০১২ সালে রয়াল সোসাইটি অব ক্যামেস্ট্রি এক প্রতিযোগীতা আয়োজন করে এমপেম্বা ইফেক্টের ব্যাখা চেয়ে।,"২০১২ সালে, রয়েল সোসাইটি অফ কেমিস্ট্রি এমপেম্বা প্রভাব ব্যাখ্যা করার জন্য একটি প্রতিযোগিতার আয়োজন করে।"
গত বছরও ২৮ মিলিয়ন জোড়া বিক্রি হয় ।,গত বছর ২ কোটি ৮০ লক্ষ জোড়া বিক্রি হয়ে গেছে।
সবচাইতে মজার ব্যাপার ঘটে যখন কেউ কেউ স্থির হয়ে যান রেখার সামনে দাঁড়িয়ে।,সবচেয়ে মজার ব্যাপার হল যখন কেউ কেউ লাইনে দাঁড়ানোর সিদ্ধান্ত নেয়।
১৯৯৫ সালে তাদের এস৬০০ মডেলের গাড়িতে প্রথমবারের মতো ব্যবহার করা হয় ইলেক্ট্রনিক স্ট্যাবিলিটি কন্ট্রোল।,১৯৯৫ সালে ইলেকট্রনিক স্ট্যাবিলিটি কন্ট্রোলের প্রথম ব্যবহার ছিল তাদের ৬০০ মডেল কারে।
"পশ্চিম দিকের এই শহরটি জেনারেল হাফতারের ঘাঁটি, এবং এটি নিয়ন্ত্রণ করে আল-কানিয়াত নামে একটি মিলিশিয়া গোষ্ঠী যা প্রধানত গাদাফি সরকারের অনুগতদের নিয়ে গড়া।","পশ্চিম শহরটি জেনারেল হাফতারের ভিত্তি, এবং এটি আল-কানিয়াত নামক একটি মিলিশিয়া গ্রুপ দ্বারা নিয়ন্ত্রিত হয় যা মূলত গাদাফি অনুগতদের দ্বারা গঠিত।"
"সব মিলিয়ে যতই মনোহর শোনাক না কেন, অন্নপূর্ণা হচ্ছে বিশ্বের বিপজ্জনকতম পর্বতগুলোর একটি।","সব মিলিয়ে, শোনা যত মধুরই হোক না কেন, অন্নপূর্ণা হল পৃথিবীর সবচেয়ে বিপদজনক পাহাড়গুলোর মধ্যে একটা।"
"শুরুতে আপনাকে শিখতে হবে HTML, CSS ও JavaScript।","প্রথমে আপনাকে এইচটিএমএল, সিএসএস এবং জাভাস্ক্রিপ্ট শিখতে হবে।"
সর্বমোট ৮০টি আবিষ্কারের পেটেন্ট রয়েছে তার নামে।,তাঁর নামে মোট ৮০টি আবিষ্কারের পেটেন্ট করা হয়।
"মনে রাখতে হবে, শিশুরাই পৃথিবীর ভবিষ্যৎ।","মনে রাখবেন, সন্তানরা হল পৃথিবীর ভবিষ্যৎ।"
কেউ কেউ আবার এর থেকেও বেশি।,কেউ কেউ এর চেয়েও বেশি কিছু।
ফ্রেঞ্চ ফরেন লিজিয়নে বাকি দিনগুলো নির্বিঘ্নেই কাটান এলিয়াহু।,ফরাসি ফরেন লিজিওনে তিনি তার বাকি দিনগুলো আরামে কাটান।
"এ টেলিস্কোপদ্বয়ের একটি বিশেষত্ব হলো, এদের প্রতিটি প্রতিফলক কাঁচকে পৃথকভাবে আলো প্রতিফলনের জন্য নিয়ন্ত্রণ করা যায়।",এই টেলিস্কোপগুলির একটি স্বতন্ত্র বৈশিষ্ট্য হল যে তাদের প্রতিটি প্রতিবিম্ব স্বাধীনভাবে আলো প্রতিফলিত করার জন্য কাঁচ দ্বারা নিয়ন্ত্রিত হতে পারে।
একটা বাস ভ্রমণ তার জীবনটা বদলে দিয়েছিলো।,একটি বাস যাত্রা তার জীবনকে পরিবর্তন করেছিল।
স্নাতকোত্তর শেষ করেই লরেন্স যোগ দেন থমসন ল্যাবরেটরিতে।,স্নাতকোত্তর ডিগ্রি লাভের পর লরেন্স থমসন ল্যাবে যোগ দেন।
ছেলে বা স্ত্রীর কারো ভেতরেই সমস্যা চাচ্ছিলেন না তিনি।,তিনি তার ছেলে বা তার স্ত্রীর সঙ্গে কোনো সমস্যা চান না।
আমাকে হতাশা বা অবসাদের ভেতর দিয়ে যেতে হয়নি।,আমি অবসাদ বা বিষণ্ণতার মধ্য দিয়ে যাইনি।
আমি একা একাই হাতির পিঠে চড়তে পারতাম।,আমি একাই হাতিতে চড়তে পারি।
"কারণ হলো, তার দাবি তিনি কোন অপরাধ করেননি।","এর কারণ হল, তিনি কোনো অপরাধ করেননি।"
"মৃত্যুবরণ করেছেন ২,৬২,৫৩৬ জন।","২,৬২,৫৩৬ জন লোক মারা গিয়েছিল।"
বাংলাদেশে মেডিকেল পড়াশোনায় মেয়েদের সংখ্যা তুলনামূলক বেশী।,বাংলাদেশে চিকিৎসা শিক্ষায় মেয়েদের সংখ্যা তুলনামূলকভাবে বেশি।
"এগুলোই স্থানীয়রা নিজস্ব রঙে-ঢঙে আঁকতেন, যা কালীঘাট চিত্রকলা নামে বিখ্যাত ছিল।","এগুলি ছিল স্থানীয় লোক যারা নিজেদের রংয়ে চিত্র অঙ্কন করত, যা কালীঘাট চিত্রকলা নামে খ্যাত ছিল।"
"আসলে এটি তার দ্বিতীয় বই 'গায়ত্রীকে'রই পরিবর্ধিত ও পরিশোধিত রূপ, সেক্ষেত্রে এটিকে তার দ্বিতীয় বইও বলা চলে।","প্রকৃতপক্ষে এটি তাঁর দ্বিতীয় বই ""গয়ত্রী""র বর্ধিত ও পরিমার্জিত রূপ, যাকে তাঁর দ্বিতীয় বইও বলা হয়।"
মিল ততদিনে একজন পরিপক্ক চিন্তাবিদ যিনি দর্শন নিয়ে কাজ করতে উৎসুক।,"মিল তখন একজন পরিপক্ব চিন্তাবিদ ছিলেন, যিনি দর্শনের ওপর কাজ করতে আগ্রহী ছিলেন।"
"ওই ঘটনাটা বলতে গিয়ে সেনা প্রহরীদের সাদ্দাম ভীষণ রেগে গিয়ে শুনিয়েছিলেন যে উদয়ের দামী রোলস রয়েস, ফেরারি, পোর্শা গাড়িগুলোতে তিনি আগুন লাগিয়ে দিয়েছিলেন।","সেই ঘটনার কথা বলতে গিয়ে সাদ্দাম অত্যন্ত ক্ষিপ্ত হয়ে সেনাবাহিনীর রক্ষীদের জানান যে তিনি উদয়ের ব্যয়বহুল রোলস রয়েস, ফেরারি এবং পোরশা গাড়িগুলোতে আগুন লাগিয়েছেন।"
এই পদ্ধতির উন্নত ভার্সন তৈরি করেন বিজ্ঞানী গ্লেসার।,এই পদ্ধতি বিজ্ঞানী গ্লেসার উদ্ভাবন করেন।
তিনি তখন দেখতে পান মস্তিষ্কের একটি টিস্যু ব্যাপকভাবে ক্ষতিগ্রস্ত।,"তিনি দেখতে পান যে, মস্তিষ্কের একটা কলা খুবই ক্ষতিগ্রস্ত হয়েছে।"
"যদি আমাদের মাথায় আসত যে পূজার উদ্বোধনে আসার জন্য সে ধর্মীয় অনুশাসন বিরোধী কিছু করছে, তাকে কি আমি আসতে বলতাম?","আমি কি তাকে আসতে বলতাম যদি আমরা মনে করতাম যে, তিনি উপাসনা উদ্বোধন করার জন্য ধর্মীয় অনুশাসনের বিপরীত কিছু করছেন?"
"এবারের এনআরসি-তে নাম তোলার জন্য যখন লিগ্যাসি ডেটা বার করা হল, সেখানে দেখা গেল যে আমার নাম সেই প্রথম এনআরসিতে উঠেছিল।","যখন এইবার এনআরসির নামের জন্য লিগাসি ডাটা বের করা হয়, তখন দেখা যায় যে আমার নাম প্রথম এনআরসিতে এসেছে।"
সরকারি চাকুরির ক্ষেত্রে শ্বেতাঙ্গদের তুলনায় কৃষ্ণাঙ্গদের কম অগ্রাধিকার দেয়া হতো।,সরকারি চাকরিতে সাদাদের চেয়ে কালোদের কম প্রাধান্য দেওয়া হতো।
"একদিন হঠাৎ এক ফেরেশতা সেই স্ত্রীর কাছে এলেন আর বললেন, ""তুমি বন্ধ্যা বলে এতদিন তোমার সন্তান হয়নি, কিন্ত তুমি গর্ভবতী হবে।","একদিন হঠাৎ একজন স্বর্গদূত তার স্ত্রীর কাছে আসেন এবং বলেন, ""তুমি যেহেতু বন্ধ্যা, তাই তোমার এত দিন ধরে কোনো সন্তান নেই কিন্তু তুমি গর্ভবতী।"
সেসব শিল্পকর্মের অধিকাংশই আমেরিকার সরকারের হেফাজতে আছে বলে ঐতিহাসিকগণ মনে করেন।,"ইতিহাসবিদরা বিশ্বাস করেন যে, এসব শিল্পের অধিকাংশই মার্কিন সরকারের অধীনে রয়েছে।"
কিন্তু সকাল দশটার সময় ঈদগাহ মাঠে লোকজন জড়ো হতে থাকে।,কিন্তু সকাল দশটায় লোকজন ঈদগাহ মাঠে জমায়েত হতে শুরু করে।
ছাত্র হিসেবে তিনি বরাবরই ভালো ছিলেন।,"একজন ছাত্র হিসেবে, সে সবসময় ভালো ছিল।"
কিন্তু এতে এত ভিন্নতা খুঁজে পাওয়াও দুষ্কর।,কিন্তু এত ভিন্ন জিনিস খুঁজে পাওয়া কঠিন।
"চামড়ার ব্যবসা যখন অনেক বড় হলো, তখন ১৯০০ সালে তিনি ক্রিকেট বল তৈরি করা শুরু করেন।",১৯০০ সালে চামড়ার ব্যবসা ব্যাপক আকার ধারণ করলে ক্রিকেট বল হাতে নিতে শুরু করেন।
আমাদের দেশেও জ্বরসহ বিভিন্ন রোগ-বালাই থেকে দ্রুত পরিত্রাণ পাওয়ার আশায় অন্যান্য সেবার পাশাপাশি রোগীকে মুরগী বা কবুতরের স্যুপ খাওয়ানোর কথা শোনা যায়।,আমাদের দেশে অন্যান্য সেবা ছাড়াও জ্বর ও রোগবালাই থেকে দ্রুত মুক্তি পাওয়ার জন্য রোগীকে মুরগি বা পায়রার স্যুপ খেতে শোনা যায়।
১৯৬৭ সালে মনােবিজ্ঞানী স্ট্যানলি মিলিগ্রাম একটি এক্সপেরিমেন্ট পরিচালনা করলেন।,"১৯৬৭ সালে, মনোবিজ্ঞানী স্ট্যানলি মিলিগ্রামের ওপর একটা পরীক্ষা চালিয়েছিলেন।"
এদের বংশধররাই হলো রোহিঙ্গা মুসলমান।,তাদের বংশধররা হল রোহিঙ্গা মুসলমান।
"প্রমাণিত কিংবা সন্দেহভাজন ভিয়েত কং, কেউ বাদ যায়নি সিআইএ'র অত্যাচার থেকে।","প্রমাণিত বা সন্দেহভাজন ভিয়েত কং, সিআইএ'র নিপীড়ন থেকে কেউ রেহাই পায়নি।"
পুরো লিগে ১৬ ম্যাচে ৭৪৯ রান করেছেন এই ওপেনার।,উদ্বোধনী ব্যাটসম্যান সমগ্র লীগে ১৬ খেলায় ৭৪৯ রান করেছেন।
"জরিপে অংশগ্রহণকারীদের অন্তত তিন ভাগের এক ভাগ বিশ্বাস করে যে, ইলেক্ট্রোম্যাগনেটিক ফ্রিকোয়েন্সি (৩৫%) এবং জেনেটিকেলি মডিফায়েড (জিএম) খাবার (৩৪%) খেলে ক্যান্সার হবার আশঙ্কা রয়েছে।",উত্তরদাতাদের মধ্যে অন্তত এক-তৃতীয়াংশ বিশ্বাস করত যে জেনেটিকালি মডিফাইড (জিএম) এবং ইলেক্ট্রোম্যাগনেটিক ফ্রিকোয়েন্সি (৩৫%) ক্যান্সারের কারণ হবে।
কিন্তু সেমিতে আর্সেনালের বিপক্ষে পেনাল্টি মিস করেন রিকেলমে।,"তবে, সেমিফাইনালে আর্সেনালের বিপক্ষে পেনাল্টি থেকে বঞ্চিত হন রিকেল্মে এবং ম্যাচটি ড্র হয়।"
ল্যুদমিলার সাথে পুতিনের দেখা হয় লেনিনগ্রাদে (বর্তমান সেইন্ট পিটার্সবার্গ)।,লেনিনগ্রাদে (বর্তমানে সেন্ট পিটার্সবার্গ) পুতিনের সাথে লুডমিলার সাক্ষাৎ হয়।
সেখানে অবশ্য সে ইউগেন কে. স্কট ছদ্মনাম ব্যবহার করেছিল।,সেখানে তিনি উগেন কে. স্কট ছদ্মনামে কাজ করতেন।
তাকে শত্রুর হামলা থেকে সুরক্ষা দেয়ার জন্য কমপক্ষে একটি ক্রুজার ও দুটি ডেস্ট্রয়ার শ্রেণীর যুদ্ধজাহাজসহ ক্ষেত্রবিশেষে সাবমেরিনও থাকে।,শত্রু আক্রমণ থেকে তাকে রক্ষা করার জন্য তার কমপক্ষে একটি ক্রুজার এবং দুটি ডেস্ট্রয়ার-শ্রেণীর যুদ্ধজাহাজ এবং সাবমেরিন রয়েছে।
প্রথমেই তিনি চাকরি পেয়ে গেলেন বিখ্যাত সান-মাইক্রোসিস্টেমে।,প্রথমে তিনি বিখ্যাত সান-মিক্রো সিস্টেমে চাকরি পান।
অন্যান্য খবর: ভারত-বিএনপি সম্পর্কে পরিবর্তনের হাওয়া?,অন্যান্য খবর: ভারত-বিএনপির পরিবর্তনের বাতাস?
গাজীপুরের কাশিমপুর এলাকার ছোট্ট একটি দু-কামরার ঘরের সামনে বসে নিবিড় মনে সুঁই-সুতা দিয়ে পুঁতি গেঁথে চলছেন বানু আকতার।,গাজীপুরের কাশিমপুর এলাকায় একটি ছোট দুই কামরার বাড়ির সামনে বানু আক্তার বসে আছেন। সেখানে সুঁই-সুতা দিয়ে পুঁতিগুলো গাঁথা হচ্ছে।
প্রেসিডেন্ট মাতারেল্লা স্যাভোনাকে অর্থমন্ত্রীর পদে নিয়োগ না দেওয়ার প্রধান কারণ ছিল স্যাভোনা ইউরোপীয় ইউনিয়নবিরোধী।,প্রেসিডেন্ট মাতারেল্লা সাভোনাকে অর্থমন্ত্রী হিসেবে নিয়োগ না দেয়ার মূল কারণ ছিল ইউরোপীয় ইউনিয়নের বিরোধিতা।
"তার মতে, এগুলো পরিকল্পনা করে হয় না।","তাঁর মতে, তারা পরিকল্পনা করে না।"
দুর্ভাগ্যজনকভাবে আমাদের উন্নয়ন এবং আধুনিকতার বড় বলি হচ্ছে অন্ধকার।,"দুর্ভাগ্যবশত, আমাদের উন্নয়ন ও আধুনিকতার প্রধান আত্মত্যাগ অন্ধকার।"
মোসাদ্দেক হোসেন সৈকত এবং মাহমুদুল্লাহ রিয়াদ ৬ষ্ঠ উইকেট জুটিতে ৫৭ রান যোগ করলে সম্মানজনক রান সংগ্রহ করে বাংলাদেশ।,ষষ্ঠ উইকেট জুটিতে মোসাদ্দেক হোসেন সাইকাত ও মাহমুদুল্লাহ রিয়াদ ৫৭ রান করেন। বাংলাদেশ দল এ সম্মাননা লাভ করে।
জেনেবুঝেও আমরা কেন এই অযৌক্তিক আচরণগুলো করি?,কেন আমরা জেনেশুনে এইরকম অযৌক্তিক উপায়ে কাজ করি?
মার্কিন পররাষ্ট্রমন্ত্রী জন কেরি বলেছেন ইসরাইল-ফিলিস্তিন দুই দেশ ধারনার ভিত্তিতে শান্তি প্রক্রিয়া চরম বিপদের মুখে রয়েছে।,"মার্কিন পররাষ্ট্র সচিব জন কেরি বলেন, ইসরায়েলি-ফিলিস্তিনি দ্বি-জাতি ধারণার ভিত্তিতে শান্তি প্রক্রিয়া মারাত্মক বিপদের মধ্যে রয়েছে।"
তারা মোট ৩৭টি ওয়ানডে ম্যাচ খেলার সুযোগ পেয়েছিলো।,তারা ৩৭টি একদিনের আন্তর্জাতিক ম্যাচ খেলেছে।
"'আমি তপু' শীর্ষক কিশোর উপন্যাসটি প্রকাশিত হয় ২০০৫ অমর একুশে বইমেলায়, পার্ল পাবলিকেশন্স থেকে।","২০০৫ সালে আমার একুশে বই মেলা, পার্ল পাবলিকেশন্স-এ প্রকাশিত হয় 'আমি তাপু' নামে একটি কিশোর উপন্যাস।"
"আর্ট কালচারের সবচেয়ে বড় সফলতা হলো এটি কম সময়ে, খুব সহজেই মানুষের আবেগকে নাড়া দিয়ে বসতে পারে।",শিল্প সংস্কৃতির সবচেয়ে বড় অর্জন হলো অল্প সময়ের মধ্যে এটা সহজেই মানুষের আবেগের ওপর বসে থাকতে পারে।
ডি বক্সের বাইরে অ্যাশলে ইয়ংয়ের নেয়া ফ্রি কিক থেকে হেডে সহজ গোল করেন ম্যাটিচ।,ডি-বক্সের বাইরে অ্যাশলে ইয়ং-এর ফ্রি-কিক থেকে মাথায় একটি সাধারণ গোল করেন ম্যাটিচ।
"তবে বার্তা সংস্থা রয়টারের খবরে বলা হচ্ছে, খার্তুমের বিক্ষোভকারীরা অভ্যুত্থান নিয়ে সংশয় প্রকাশ করেছে।",কিন্তু সংবাদ সংস্থা রয়টার্স রিপোর্ট করেছে যে খার্তুমের বিক্ষোভকারীরা এই অভ্যুত্থান সম্পর্কে সন্দেহ প্রকাশ করেছে।
