Word,Error
স্তর,সতর
বন্যা,বন্না
বন্যা,বইন্না
গাঙ্গেয়,গেঙ্গের
উপত্যকায়,উপতক্কাই
গবেষণাপত্রে,গবেসনারপত্রে
ট্রেন্ড,ত্রেন্দ
ট্রেন্ড,তেয়ান্দ
কোহলির,কহলের
দাড়ি,দারি
কল্পনাই,কল্পনয়াই
জানতো,জানত
নির্বাচনই,নিরবয়াছনি
কারখানায়,কারখানাই
টাকারও,তাকারও
গড়চিরৌলির,গরছিলইর
মাওবাদী,মাওবাদি
নিহতরা,নিহতিরা
শিকদার,সিকদার
ঝালকাঠির,ঝাল্কাথির
মাইক্রোবাসের,মিচ্রবুসের
হ্যামিল্টনের,হামিলতনের
সেডন,সেদন
দুসংখ্যার,দুসঙ্খান
পেরেছিলেন,পেরেচিলেন
যোগান,জগান
গাঁ,গা
কয়েকজন,কএকজন
আটকা,আতকা
ফায়ার,ফিরে
সার্ভিস,সারভিস
উদ্ধারকাজ,উদ্দারকাজ
কাজাকিস্তান,খাজাকিস্তান
কাজাকিস্তান,কাহাকিস্তান
পতাকা,প্তাকা
উড়িয়েছে,উরিএছে
ইপিজেডে,এপিজেদে
আরএন,আরেন
স্পিনিং,দপিনিগ
ধোঁয়া,দয়া
ঘটনাস্থলের,গতনাস্তলের
চর্তুদিকে,চতুরদিকে
ছড়াচ্ছে,চরাছে
হিউস্টনে,হেউস্তনের
বৈজ্ঞানিক,বইগানিন্নিক
বৈজ্ঞানিক,বইজ্ঞানিক
বিস্ফোরণের,বিস্ফরনের
বিস্ফোরণের,বিশফরনের
স্যাটেলাইটগুলো,সাতেলিতগুল
সনাক্ত,শনাক্ত
পেরেছিল,পেড়েছিল
ছোটটার,ছততার
১০০টার,১০০তাড়
হ্যাকাররা,হাকাররা
সুইফট,সুইফত
সিস্টেম,সিস্তেম
বস্ত্রকল,বোশটড়কোল
লোকসানে,লোকশাণে
সুতা,শূটা
দোকানে,ডোকাণে
ছুটতে,ছূট্টে
ছুটতে,ছুঁটতে
বাড়িতেই,বাড়ীটেঈ
ভোগ,ভগ
প্যারোলে,পারালে
বলিউডেরও,বলিউদের
করাচি,করাছি
শাবানা,সাবানা
পিটকার্নে,পিতকানে
চিঠিপত্র,ছিতিপত্র
পৌঁছায়,পউছাই
আমলে,আমুলে
কৃষকেরা,ক্রিসকেরা
শ্রমিকেরাও,স্রমিকেরয়াও
সালটা,সালতা
কিতোভার,কিতবার
ঘটনাবহুল,গতনাবহুল
অলিম্পিকে,অলিম্পুইকে
ব্রোঞ্জ,ব্রংঞ্জ
এতো,এত
ডুকছে,দুকছে
আটকানো,আতকান
কাটা,কাতা
খলায়,খলাই
বিলিয়ন,বিলিওন
বিনিয়োগের,বিনিয়গের
অংশই,অংস
অবকাঠামো,অবকাথাম
অনুষ্ঠানটি,অনুস্থান্ততি
যুবদলের,জুবন্দলের
মিলনমেলায়,মিলন্মেয়াই
স্মরণে,সরনের
অপ্রীতিকর,অপ্রিতিকর
ঘটেনি,গুতেনি
ঘটেনি,গটেনি
ডিজির,দিজির
অসুস্থতার,উশুশ্তহতার
এবারও,এবার
এবারও,এবারু
ব্যতিক্রম,বেতিক্রম
স্বাধীনচেতা,সাধিঞ্ছেতা
কার্যাবলির,কারজাবলির
চির,ছির
বাড়ি,বারি
বাড়ি,বাড়ী
শুটিংয়ে,সুতিকগে
পৌঁছই,পউছেই
জাতীয়তাবাদী,জাতিওবাদি
পল্টনে,পলতনে
কেন্দ্রীয়,কেন্দ্রিয়
কার্যালয়ে,কারজালয়ে
সামর্থ্যরে,সামরথে
রয়টার্সকে,রয়তারসেকে
আশায়,আসায়
গর্ভপাতও,গরবুপাও
গ্রানাডা,গ্ররানা
ট্র্যাজেডি,ত্রাগেন্ত
দিবসকে,দুবস্কে
এপ্রিলের,আপ্রিলের
নির্বোধ,নিরবহদ
কেন্দ্রের,ক্রেন্দের
পরীক্ষার্থীর,পরিক্ষারথির
স্বর্ণা,সরনা
রানীও,রানিও
বসেই,বশেই
লিখছে,লিকেহচে
শফী,সফি
বয়োজ্যেষ্ঠ,বয়জএস্থ
শ্রদ্ধাভরে,স্রথহাভরে
পূর্ণাঙ্গ,পুরনাংগ
পূর্ণাঙ্গ,পুরনাঙ্গ
গৌরব,গউরব
গৌরব,গউরাব
সাফল্য,সাফল্ল
নিবিড়ভাবে,নিবিরভাবে
পড়ালেখায়,পরালেখাই
অনানুষ্ঠানিকভাবে,অনানুস্থিয়াভাবে
অসন্তুষ্টি,অসন্তুতি
ইনি,ইনই
জিওনিস্ট,জিওনিস্ত
নামক,নামইক
কর্নার,করনয়ার
ফ্রি,ফ্রিক
ফ্রি,ফ্রী
সূচক,সুছক
নিউরন,নেউরন
শিরা,সিরা
মাংসপেশিকে,মাংশপেশিকে
ধীরে,ধিরে
বিভ্রান্ত,ব্রিভ্রান্ত
কিছুসংখ্যক,কিছুসঙ্খক
প্রতিশোধপরায়ণ,প্রতিসধপরায়ন
প্রতীয়মান,প্রইয়মান
ভূকম্পনবিদ্যার,ভুকুম্পনবিদ্দার
ভূ,ভু
পৃষ্ঠের,প্রিস্থের
শিলা,সিলা
খণ্ডের,খন্দের
পরিবর্তনের,পরিবত্নএর
খেলবো,খেলব
ফেসবুক,ফাচেবুক
পোস্টে,পস্তে
গোসল,গসল
করিয়েছি,করিয়েছে
অস্টারস্কি,অস্তারক্সকি
সোভিয়েত,সভিয়েত
ইউনিয়নের,উনিওনের
তাসে,তাসেহ
ক্রেমলিন,ক্রেম্লিন
এলো,এল
মহাপরিচালক,মহাপরিছালক
সের্গেই,সেরগেই
লোসেফের,লসেফের
জানিয়েছেন,যানিয়েছেন
জানিয়েছেন,জানিয়েছেন
জানিয়েছেন,জানিয়েছে
পেয়েছেন,পেয়েছেন
মোনালিসা,মনালিসা
এফেক্ট,এফেচত
যথার্থ,জথারথ
যথার্থ,যথারথ
দৃঢ়,দ্রির
আকাঙ্ক্ষা,আকাংকা
বাসাবাড়িতে,বাসাবারিতে
সদুত্তর,সদুত্তুর
তাকসিম,তাক্সিম
মনিটরিংয়ের,মনিতরেঙ্গের
১১টি,১১তি
ছাড়া,ছাড়া
গুজরাটির,গুজ্রাতির
আরিফ,আরিফিন
ভাদোদরায়,ভাডোডোড়ায়
বিনা,বীণা
প্রতিদ্বন্দ্বিতায়,পড়োডী
ভাইস,ভাঈশ
দুদিন,দুদুন
কুড়িপাইকা,কুরিপাইল্কা
শাকিলকে,সাকিল্কে
তথ্যমতে,তত্থমরে
গোবিন্দগঞ্জ,গবিন্দগঞ্জে
আনারুলকে,আনারুল্কে
দেখো,দেখ
আঁকতেও,আক্তেও
পারো,পার
মৃত্যুতেই,ম্রিত্তুতেই
সেটির,সেতির
সেটির,সেথা
বাড়তে,বারতে
নিয়ন্ত্রিত,নুইয়ন্ত্রিত
কাশ্মিরিদের,কাস্মিমিরদের
কণ্ঠরোধ,কন্তরধ
গ্রেফতারও,গ্রেফতার
বর্জনের,বরজনের
স্বতন্ত্র,সতন্ত্র
উৎপল,উতপল
ভট্টাচার্য,ভত্তাছারজ
চাঁদাবাজির,ছাদাবাজির
গণপিটুনির,গনপিতুনির
সোহেলের,সহেলের
রকেট,রকেত
ব্যক্তিখাতের,বেক্তিখাতের
কোম্পানিকে,কম্পানিকে
এক্স,একস
পরোক্ষভাবে,পরক্ষভাবে
যাবার,জাবার
বহির্গমনে,বহিরগমনে
স্বাভাবিকভাবে,সাভাবিকভাবে
প্রস্রাব,প্রসাব
শিষ্টাচারও,সিস্তাছার
ভাগই,ভাগি
ভাগই,ভাগিই
খালাতো,খালাত
হোটেলের,হতেলের
কখনোই,কখনই
স্বেচ্ছাচারিতার,সেচ্ছাছারিতার
স্থলাভিষিক্ত,স্থল্ভিসিক্ত
অন্যের,অন্নের
স্বাধীনতায়,সাধিনতাই
উত্তরণে,উত্তরনে
ভয়টা,বইতা
বাসা,বাশা
বাধায়,বাধাই
প্রতিদ্বন্দ্বীর,প্রতিদন্দির
শুনুন,সুনুন
দেশি,দেশুই
দেশি,দেসি
স্পেশালিস্ট,স্পেচিয়ালিস্ত
কাটাচ্ছি,কাতাচ্ছি
মালিকরা,মালিক্রা
মালিকরা,মালিকেরা
লাইসেন্সের,লিচসেঞ্চে
নামমাত্র,নাম্মাত্র
সিস্টেমের,সিস্তেমের
দাবানলে,দাবানলের
একেবার,একেবারে
পুড়ে,পুরে
পুড়ে,পুরা
টিচিং,তেয়াছিং
প্রসূতি,প্রসুই
ওয়ার্ডের,ওয়ারদের
ওয়ার্ডের,অয়ার্দের
নার্সের,নারসের
এলিজাবেথ,এলিজাবেদ
মুয়েআ,মুএয়া
অবজারভারের,অব্জারভারের
ক্যানসারে,চাঞ্চের
জবাবদিহিতা,জবাব্দিহিতা
উনাদকাট,উনাদকাত
অঙ্কিত,অংকিত
বেতন,বেত্ন
লেকচারার,লেচতুরেরার
কোচিং,কছিং
প্রাইভেটের,প্রিভাতের
দুদলকেই,দুদুল্কেই
গোঁজামিল,গজামিল
কাগজপত্র,কগজপত্র
রুচিশীল,রুছিসিল
সংস্কৃতির,সংস্ক্রিত্র
শ্রদ্ধাশীল,স্রদ্ধাশিল
শ্রদ্ধাশীল,শ্রদ্ধাশিল
সৌন্দর্যের,সউন্দরজের
জিম্বাবুয়ের,জিম্বাবুএ
রবার্ট,রবেরত
ক্ষমতাচ্যুত,খমতাছুত
লাকশমান,লাক্সমান
রোল,রল
দিয়েছেন,দিইয়েছেন
লাকশমানের,লাক্সমানের
রিটুইট,রিতুইত
জ্ঞাপন,গেপন
অধিনায়ক,অধিনায়ক
সৌরভ,সউরব
প্রকল্পের,প্রকলেপের
এখনই,এখনি
এখনই,আখনি
আর্জাতিক,আন্তরজাতিক
মানসম্পন্ন,মান্সম্পন
অনিন্দ্য,অনিন্দু
মণ্ডল,মন্দল
রাঙ্গাবালীগামী,রাঙ্গাবালিগামি
লঞ্চযোগে,লঞ্ছজগে
চরকাজল,ছারকাজল
লঞ্চঘাটে,লঞ্ছঘাতে
পৌঁছান,পউছান
শোডাউন,সদাউনে
চরবিশ্বাসে,ছরবিসসাশে
ব্রেন্টনই,ব্রাতান্তি
ষড়যন্ত্রকারী,সরজন্ত্রকারি
কৌশল,কউসল
কৌশল,কউশল
বিমানটি,বিমান্তি
বিমানটি,বিওমান্তি
কাজী,কাজি
কান্নাকাটি,কান্নাকাতি
স্কার্ট,স্কারত
ববকাট,ববকাত
স্কার্ফ,স্কারফ
নিদারুণ,নিদারুন
নিষ্ঠুরতা,নিস্থুরতা
বর্বরতার,বরবতার
বয়সের,বয়শের
কারণেও,কারনে
সুনীতাকে,সুন্নিতাকে
নিত্য,নিত্ত
সংসারে,সংশারে
জড়ায়,জরায়
ঝগড়ায়,জঘ্রাই
সেতুমন্ত্রী,সেতুমন্ত্রি
ঈদুল,ইদুল
ঈদুল,এইদুল
নাড়ির,নারির
টানে,তানে
তিলধারণের,তিল্ধারনের
ঠাঁই,থাই
শ্রেণি,স্রেনি
শোভা,সভা
অভিনন্দনকে,অভিনন্দঙ্কে
নিরাপদে,নিউরাপদে
তারকারাও,তারাকার
কোনো,কোন
থ্রো,থ্রও
সোজা,সজা
সোজা,শজা
নামছে,নামসে
ট্রাস্টের,ত্রুস্তের
শাহ্জাদা,শাহজাদা
হাসনাইন,হাস্নাইন
মইনুদ্দীন,মইউদ্দিন
মহসীন,মহসিন
পরিচয়,পরিছয়
কোরিয়ার,করেয়ার
কূটনীতিক,কুত্নইতিক
কূটনীতিক,কুত্নিতিক
এসময়,এসময়
জং,জপং
ব্যাজ,বাজ
জ্যাকেট,জাচকেত
একেকটি,একেক্তি
দূর্ঘটনা,দুরঘতনা
ফুটওভার,ফুতভের
ব্রিজ,ব্রিদ্গে
কায়েম,কয়ায়েম
ইয়ন,ইওয়ন
শোয়েব,সয়েব
শোয়েব,শএব
রেমিট্যান্সের,রেমিতান্সের
সহায়তার,সহয়তাই
পুরোপুরিভাবে,পুরপুরিভাবে
গোপনীয়তার,গপনিয়তার
রাষ্ট্রবিজ্ঞানীরা,রাস্ত্রবিজ্ঞিয়ানিরা
হাসিনাকে,হাশিনাকে
ফরেনারকে,পরেনারকে
দুজনেই,দুজঙ্কেই
দুজনেই,দুইজনই
দুজনেই,দুজনেঈ
শোষণ,সসহন
শোষণ,শশন
দরিদ্র,দরিদ্দ্র
ঘর,গর
ভুক্তভোগীরা,ভুক্তভগিরা
শিক্ষকতার,সিক্ষক্তার
বৃহস্পতিবারের,ব্রিহস্পতিবারের
যতোটা,জততা
গুরুত্বপূর্ন,গুরুত্তপুরন
জিইয়ে,জিয়েই
চুলা,ছুলা
৭৭৪৭,৭৭৮৭
ওপরে,অপরে
ওপরে,উপর
ওঠাতে,অথাতে
ভুলেই,ভহুলেই
পার্টিকে,পারত্যকে
বিশ্বকাপকে,বিসসকাপকে
সোনায়,সনায়
সোহাগা,সহাগা
মুর্তাজা,মত্তুরজা
ভেরিফায়েড,ভেরিফিএদ
পেজের,পাগীর
ফেলেছেন,ফেলেছেণ
ফাউন্ডেশনের,ফউন্দাতিওনের
ফাউন্ডেশনের,ফাউনদেশনএর
ফাউন্ডেশনের,ফাউন্ডেস্নের
সামীম,সামিম
পরিপূর্ণ,পরিপুরন
দ্বীনি,দিনি
শিক্ষার,সিক্ষার
প্রচারে,প্রছারে
চরিত্রটি,ছরিত্রতি
চ্যালেঞ্জিং,ছাল্লেঙ্গিং
চরিত্র,ছরিত্ত
চরিত্র,চরিৎ
উচ্ছ্বসিত,উচ্ছসিত
পর্বেও,পরবেও
ওলট,অলত
পালট,পালত
বৈকি,বইকি
গতিচিত্রের,গতিছিত্ত্রের
এবারেরটা,এবারেরতা
মেলানো,মেলান
কষ্টকর,কস্তকর
পুরুষেরই,পুরুশের
সমঝোতা,সমঝতা
স্বাক্ষরিত,সাক্ষরিত
বিটিভি,বিতিবি
চ্যানেলগুলোও,ছান্নেল্গুলউ
প্রদর্শনের,প্রধশনের
নওয়াপাড়া,নওাপারা
কাড়ারবিল,কারারবিল
রোমিও,রমেও
তিনটার,তিন্তার
চাষের,ছাসের
চাষের,চাশের
শ্রমের,স্রমের
জোটে,জতে
পকেটে,পচকেতে
চলতেই,ছলতেই
ভোটারের,ভতারের
অভিজ্ঞতায়,অভিজ্ঞতায়
পিছিয়ে,পিছিয়ে
গেলো,গেল
দলটি,দলতি
দেখায়,দেখায়
দুটিতেই,দুতিতেই
জয়,জয়
পেয়েছে,পেয়েছে
পদে,পোদে
ফরম,ফর্ম
ক্যাডমিয়ামকে,চাদ্মিয়ামকে
ক্যান্সার,চাঞ্চের
সৃষ্টিকারী,স্রিস্তিকারি
রিসার্চ,রিসারছ
প্রোস্টেট,প্রতেস্ত
ক্যান্সারের,চাঞ্চেরের
পুলওয়ামা,পুলওামা
গোলাগুলি,গলাগুলি
গোলাগুলি,গইলাগুলি
গোলাগুলির,গলাগুলির
গোলাগুলির,গোলাগুলি
তোমাকে,তমাকে
উচ্চতর,উছছতর
ডিগ্রী,ডিগ্রি
বেটার,বেতার
কেরানীগঞ্জের,কেরানিগঞ্জের
শিশুসন্তানকে,সিশুসন্তাঙ্কে
ডালিম,দালিম
চলেছেন,ছলেছেন
শাসক,সাসক
বাধ্যতামূলক,বাদ্ধতামুলক
উল্লাস,উল্লাশ
কোরীয়দের,করেওদের
নীলগাইটি,নিল্গাইতি
তৃণভোজী,ত্রিনভজি
প্রাণী,প্রানি
এগুলোই,এগুলই
ব্লু,বলু
তুরস্কেরই,তুরক্সেরি
খুলনার,ছুলনার
রূপসা,রুপসা
ট্রাকের,ত্রুচকের
প্রাইভেটকারের,প্রিভাতেকারের
প্রাইভেটকারের,প্রাইবেতকারের
গোপালগঞ্জের,গপাল্গঞ্জের
মাধ্যমও,মাদ্ধমে
ব্যাতিক্রম,বেতিক্রম
সংগ্রহের,সংরহের
কোহলিরা,কহলিরা
অবশিষ্ট,অবসিস্থ
ধোনি,ধনি
৩৪১টি,৩৪১তি
অভিজ্ঞ,অবিজ্ঞ
জাস্টিন,জুস্তিন
ট্রুডো,তুরুদ
স্বেচ্ছাচারীভাবে,সেচ্ছাছারিভাবে
দেয়ায়,দেয়ার
আজও,আজ
স্মৃতিস্তম্ভ,স্রিতিস্তমভ
উদ্যানের,উদ্দানের
শিশুপার্ক,সিশুপারক
শিশুপার্ক,শিশুপারক
বংলাদেশের,বাংলাদেশের
বিশ্বনন্দী,বিসসনদি
ইউপির,উইপির
চৈতনকান্দা,ছইতঙ্কানা
পীচে,পিছে
প্যাডম্যান,পাদ্মান
গোল্ড,গলদ
নয়ই,নয়ে
ইউরোপের,উরুপের
ইউরোপের,উরপের
কনসেপ্টের,চঞ্চেপ্তের
বিশ্বযুদ্ধ,বিসসজুদ্ধ
অন্যজন,অন্নজন
ট্যাক্সিচালকের,তাক্সিছালকের
কেন্দ্রগুলোতেও,কেন্দ্রগুলতেও
পরিমাণে,পরিমানে
ডাক্তারী,দাক্তারি
আলমত,আল্মত
লিন্ডস্ট্রান্ড,লিন্দস্ত্রান্দ
টিকা,তিকা
বিষয়ক,বিসয়ক
উদ্বেগজনক,উদ্দেগজনক
বোল্টনকে,বলতেঙ্কে
ধান্ধাবাজ,ধান্দাবাজ
ডাকেন,দাকেন
গণবিধ্বংসী,গনবিদ্ধংশি
আবিষ্কারক,আবিস্কারক
বোল্টন,বলতন
বোল্টন,বল্টন
উন্নয়নে,উনয়ন
উন্নয়নে,উন্নয়নের
কলাকৌশল,কলাকউসল
বিনামূল্যে,বিনামুল্লে
বিনামূল্যে,বিনামূল্লে
ছাত্রছাত্রীদের,ছাত্রছত্রিদের
বিতরণ,বিতরন
পাবলিক,পুব্লিচ
ভাবমূর্তি,ভাবমুরতি
ক্ষুণ্ন,খুন্ন
একাডেমিক,আচাদেমিচ
শনি,সনি
হার্টে,হেয়ারতে
উপকূলীয়,উপকলিয়
উপকূলীয়,উপকুলীয়
চিল,ছিল্ল
শখানেক,সখানেক
নাইনে,নিনেয়ে
ভাসতে,ভাস্তে
কার্টারের,কাত্তারের
ঘণ্টাখানেক,ঘন্তাখানেক
মাঝপথে,মাঝপ্তহে
রহস্যজনক,রহসসজনক
যেতেও,জেতেও
সুদীর্ঘকাল,সুদিরঘকাল
বেড়াতে,বেরাতে
অপসংস্কৃতির,অপসংস্ক্রিতির
শরও,শর
অন্তর্বাস,অন্তরবারস
ঠান্ডা,থান্দা
পানীয়,পানিও
পানীয়,পানিয়
বরুণ,বরুন
আলামত,আলানত
যাযাবর,জাজাবর
শিশুকন্যাকে,সিশুকন্নাকে
পরিত্যক্ত,পরিতেক্ত
পরিত্যক্ত,পরিতক্ত
সংখ্যায়,সংখায়
বিশ্বরেকর্ড,বিসশরেচরদ
গড়েছে,গরেছে
সৌরভের,সউরভের
একমাস,এক্মাশ
ধৈর্য,ধইরজ
মোতায়েনও,মতায়েনেও
জর্ডানের,জরদানের
ম্যারাডোনা,মারাদোনা
প্রতিক্রিয়ায়,প্রতিকিয়ার
৯টা,৯তা
অগ্রাধিকার,আগ্রদিকার
যথেষ্ট,জথেস্ত
যথেষ্ট,যথেশট
যথেষ্ট,যথেস্ট
ইস্যু,ইসসুএ
ইস্যু,ইসসু
ইস্যু,ইসু
আগামীতেও,আগামিতেও
রোহিঙ্গারা,রহিঙ্গারা
ভীত,ভিত
ওঁ,অ
চিহ্ন,ছিন্ন
পিঠের,পিথের
চিহ্নটিও,ছিন্নতিও
দেখান,দেখা
নাবির,নবির
গুলো,গুল
মৃখোমুখি,মুখমুখি
প্রত্যেককেই,প্রত্তেকেই
বক্তব্যের,বক্তব্বের
নিয়মানুযায়ী,নিয়ামনুজায়ি
ঘোষণার,ঘসনার
বিষয়,বিসয়
স্বীকারোক্তি,সিকারক্তি
আদায়ের,আদায়ের
লাগিয়েছেন,লাগিয়েছেন
ভেরোনিকা,ভেরনিকা
কোমন,কমন
বলবো,বলব
ভুলটা,ভুলতা
আসল,আশল
রহস্য,রহসস
আত্মহননের,আত্তহননের
শাস্তিযোগ্য,সাস্তিজজ্ঞ
দক্ষিণে,দক্ষিনে
মুন্সীগঞ্জ,মুন্সিগঞ্জ
মুন্সীগঞ্জ,মুনশিগঞ্জ
মুন্সীগঞ্জ,মুনশিগাঞ্জ
বিক্রমপুর,বিক্রম্পুর
আমারই,আমারি
সম্মান,শম্মান
বর্ণবাদ,বরনবাদ
বর্ণবাদ,বড়নবাদ
ইসলামভীতি,ইস্লাম্ভিতি
অনেকগুণ,অনেকগুন
সুইডেনের,সুইদেনের
ব্যবস্থায়,বেবস্থায়
ভ্রমণেও,ভ্রমনেও
ডয়েচে,দয়েছে
ভেলে,ভএলে
ইউক্রেনের,উক্রানের
করছিল,করচিল
করছিল,করছীল
ইরানকে,ইরাঙ্কে
এনেছেন,এনেচেন
বিরুদ্ধেই,বিরদ্ধেই
দর্শক,দরশক
অসন্তুষ্ট,অসন্তুশত
সময়সূচিতে,সময়সুচিতে
আনলো,আনল
নগরবাসী,নগরবাসি
খিচুড়ি,খিচুরি
খেয়েছেন,খেয়েচেন
রীতিমতো,রিতিমত
খানকে,খাঙ্কে
অ্যাসেম্বলি,অয়াসেম্বলি
অ্যাসেম্বলি,আসসেম্বল্য
পার্লামেন্টেও,পারলামেন্তও
ডোপ,দপ
পর্যায়ক্রমে,প্রযায়ক্রমে
আত্মসমর্পণ,আত্মসমরপন
উচ্চ,উচ্ছ
ধুনট,ধুনত
উইন্ডিজ,উইন্দিজ
৪টিতে,৪তিতে
কার্ডিফের,কার্ডিফেড়
ওয়েলস,ওয়েলশ
উদ্বোধনীতে,উদবধনিতে
ইংলিশ,এংলিশ
ইংলিশ,ইলিস
ইংলিশ,ই্নগলিস
কন্ডিশনের,কন্ডিশনেড়
মানিয়ে,মানিএ
ঠিকানা,থিকানা
গেড়েছে,গেরেসে
আফগানিস্তানজুড়ে,আফগানিস্তাণজুরে
তৎপরতা,ততপরতা
তৎপরতা,তরপরতা
তৎপরতা,তৎপ্রতা
প্রতিরা,পড়তিরা
পেন্টাগন,পেন্তাগন
আকাশযুদ্ধের,আকাশজুদ্ধের
বসুন্ধরা,বাশুন্ধরা
বসুন্ধরা,বাশুন্ধারা
টেকনিক্যাল,টেকনিকাল
দৃষ্টিপাত,দ্রিস্তিপাত
সেমিনারে,সেমিনাড়ে
তথ্যচিত্র,তত্থচিতরো
নিবন্ধন,নিবন্ধণ
সময়মতো,স্ময়মত
কোটা,কটা
হজ,হাজ
ব্যবস্থাপকদের,বেবস্থাপকদের
ব্যবস্থাপকদের,ব্যাস্থাপকদের
উদ্বেগ,উদ্দেগ
উদ্বেগ,উদবেগ
কথাগুলো,কথাগুল
ব্যবস্থাপক,বেবসস্থাপক
ক্ষমার,খমার
শিপুল,শীপুল
আপোষ,আপশ
টেকসই,তেকশই
শ্রী,শ্রি
সরস্বতী,শরসসতি
পূজা,পুজা
বিদ্যা,বিদ্দা
জ্ঞানের,গানের
বেয়ারস্টো,বেয়ারস্ত
সাংবাদিকরা,সাংবাদিক্রা
উদ্যত,উদ্দত
নিবৃত,নিব্রিত
ফেব্রুয়ারিতে,ফেব্রুয়ারীতে
বিস্ফোরণটি,বিশফরন্তি
নেগোম্বো,নেগম্ব
বাত্তিকালোয়া,বাত্তিকালয়া
চার্চে,ছারছে
কলম্বোর,কলম্বর
পাঁচতারকা,পাচতারকা
হোটেলেও,হতেলেও
সহচর,শহছর
রাষ্ট্রব্যবস্থা,রাস্ত্রবেবস্থা
আমলাতন্ত্রের,আম্লাতন্ত্রের
ক্লার্ক,চলারক
জয়ে,জএ
বিরাটের,বিরাতের
উত্তরাধিকার,উত্তরাধিকাড়
পূর্বপুরুষদের,পুরবপুরুশদের
ঐশী,অইশি
গ্রন্থ,গ্রন্থও
প্রদর্শনী,প্রদরশনি
কুরআন,কুরান
ব্যক্তির,বেক্তির
ব্যক্তির,ব্যাক্তির
তত্ত্বাবধানেই,তত্তাবধানেই
বিধাননগর,বিধান্নগর
কমিশনারেটের,কমিসসিওনারতের
থাকাকালীনই,থাকাকালিনই
সারদা,শারদা
চিটফান্ড,ছিত্মফান্দ
রাজীব,রাজিব
স্যাটেলাইট,স্যটেলাইট
ছবিও,ছোবই
হয়নি,হয়নি
বেসরকারিভাবে,বেশরকারিভাবে
সেসবের,সেসবএর
সত্যতাও,সত্ততাও
ট্যারান্ট,তাররেন্ত
ভ্রমণ,ভরমন
ভ্রমণ,ভ্রমন
পেশ,পেষ
জুমলাজুড়ি,জুম্লাজুরি
শাহর,শাহ্র
বুঝিয়েছেন,বুঝিএচেন
রানেই,রুনেই
চাচীর,চাচির
নিত্যদিনের,নিত্তদিনের
পদবঞ্চিত,পদবনচিত
আদর্শিক,আদরশিক
পিছপা,পিচপা
ত্যাগী,তেগি
মতোই,মতই
হাসিম,হাশিম
আমলাদের,আম্লাদের
শোচনীয়,শছনিও
লাগছে,লাগসে
উটটিকে,উত্তিকে
খাওয়ান,খাওান
গাধভী,গাধভি
হৃদরোগে,হ্রিদ্রগে
পেপারসের,পাপেরসএর
শুনিনি,শুনিনী
শ্রেণীতেই,স্রেনিতেই
পেপারস,পাপেরস
থ্যট,থত
বিআইআইটি,বিয়াইয়াইতি
সেক্টর,সেচতর
ঢাকা১২৩০,ধাকা১২৩০
পূর্বপ্রজন্ম,পুরবপ্রজন্ম
হোয়াইট,হয়াইত
সুপ্রিমিস্টদের,সুপ্রিমিস্তদের
মুসলমানসহ,মুসল্মান্সহ
প্রহসন,প্রহসণ
হাইকমিশনার,হাইচমিসসিওনের
হাইকমিশনার,হাইকমিসনার
পেশাদার,পেসআদার
সাকলাইন,সাক্লাইন
সাইয়াদাকে,সাইদাকে
অস্বীকৃতি,অশিক্রিতি
অস্বীকৃতি,অসিক্ত্রিতি
অস্বীকৃতি,অসসিক্রিতি
পরশু,পরসু
নড়াইলে,নরাইলে
হেরেও,হেঁড়েও
উন্নীত,উন্নিত
ফাইভ,ফিভে
জি,জী
সুপারফার্স্ট,সুপেরফাস্ত
টেলিফোনের,তেলিফনের
বিপ্লব,বিপলব
নেটওয়ার্ককে,নেত্বরক্কে
সীমানায়,শিমানায়
গায়ে,গাএ
বিপক্ষ,বীপক্ষ
ডিফেন্ডার,ডিফেনডার
লায়নিং,লয়নিং
ডিজেলচালিত,ডিজেলচালীত
বিমানবাহী,বিমানবাহি
রণতরী,রন্তরি
রণতরী,রনতরি
ভাসমান,ভাশ্মান
পতনের,পোতনের
ইউক্রেন,উক্রেন
অর্ধনির্মিত,অরধনিরমিত
কিনেছিল,কিনেচিল
কদমতলীর,কদমতলির
রসুলপুর,রশুল্পুর
ভাগ্যক্রমে,ভাজ্ঞচ্রমে
মেঘনার,মেঘ্নার
তীরে,তিরে
ঘাট,ঘাত
মাছঘাট,মাসঘাত
মালিকদের,মালীকদের
মেঘনা,মেঘ্না
মিসরীয়দের,মিশরিওদের
যুক্তিযুক্ত,জুক্তিজুক্ত
গ্যাসের,গাশের
গ্যাসের,গেসের
ক্রমবর্ধমান,ক্রমবরধমান
পেটের,পেতের
শিশুটি,শিশুতি
শিশুটি,শিশুটী
শিশুটি,সিসুতি
ডিপটি,দিপ্তি
বোলারদেরও,বলারদেরও
চড়াও,ছরাও
সাতের,শাতের
বেয়ারেস্ট,রেরেস্ত
রয়,বয়
রাখছে,রাখসে
প্রদর্শন,প্রদরশন
প্রদর্শন,প্রদর্শ্ন
ওবামা,অবামা
লাদেনকে,লাদ্দেনকে
নোয়ার,নেয়ার
উল্লসিত,উল্লশিত
আমরাই,আমড়াই
শ্রেষ্ঠ,শ্রেস্থ
গুলশান২এর,গুলসান২এর
নগর,নোগর
লেভেল,লেবেল
স্থাপিত,স্থাফিত
বর্জ্য,বরজ
