correct_sentence,gt,sentence,correction
"কুশন ব্যবহারের সময় ঘরের আয়তন , দেয়ালের রং—সবই মাথায় রাখতে হবে।","কুশন ব্যবহারের $sony$ ঘরের আয়তন , দেয়ালের রং—সবই মাথায় রাখতে হবে।","কুশন ব্যবহারের sony ঘরের আয়তন , দেয়ালের রং—সবই মাথায় রাখতে হবে।","[((15, 18), 'সময়')]"
"সালথা থানার ভারপ্রাপ্ত কর্মকর্তা ( ওসি ) ডি এম বেলায়েত হোসেন বলেন , শুকুরের লাশ উদ্ধার করে ময়নাতদন্তের জন্য ফরিদপুর মেডিকেল কলেজ হাসপাতাল মর্গে পাঠানো হয়েছে।","সালথা থানার ভারপ্রাপ্ত কর্মকর্তা ( ওসি ) ডি এম বেলায়েত হোসেন বলেন , শুকুরের লাশ উদ্ধার করে ময়নাতদন্তের জন্য ফরিদপুর $medical$ $college$ হাসপাতাল মর্গে পাঠানো হয়েছে।","সালথা থানার ভারপ্রাপ্ত কর্মকর্তা ( ওসি ) ডি এম বেলায়েত হোসেন বলেন , শুকুরের লাশ উদ্ধার করে ময়নাতদন্তের জন্য ফরিদপুর medical college হাসপাতাল মর্গে পাঠানো হয়েছে।","[((116, 122), 'মেডিকেল'), ((124, 130), 'কলেজ')]"
বার্সেলোনায় ছিলেন লিওনেল মেসির ছায়া হয়ে।,বার্সেলোনায় ছিলেন লিওনেল মেসির ছায়া হয়ে।,বার্সেলোনায় ছিলেন লিওনেল মেসির ছায়া হয়ে।,[]
টাঙ্গাইল-৮ আসনের আওয়ামী লীগের শওকত মোমেন শাজাহান ও চট্টগ্রাম-১৩ আসনের সাইফুজ্জামান চৌধুরী আয়কর বিবরণী জমা দেননি।,টাঙ্গাইল-৮ আসনের আওয়ামী লীগের শওকত মোমেন শাজাহান $u$ চট্টগ্রাম-১৩ আসনের সাইফুজ্জামান চৌধুরী আয়কর বিবরণী জমা দেননি।,টাঙ্গাইল-৮ আসনের আওয়ামী লীগের শওকত মোমেন শাজাহান u চট্টগ্রাম-১৩ আসনের সাইফুজ্জামান চৌধুরী আয়কর বিবরণী জমা দেননি।,"[((49, 49), 'ও')]"
"ঢেকুর ওঠে , গলা জ্বালা করে।","ঢেকুর ওঠে , গলা জ্বালা করে।","ঢেকুর ওঠে , গলা জ্বালা করে।",[]
২০১৪ সালের ২৬ জানুয়ারি মাটির তলা দিয়ে সুড়ঙ্গ কেটে সোনালী ব্যাংকের কিশোরগঞ্জ শাখায় প্রবেশ করেন সোহেল রানা।,২০১৪ সালের ২৬ জানুয়ারি মাটির তলা দিয়ে সুড়ঙ্গ কেটে সোনালী ব্যাংকের কিশোরগঞ্জ শাখায় প্রবেশ করেন সোহেল রানা।,২০১৪ সালের ২৬ জানুয়ারি মাটির তলা দিয়ে সুড়ঙ্গ কেটে সোনালী ব্যাংকের কিশোরগঞ্জ শাখায় প্রবেশ করেন সোহেল রানা।,[]
"বঙ্গবন্ধুর জন্মদিন , তার ওপর দিনটি জাতীয় শিশু দিবস।","বঙ্গবন্ধুর জন্মদিন , তার ওপর দিনটি জাতীয় শিশু দিবস।","বঙ্গবন্ধুর জন্মদিন , তার ওপর দিনটি জাতীয় শিশু দিবস।",[]
এ ছাড়া তাঁর সাদাকালো নামে নিজস্ব একটি সংগঠন আছে।,$e$ ছাড়া তাঁর সাদাকালো নামে নিজস্ব একটি সংগঠন আছে।,e ছাড়া তাঁর সাদাকালো নামে নিজস্ব একটি সংগঠন আছে।,"[((0, 0), 'এ')]"
শুটিংয়ের ফাঁকে সাজঘরে বড়দের সামনে তরুণদের ফেসবুক খোলার উপায় ছিল না।,শুটিংয়ের ফাঁকে সাজঘরে বড়দের সামনে তরুণদের ফেসবুক খোলার উপায় ছিল $none$।,শুটিংয়ের ফাঁকে সাজঘরে বড়দের সামনে তরুণদের ফেসবুক খোলার উপায় ছিল none।,"[((64, 67), 'না')]"
পুলিশ রাস্তা থেকে তাঁদের ধরে এনে আসামি করেছে।,পুলিশ রাস্তা থেকে তাঁদের ধরে এনে আসামি করেছে।,পুলিশ রাস্তা থেকে তাঁদের ধরে এনে আসামি করেছে।,[]
মন্ত্রী মহোদয় আশ্চর্যজনকভাবে ইংরেজি সাহিত্যের সেরা শিক্ষকদের না বলে অভিযোগ তদন্তের দায়িত্ব দেন পুলিশকে।,মন্ত্রী মহোদয় আশ্চর্যজনকভাবে ইংরেজি সাহিত্যের সেরা শিক্ষকদের $none$ বলে অভিযোগ তদন্তের দায়িত্ব দেন পুলিশকে।,মন্ত্রী মহোদয় আশ্চর্যজনকভাবে ইংরেজি সাহিত্যের সেরা শিক্ষকদের none বলে অভিযোগ তদন্তের দায়িত্ব দেন পুলিশকে।,"[((61, 64), 'না')]"
শালীনতার সীমারেখার বাইরে যাওয়া উচিত নয়।,শালীনতার সীমারেখার বাইরে যাওয়া উচিত $ny$।,শালীনতার সীমারেখার বাইরে যাওয়া উচিত ny।,"[((36, 37), 'নয়')]"
তবে এই সংগ্রাম সশস্ত্র হবে না।,তবে এই সংগ্রাম সশস্ত্র হবে $none$।,তবে এই সংগ্রাম সশস্ত্র হবে none।,"[((27, 30), 'না')]"
পর্যায়ক্রমে ৪ জুন পর্যন্ত মোট ছয় ধাপে ৪ হাজার ২৭৫টি ইউনিয়নে ভোট গ্রহণ করা হবে।,পর্যায়ক্রমে ৪ $june$ পর্যন্ত মোট ছয় ধাপে ৪ হাজার ২৭৫টি ইউনিয়নে ভোট গ্রহণ করা হবে।,পর্যায়ক্রমে ৪ june পর্যন্ত মোট ছয় ধাপে ৪ হাজার ২৭৫টি ইউনিয়নে ভোট গ্রহণ করা হবে।,"[((14, 17), 'জুন')]"
"গতকাল বোর্ডের কাছে লেখা চিঠিতে তিনি ঘোষণা দেন , ২০০তম টেস্ট খেলেই বিদায় জানাবেন ক্রিকেটকে।","গতকাল বোর্ডের কাছে লেখা চিঠিতে তিনি ঘোষণা দেন , ২০০তম $test$ খেলেই বিদায় জানাবেন ক্রিকেটকে।","গতকাল বোর্ডের কাছে লেখা চিঠিতে তিনি ঘোষণা দেন , ২০০তম test খেলেই বিদায় জানাবেন ক্রিকেটকে।","[((54, 57), 'টেস্ট')]"
কিন্তু আজ তোমার দেশের সংখ্যালঘু মুসলমানদের গভীর সংকটে সেই নীরবতা আমি ভাঙছি।,কিন্তু আজ তোমার দেশের সংখ্যালঘু মুসলমানদের গভীর সংকটে $see$ নীরবতা আমি ভাঙছি।,কিন্তু আজ তোমার দেশের সংখ্যালঘু মুসলমানদের গভীর সংকটে see নীরবতা আমি ভাঙছি।,"[((55, 57), 'সেই')]"
"তিন প্রতিবেশী থাইল্যান্ড , মিয়ানমার ও লাওসের প্রত্যন্ত অঞ্চলগুলোর মিলনস্থল স্বর্ণ ত্রিভুজ হিসেবে পরিচিত।","$teen$ প্রতিবেশী থাইল্যান্ড , মিয়ানমার $u$ লাওসের প্রত্যন্ত অঞ্চলগুলোর মিলনস্থল স্বর্ণ ত্রিভুজ হিসেবে পরিচিত।","teen প্রতিবেশী থাইল্যান্ড , মিয়ানমার u লাওসের প্রত্যন্ত অঞ্চলগুলোর মিলনস্থল স্বর্ণ ত্রিভুজ হিসেবে পরিচিত।","[((0, 3), 'তিন'), ((38, 38), 'ও')]"
মৌসুমী ও রাজীব দুজনই পেশায় চিকিৎসক।,মৌসুমী $u$ রাজীব দুজনই পেশায় চিকিৎসক।,মৌসুমী u রাজীব দুজনই পেশায় চিকিৎসক।,"[((7, 7), 'ও')]"
বিষয়টি রীতিমতো একঘেয়ে তাদের কাছে।,বিষয়টি রীতিমতো একঘেয়ে তাদের কাছে।,বিষয়টি রীতিমতো একঘেয়ে তাদের কাছে।,[]
"আদালতে বাদীপক্ষে ছিলেন আইনজীবী মনসুরুল হক চৌধুরী , এ এম আমিনউদ্দিন , এ এস এম আবদুল মবিন ও সরোয়ার আহমেদ।","আদালতে বাদীপক্ষে ছিলেন আইনজীবী মনসুরুল হক চৌধুরী , $e$ এম আমিনউদ্দিন , $e$ এস এম আবদুল মবিন $u$ সরোয়ার আহমেদ।","আদালতে বাদীপক্ষে ছিলেন আইনজীবী মনসুরুল হক চৌধুরী , e এম আমিনউদ্দিন , e এস এম আবদুল মবিন u সরোয়ার আহমেদ।","[((51, 51), 'এ'), ((69, 69), 'এ'), ((88, 88), 'ও')]"
আর লেগ স্পিনার তানভীর হায়দারও চমক দেখাতে পারেন।,আর লেগ স্পিনার তানভীর হায়দারও চমক দেখাতে পারেন।,আর লেগ স্পিনার তানভীর হায়দারও চমক দেখাতে পারেন।,[]
তুলা ( ২৪ সেপ্টেম্বর—২৩ অক্টোবর ) শিক্ষার্থীদের কারও কারও বিদেশে অধ্যয়নের প্রক্রিয়া চূড়ান্ত হতে পারে।,তুলা ( ২৪ সেপ্টেম্বর—২৩ অক্টোবর ) শিক্ষার্থীদের কারও কারও বিদেশে অধ্যয়নের প্রক্রিয়া চূড়ান্ত হতে পারে।,তুলা ( ২৪ সেপ্টেম্বর—২৩ অক্টোবর ) শিক্ষার্থীদের কারও কারও বিদেশে অধ্যয়নের প্রক্রিয়া চূড়ান্ত হতে পারে।,[]
মানববন্ধনে মুক্তিযোদ্ধাদের পাশাপাশি স্থানীয় অনেকে অংশ নেন।,মানববন্ধনে মুক্তিযোদ্ধাদের পাশাপাশি স্থানীয় অনেকে অংশ নেন।,মানববন্ধনে মুক্তিযোদ্ধাদের পাশাপাশি স্থানীয় অনেকে অংশ নেন।,[]
তবে গতকাল বুধবার পর্যন্ত ঘটনার শিকার নারীর সঙ্গে যোগাযোগ করতে পারেনি পুলিশ।,তবে গতকাল বুধবার পর্যন্ত ঘটনার শিকার নারীর সঙ্গে যোগাযোগ করতে পারেনি পুলিশ।,তবে গতকাল বুধবার পর্যন্ত ঘটনার শিকার নারীর সঙ্গে যোগাযোগ করতে পারেনি পুলিশ।,[]
"লক্ষ্য ২৯৫ , স্বাগতিকেরা কোনো উইকেট না হারিয়েই দিন শেষ করেছে ১১৩ রানে।","লক্ষ্য ২৯৫ , স্বাগতিকেরা কোনো উইকেট $none$ হারিয়েই দিন $says$ করেছে ১১৩ রানে।","লক্ষ্য ২৯৫ , স্বাগতিকেরা কোনো উইকেট none হারিয়েই দিন says করেছে ১১৩ রানে।","[((36, 39), 'না'), ((53, 56), 'শেষ')]"
অসাম্প্রদায়িক বাংলাদেশ বিনির্মাণের লক্ষ্যে সারা দেশের মানুষের কাছে মুক্তিযুদ্ধের চেতনাকে তুলে ধরার কাজ করে চলেছে নিরলসভাবে।,অসাম্প্রদায়িক বাংলাদেশ বিনির্মাণের লক্ষ্যে সারা দেশের মানুষের কাছে মুক্তিযুদ্ধের চেতনাকে তুলে ধরার কাজ করে চলেছে নিরলসভাবে।,অসাম্প্রদায়িক বাংলাদেশ বিনির্মাণের লক্ষ্যে সারা দেশের মানুষের কাছে মুক্তিযুদ্ধের চেতনাকে তুলে ধরার কাজ করে চলেছে নিরলসভাবে।,[]
"০-২ থেকে ৩-২ করে ফেরার গল্প ? মেহেদী : কোচ , টিম ম্যানেজমেন্টের সবাই আমাদের উৎসাহ দিয়ে গেছেন।","০-২ থেকে ৩-২ করে ফেরার গল্প ? মেহেদী : কোচ , টিম ম্যানেজমেন্টের সবাই আমাদের উৎসাহ দিয়ে গেছেন।","০-২ থেকে ৩-২ করে ফেরার গল্প ? মেহেদী : কোচ , টিম ম্যানেজমেন্টের সবাই আমাদের উৎসাহ দিয়ে গেছেন।",[]
"এটির সহলেখক সিডনি বিশ্ববিদ্যালয়ের শিক্ষা মনোবিজ্ঞান বিভাগের জ্যেষ্ঠ প্রভাষক পল গিনস বলেন , তাঁদের গবেষণাটি শিক্ষক ও শিক্ষার্থীদের উন্নয়নে সহায়ক হবে।","এটির সহলেখক সিডনি বিশ্ববিদ্যালয়ের শিক্ষা মনোবিজ্ঞান বিভাগের জ্যেষ্ঠ প্রভাষক $paul$ গিনস বলেন , তাঁদের গবেষণাটি শিক্ষক $u$ শিক্ষার্থীদের উন্নয়নে সহায়ক হবে।","এটির সহলেখক সিডনি বিশ্ববিদ্যালয়ের শিক্ষা মনোবিজ্ঞান বিভাগের জ্যেষ্ঠ প্রভাষক paul গিনস বলেন , তাঁদের গবেষণাটি শিক্ষক u শিক্ষার্থীদের উন্নয়নে সহায়ক হবে।","[((77, 80), 'পল'), ((117, 117), 'ও')]"
ইসহাক মোল্লা ওই আবাসিক হলে গেলেও তদন্ত কমিটির কেউ তাঁর সঙ্গে দেখা করেননি।,ইসহাক মোল্লা ওই আবাসিক হলে গেলেও তদন্ত কমিটির কেউ তাঁর সঙ্গে দেখা করেননি।,ইসহাক মোল্লা ওই আবাসিক হলে গেলেও তদন্ত কমিটির কেউ তাঁর সঙ্গে দেখা করেননি।,[]
পুরস্কার বিতরণী অনুষ্ঠানে প্রধান অতিথি ছিলেন অর্থমন্ত্রী আবুল মাল আবদুল মুহিত।,পুরস্কার বিতরণী অনুষ্ঠানে প্রধান অতিথি ছিলেন অর্থমন্ত্রী আবুল মাল আবদুল মুহিত।,পুরস্কার বিতরণী অনুষ্ঠানে প্রধান অতিথি ছিলেন অর্থমন্ত্রী আবুল মাল আবদুল মুহিত।,[]
সেই শর্তে তাঁরা গানটি ফেরত নেন।,$see$ শর্তে তাঁরা গানটি ফেরত নেন।,see শর্তে তাঁরা গানটি ফেরত নেন।,"[((0, 2), 'সেই')]"
এ সময় আহত হন বাসের দুই যাত্রী।,$e$ $sony$ আহত হন বাসের $due$ যাত্রী।,e sony আহত হন বাসের due যাত্রী।,"[((0, 0), 'এ'), ((2, 5), 'সময়'), ((20, 22), 'দুই')]"
২০১১ সালে প্রধানমন্ত্রী শেখ হাসিনা দিল্লি সফরে গিয়েছিলেন।,২০১১ $sale$ প্রধানমন্ত্রী শেখ হাসিনা দিল্লি সফরে গিয়েছিলেন।,২০১১ sale প্রধানমন্ত্রী শেখ হাসিনা দিল্লি সফরে গিয়েছিলেন।,"[((5, 8), 'সালে')]"
মহিলা দলকে শোভাযাত্রা করার অনুমতি দেওয়া হয়নি।,মহিলা দলকে শোভাযাত্রা করার অনুমতি দেওয়া হয়নি।,মহিলা দলকে শোভাযাত্রা করার অনুমতি দেওয়া হয়নি।,[]
তিনি রাজশাহী সিটি করপোরেশনের প্রধান রাজস্ব কর্মকর্তা।,তিনি রাজশাহী $city$ করপোরেশনের প্রধান রাজস্ব কর্মকর্তা।,তিনি রাজশাহী city করপোরেশনের প্রধান রাজস্ব কর্মকর্তা।,"[((13, 16), 'সিটি')]"
"মবরুকের মতোই বয়স হবে , মানে প্রায় ৪৫ বা ৫০।","মবরুকের মতোই $toys$ হবে , মানে প্রায় ৪৫ $b$ ৫০।","মবরুকের মতোই toys হবে , মানে প্রায় ৪৫ b ৫০।","[((14, 17), 'বয়স'), ((39, 39), 'বা')]"
"তবে ধারণা করা হচ্ছে , আন্তর্জাতিক সন্ত্রাসী সংগঠন আল-কায়েদা এই হামলা চালিয়ে থাকতে পারে।","তবে ধারণা করা হচ্ছে , আন্তর্জাতিক সন্ত্রাসী সংগঠন আল-কায়েদা এই হামলা চালিয়ে থাকতে পারে।","তবে ধারণা করা হচ্ছে , আন্তর্জাতিক সন্ত্রাসী সংগঠন আল-কায়েদা এই হামলা চালিয়ে থাকতে পারে।",[]
তবে তা লিপিবদ্ধ করা হয় না।,তবে তা লিপিবদ্ধ করা হয় $none$।,তবে তা লিপিবদ্ধ করা হয় none।,"[((24, 27), 'না')]"
"সত্য হলো , যুক্তরাষ্ট্রের জাতীয় নিরাপত্তার জন্য আইএস কোনো হুমকি সৃষ্টি করেনি।","সত্য হলো , যুক্তরাষ্ট্রের জাতীয় নিরাপত্তার জন্য আইএস কোনো হুমকি সৃষ্টি করেনি।","সত্য হলো , যুক্তরাষ্ট্রের জাতীয় নিরাপত্তার জন্য আইএস কোনো হুমকি সৃষ্টি করেনি।",[]
তবু নিয়তির কাছে আবারও হেরে যায় সে।,তবু নিয়তির কাছে আবারও হেরে $ii$ $say$।,তবু নিয়তির কাছে আবারও হেরে ii say।,"[((27, 28), 'যায়'), ((30, 32), 'সে')]"
এরপর তাঁরা দক্ষিণ বনগ্রাম মহল্লায় গিয়ে ওই ছাত্রীর বাড়ির লোকজনকে একইভাবে বোঝান।,এরপর তাঁরা দক্ষিণ বনগ্রাম মহল্লায় গিয়ে ওই ছাত্রীর বাড়ির লোকজনকে একইভাবে বোঝান।,এরপর তাঁরা দক্ষিণ বনগ্রাম মহল্লায় গিয়ে ওই ছাত্রীর বাড়ির লোকজনকে একইভাবে বোঝান।,[]
তদারকি বা নিয়ন্ত্রণ দুর্বলতা তার মধ্যে অন্যতম।,তদারকি $b$ নিয়ন্ত্রণ দুর্বলতা তার মধ্যে অন্যতম।,তদারকি b নিয়ন্ত্রণ দুর্বলতা তার মধ্যে অন্যতম।,"[((7, 7), 'বা')]"
"আমাদের এ কথাও মনে রাখতে হবে , সামনে নির্বাচন।","আমাদের $e$ কথাও মনে রাখতে হবে , সামনে নির্বাচন।","আমাদের e কথাও মনে রাখতে হবে , সামনে নির্বাচন।","[((7, 7), 'এ')]"
তমা মির্জা ও হিশাম চিশতীর বিবাহোত্তর সংবর্ধনা অনুষ্ঠান হবে আগামী ডিসেম্বরে।,তমা মির্জা $u$ হিশাম চিশতীর বিবাহোত্তর সংবর্ধনা অনুষ্ঠান হবে আগামী ডিসেম্বরে।,তমা মির্জা u হিশাম চিশতীর বিবাহোত্তর সংবর্ধনা অনুষ্ঠান হবে আগামী ডিসেম্বরে।,"[((11, 11), 'ও')]"
"কেন ? দর্শকদের কথা মাথায় রেখে ! অ্যানফিল্ডে একেবারে মাঠের পাশে , ডাগ-আউটের কাছাকাছি কয়েকজন দর্শক নাকি রোমাঞ্চকর টাইব্রেকারটি ক্লপের কারণে দেখতে পারছিলেন না।","কেন ? দর্শকদের কথা মাথায় রেখে ! অ্যানফিল্ডে একেবারে মাঠের পাশে , ডাগ-আউটের কাছাকাছি কয়েকজন দর্শক নাকি রোমাঞ্চকর টাইব্রেকারটি ক্লপের কারণে দেখতে পারছিলেন $none$।","কেন ? দর্শকদের কথা মাথায় রেখে ! অ্যানফিল্ডে একেবারে মাঠের পাশে , ডাগ-আউটের কাছাকাছি কয়েকজন দর্শক নাকি রোমাঞ্চকর টাইব্রেকারটি ক্লপের কারণে দেখতে পারছিলেন none।","[((153, 156), 'না')]"
পুরুষ দলগত অল-অ্যারাউন্ডে সোনা জিতল উচিমুরার জাপান।,পুরুষ দলগত অল-অ্যারাউন্ডে সোনা জিতল উচিমুরার $japan$।,পুরুষ দলগত অল-অ্যারাউন্ডে সোনা জিতল উচিমুরার japan।,"[((46, 50), 'জাপান')]"
পেঁয়াজের সঙ্গে বাকি গরম মসলাসহ মুরগিটা দিয়ে মৃদু বা লো-মিডিয়াম আঁচে ঢাকনা দিয়ে কষিয়ে নিতে হবে।,পেঁয়াজের সঙ্গে বাকি গরম মসলাসহ মুরগিটা দিয়ে মৃদু $b$ লো-মিডিয়াম আঁচে ঢাকনা দিয়ে কষিয়ে নিতে হবে।,পেঁয়াজের সঙ্গে বাকি গরম মসলাসহ মুরগিটা দিয়ে মৃদু b লো-মিডিয়াম আঁচে ঢাকনা দিয়ে কষিয়ে নিতে হবে।,"[((51, 51), 'বা')]"
"বামনা থানার ওসি মো . শাহাবুদ্দিন বলেন , রোগীর অবস্থা আশঙ্কাজনক হওয়ায় এখন পর্যন্ত থানায় কোনো মামলা দায়ের হয়নি।","বামনা থানার ওসি মো . শাহাবুদ্দিন বলেন , রোগীর অবস্থা আশঙ্কাজনক হওয়ায় এখন পর্যন্ত থানায় কোনো মামলা দায়ের হয়নি।","বামনা থানার ওসি মো . শাহাবুদ্দিন বলেন , রোগীর অবস্থা আশঙ্কাজনক হওয়ায় এখন পর্যন্ত থানায় কোনো মামলা দায়ের হয়নি।",[]
ভুক্তভোগীদের উপযুক্ত ক্ষতিপূরণ দিতে দোষী ব্যক্তিদের সম্পদ জব্দ করার বিধানও রাখা হয়েছে নতুন আইনে।,ভুক্তভোগীদের উপযুক্ত ক্ষতিপূরণ দিতে দোষী ব্যক্তিদের সম্পদ জব্দ করার বিধানও রাখা হয়েছে নতুন আইনে।,ভুক্তভোগীদের উপযুক্ত ক্ষতিপূরণ দিতে দোষী ব্যক্তিদের সম্পদ জব্দ করার বিধানও রাখা হয়েছে নতুন আইনে।,[]
"বন বিভাগ ও আইইউসিএনের সর্বশেষ ( গত অক্টোবরে প্রকাশ ) জরিপের তথ্য অনুযায়ী , দেশে প্রতিবছর এখন ১০ থেকে ১২টি শকুন বাড়ছে।","বন বিভাগ $u$ আইইউসিএনের সর্বশেষ ( $got$ অক্টোবরে প্রকাশ ) জরিপের তথ্য অনুযায়ী , দেশে প্রতিবছর এখন ১০ থেকে ১২টি শকুন বাড়ছে।","বন বিভাগ u আইইউসিএনের সর্বশেষ ( got অক্টোবরে প্রকাশ ) জরিপের তথ্য অনুযায়ী , দেশে প্রতিবছর এখন ১০ থেকে ১২টি শকুন বাড়ছে।","[((9, 9), 'ও'), ((32, 34), 'গত')]"
"কাজ শুরু করেই বুঝলেন , মুক্তিযুদ্ধ বলতে তিনি এত দিন রাজনীতি ও যুদ্ধে অস্ত্র হাতে লড়াইয়ের কথা জানতেন , কিন্তু এর সঙ্গে তো আরও অনেক বিষয় রয়েছে।","কাজ শুরু করেই বুঝলেন , মুক্তিযুদ্ধ বলতে তিনি $et$ দিন রাজনীতি $u$ যুদ্ধে অস্ত্র হাতে লড়াইয়ের কথা জানতেন , কিন্তু এর সঙ্গে তো আরও অনেক বিষয় রয়েছে।","কাজ শুরু করেই বুঝলেন , মুক্তিযুদ্ধ বলতে তিনি et দিন রাজনীতি u যুদ্ধে অস্ত্র হাতে লড়াইয়ের কথা জানতেন , কিন্তু এর সঙ্গে তো আরও অনেক বিষয় রয়েছে।","[((45, 46), 'এত'), ((60, 60), 'ও')]"
ফলে রাষ্ট্রপতি নির্বাচনের পর কংগ্রেসের শক্তিক্ষরণ সময়ের অপেক্ষা।,ফলে রাষ্ট্রপতি নির্বাচনের পর কংগ্রেসের শক্তিক্ষরণ সময়ের অপেক্ষা।,ফলে রাষ্ট্রপতি নির্বাচনের পর কংগ্রেসের শক্তিক্ষরণ সময়ের অপেক্ষা।,[]
এএফপি।,এএফপি।,এএফপি।,[]
"৫ জন কর্মকর্তা বরাদ্দের অতিরিক্ত শিক্ষা ভাতা গ্রহণ করায় ৩২ লাখ ৫৮ হাজার টাকার ক্ষতি হয়েছে ব্রাসেলস , টোকিও , হংকং ও জেদ্দার দূতাবাসে।","৫ $john$ কর্মকর্তা বরাদ্দের অতিরিক্ত শিক্ষা ভাতা গ্রহণ করায় ৩২ লাখ ৫৮ হাজার টাকার ক্ষতি হয়েছে ব্রাসেলস , টোকিও , হংকং $u$ জেদ্দার দূতাবাসে।","৫ john কর্মকর্তা বরাদ্দের অতিরিক্ত শিক্ষা ভাতা গ্রহণ করায় ৩২ লাখ ৫৮ হাজার টাকার ক্ষতি হয়েছে ব্রাসেলস , টোকিও , হংকং u জেদ্দার দূতাবাসে।","[((2, 5), 'জন'), ((116, 116), 'ও')]"
এতে আগরচাষি ও আগরশিল্পের উদ্যোক্তা এবং পরিবেশ ও বন মন্ত্রণালয়ের কর্মকর্তারা উপস্থিত ছিলেন।,এতে আগরচাষি $u$ আগরশিল্পের উদ্যোক্তা এবং পরিবেশ $u$ বন মন্ত্রণালয়ের কর্মকর্তারা উপস্থিত ছিলেন।,এতে আগরচাষি u আগরশিল্পের উদ্যোক্তা এবং পরিবেশ u বন মন্ত্রণালয়ের কর্মকর্তারা উপস্থিত ছিলেন।,"[((12, 12), 'ও'), ((46, 46), 'ও')]"
সুতরাং ওবামাকে কলঙ্কিত করতে হলে প্রমাণ চাই।,সুতরাং ওবামাকে কলঙ্কিত করতে হলে প্রমাণ চাই।,সুতরাং ওবামাকে কলঙ্কিত করতে হলে প্রমাণ চাই।,[]
বিশ্ব ইজতেমা ময়দানের উত্তর পাশে চিকিৎসা সেবাকেন্দ্রগুলোতে ভিড় দেখা গেছে।,বিশ্ব ইজতেমা ময়দানের উত্তর পাশে চিকিৎসা সেবাকেন্দ্রগুলোতে ভিড় দেখা গেছে।,বিশ্ব ইজতেমা ময়দানের উত্তর পাশে চিকিৎসা সেবাকেন্দ্রগুলোতে ভিড় দেখা গেছে।,[]
২০১১ সালে তিনি এই দায়িত্ব গ্রহণ করেন।,২০১১ $sale$ তিনি এই দায়িত্ব গ্রহণ করেন।,২০১১ sale তিনি এই দায়িত্ব গ্রহণ করেন।,"[((5, 8), 'সালে')]"
অপরদিকে বিভিন্ন ঘটনায় জনমত গঠনে ভূমিকা রাখতে পারছি।,অপরদিকে বিভিন্ন ঘটনায় জনমত গঠনে ভূমিকা রাখতে পারছি।,অপরদিকে বিভিন্ন ঘটনায় জনমত গঠনে ভূমিকা রাখতে পারছি।,[]
"২৮ আগস্ট , বুধবার আনুষ্ঠানিকভাবে সংযোগ দেওয়ার কার্যক্রম উদ্বোধন করবেন আওয়ামী লীগের নেতা ভোলার সাংসদ তোফায়েল আহমেদ।","২৮ আগস্ট , বুধবার আনুষ্ঠানিকভাবে সংযোগ দেওয়ার কার্যক্রম উদ্বোধন করবেন আওয়ামী লীগের নেতা ভোলার সাংসদ তোফায়েল আহমেদ।","২৮ আগস্ট , বুধবার আনুষ্ঠানিকভাবে সংযোগ দেওয়ার কার্যক্রম উদ্বোধন করবেন আওয়ামী লীগের নেতা ভোলার সাংসদ তোফায়েল আহমেদ।",[]
গতকাল শুক্রবার সকালে আওয়ামী লীগের ধানমন্ডির কার্যালয়ে দলের সভাপতিমণ্ডলীর সদস্য ওবায়দুল কাদের তিন যুগ্ম সাধারণ সম্পাদক ও সাত সাংগঠনিক সম্পাদককে নিয়ে বৈঠক করেন।,গতকাল শুক্রবার সকালে আওয়ামী লীগের ধানমন্ডির কার্যালয়ে দলের সভাপতিমণ্ডলীর সদস্য ওবায়দুল কাদের $teen$ যুগ্ম সাধারণ সম্পাদক $u$ সাত সাংগঠনিক সম্পাদককে নিয়ে বৈঠক করেন।,গতকাল শুক্রবার সকালে আওয়ামী লীগের ধানমন্ডির কার্যালয়ে দলের সভাপতিমণ্ডলীর সদস্য ওবায়দুল কাদের teen যুগ্ম সাধারণ সম্পাদক u সাত সাংগঠনিক সম্পাদককে নিয়ে বৈঠক করেন।,"[((93, 96), 'তিন'), ((119, 119), 'ও')]"
"শুরুতেই ১৯৫১ সালে সদ্য ভূমিষ্ঠ রুমীর ভবিষ্যৎ নিয়ে ডাক্তারের মন্তব্যের প্রত্যুত্তরে লেখেন—রুমী ১৯৭১ সালে ইঞ্জিনিয়ার হতে পারেনি , তবে কিছু একটা হয়েছিল।","শুরুতেই ১৯৫১ $sale$ সদ্য ভূমিষ্ঠ রুমীর ভবিষ্যৎ নিয়ে ডাক্তারের মন্তব্যের প্রত্যুত্তরে লেখেন—রুমী ১৯৭১ $sale$ ইঞ্জিনিয়ার হতে পারেনি , তবে কিছু একটা হয়েছিল।","শুরুতেই ১৯৫১ sale সদ্য ভূমিষ্ঠ রুমীর ভবিষ্যৎ নিয়ে ডাক্তারের মন্তব্যের প্রত্যুত্তরে লেখেন—রুমী ১৯৭১ sale ইঞ্জিনিয়ার হতে পারেনি , তবে কিছু একটা হয়েছিল।","[((13, 16), 'সালে'), ((100, 103), 'সালে')]"
কিছুক্ষণ পর আমার এক্স-রে বিভাগে যাওয়ার খবর আসে।,কিছুক্ষণ পর আমার এক্স-রে বিভাগে যাওয়ার খবর আসে।,কিছুক্ষণ পর আমার এক্স-রে বিভাগে যাওয়ার খবর আসে।,[]
আবার ঘর।,আবার ঘর।,আবার ঘর।,[]
