,gt_x,gt_y,diff
5553,ভিতরে অনেক সুন্দর $যায়গা$ আছে আর $সসটা$$$ জোস ভিতরে বলতে তাদের $2$ তলায় সুন্দর জায়গা আছে$$,ভিতরে অনেক সুন্দর $যায়গা$ আছে আর $সসটা$ জোস ভিতরে বলতে তাদের $2$ তলায় সুন্দর জায়গা আছে$$,True
5559,"রাস্তার অপরপাশে যে পাথরের $স্তুপ$ জমা হয়ে আছে, সেখানেই আজ সকাল পর্যন্ত গেজেট ভবনটা ছিল।","রাস্তার $অপরপাশে$ যে পাথরের $স্তুপ$ জমা হয়ে আছে, সেখানেই আজ সকাল পর্যন্ত গেজেট ভবনটা ছিল।",True
5570,"আলফা ওয়ান, ক্লিয়ার$।","আলফা ওয়ান, ক্লিয়ার।",True
5573,তাই তিনি স্বহস্তে নিজের জন্য কবর তৈরী করলেন।,তাই তিনি স্বহস্তে নিজের জন্য কবর $তৈরী$ করলেন।,True
5596,"কে জানে হয়তো সে একদিন বিখ্যাত মানুষ হয়ে যাবে, সবাই বলবে ওই দেখ ভাই হোমিও চিকিৎসক ফারুক সাহেবের বউ আর ছেলে $হেটে$ যায়।","কে জানে হয়তো সে একদিন বিখ্যাত মানুষ হয়ে যাবে, সবাই বলবে ওই দেখ ভাই$$ হোমিও চিকিৎসক ফারুক সাহেবের বউ আর ছেলে $হেটে$ যায়।",True
5602,কারন লোকচক্ষুর অন্তরালে রাখাই $সবচে$ ভালো কৌশল হবে এখন।,$কারন$ লোকচক্ষুর অন্তরালে রাখাই $সবচে$ ভালো কৌশল হবে এখন।,True
5605,মুখ অত্যন্ত গম্ভীর $করিয়া বসিয়া রহিলেন$।,মুখ অত্যন্ত গম্ভীর $করিয়া$ $বসিয়া$ $রহিলেন$।,True
5608,ভিনদেশি এক ফুটবলারের জন্য আপনি আপনার দেশের এক সম্পদকে ছোট করছেন।,ভিনদেশি এক ফুটবলারের জন্য আপনি আপনার দেশের এক সম্পদকে $ছোট$ করছেন।,True
5674,"যুক্তি কর, যত প্রকারে পার তর্ক কর।","যুক্তি $কর$, যত প্রকারে $পার$ তর্ক $কর$।",True
5681,অদূর গন্তব্যে রওনা দিতে অঙ্গুলি প্রদর্শনের অকুস্থল পেছনে ফেলতে শুরু করলেও সেটি নিয়ে ভাবনা আমার থেকে পেছনে যেতে কোনক্রমেই রাজি হলো না।,অদূর গন্তব্যে রওনা দিতে অঙ্গুলি প্রদর্শনের অকুস্থল পেছনে ফেলতে শুরু করলেও সেটি নিয়ে ভাবনা আমার থেকে পেছনে যেতে $কোনক্রমেই$ রাজি হলো না।,True
5702,"সূত্রঃ (ফাতহুল বারি ৯ম খন্ড ১১৮ পৃষ্ঠা, জুরকানী শরীফ ১ম খন্ড ২৬০ পৃষ্ঠা) হাদীসখানা আল্লামা বদরুদ্দিন আঈনি ও তার ওমদাতুল কারী শরহে ছহীহ বুখারীতে ২য় খন্ডের ২৯৯ পৃষ্ঠায় বর্ণনা করেছেন।","সূত্রঃ (ফাতহুল বারি ৯ম $খন্ড$ ১১৮ পৃষ্ঠা, $জুরকানী$ $শরীফ$ ১ম $খন্ড$ ২৬০ পৃষ্ঠা) $হাদীসখানা$ আল্লামা বদরুদ্দিন আঈনি ও তার ওমদাতুল $কারী$ শরহে $ছহীহ$ $বুখারীতে$ ২য় $খন্ডের$ ২৯৯ পৃষ্ঠায় বর্ণনা করেছেন।",True
5708,"এখানে$,$ মরুভূমির রোদে আঙুর পুঁতে রাইসিন তৈরি করা হতো।","এখানে$,$ মরুভূমির রোদে আঙুর পুঁতে $রাইসিন$ তৈরি করা হতো।",True
5716,"$রাত্তি$ ভরে খোকা আমার, রিক্সা চালায় অনায়াসে$..!$ ","$রাত্তি$ ভরে খোকা আমার, $রিক্সা$ চালায় অনায়াসে$..!$ ",True
5721,"সো$,$ লেগে পড়লাম ডিগ্রী অর্জনে।","সো$,$ লেগে পড়লাম $ডিগ্রী$ অর্জনে।",True
5739,উদ্ধব মন্ডল জাতিতে সদেগাপ,উদ্ধব মন্ডল জাতিতে $সদেগাপ$$$,True
5749,$কিছুক্ষন$ পর হারুন মিয়া $রোগা পাতলা চেহারার একজনকে নিয়ে ভিতরে ঢুকলেন।,$কিছুক্ষন$ পর হারুন মিয়া $রোগা পাতলা$ চেহারার একজনকে নিয়ে ভিতরে ঢুকলেন।,True
5751,$এমনতরো$ মুশকিলের প্রশ্ন কেন জিজ্ঞাসা করা?,$এমনতরো$ মুশকিলের প্রশ্ন কেন $জিজ্ঞাসা$ করা?,True
5755,গর্তের ভেতর থেকে আকাশ দেখা যাচ্ছিল$$ কিন্তু এর গভীরতা এত বেশি ছিল যে আমি এখান থেকে বেরুনোর$ কোন$ রাস্তাই খুঁজে দেখতে সাহস করে উঠতে পারলাম না।,গর্তের ভেতর থেকে আকাশ দেখা যাচ্ছিল$$ কিন্তু এর গভীরতা এত বেশি ছিল যে আমি এখান থেকে $বেরুনোর$ $কোন$ রাস্তাই খুঁজে দেখতে সাহস করে উঠতে পারলাম না।,True
5760,সেই-সকল অসম্ভাবিত কল্পনার পথে সুখালোচনাকে সুদীর্ঘ $করিয়া টানিয়া$ $লইয়া চলিতে$ আশারও ভালো $লাগিত$।,সেই$-$সকল অসম্ভাবিত কল্পনার পথে সুখালোচনাকে সুদীর্ঘ $করিয়া টানিয়া$ $লইয়া চলিতে$ আশারও ভালো $লাগিত$।,True
5768,$হঠাট$ দুদিন আগে বাসার কারেন্টের লাইন কেটে গেলে মিটার চেক করে দেখি আমার এই মাসের বকেয়া দেখাচ্ছে ৪০০০ এর মত।,$হঠাট$ দুদিন আগে বাসার কারেন্টের লাইন কেটে গেলে মিটার চেক করে দেখি আমার এই মাসের বকেয়া দেখাচ্ছে ৪০০০ এর $মত$।,True
5770,"বিশ্ব, অনন্ত শৃঙ্খলার প্রকাশ হিসাবে$,$ অবশ্যই অমর হতে হবে।","বিশ্ব, অনন্ত শৃঙ্খলার প্রকাশ $হিসাবে$,$ অবশ্যই অমর হতে হবে।",True
5773,"তবে মাঝ রাতে ঘুম থেকে জেগেই মা মা করে কাঁদে, কাকীকে আর চিনতে পারে না।","তবে মাঝ রাতে ঘুম থেকে জেগেই মা মা করে কাঁদে, $কাকীকে$ আর চিনতে পারে না।",True
5780,প্রায়সই বিভিন্ন ওয়াজ মাহফিলে অনেক বক্তারা সাধারণের বোঝার অজুহাত দিয়ে বিভিন্ন ধরনের $হাস্য রসাত্মক$ $কোন কোন$ ক্ষেত্রে অশালীন$$ বক্তব্য প্রদান করেন।,$প্রায়সই$ বিভিন্ন ওয়াজ মাহফিলে অনেক বক্তারা সাধারণের বোঝার অজুহাত দিয়ে বিভিন্ন ধরনের $হাস্য রসাত্মক$ $কোন কোন$ ক্ষেত্রে অশালীন$$ বক্তব্য প্রদান করেন।,True
5786,"কিন্তু সমারফিল্ড সেবার হাইজেনবার্গকে সর্বোচ্চ নাম্বার দেয়ায়, গড় হিসেবে তৃতীয় $শ্রোণীতে$ পাশ $কড়ে$ যান হাইজেনবার্গ।","কিন্তু সমারফিল্ড সেবার হাইজেনবার্গকে সর্বোচ্চ নাম্বার $দেয়ায়$, গড় হিসেবে তৃতীয় $শ্রোণীতে$ পাশ $কড়ে$ যান হাইজেনবার্গ।",True
5788,রান্নাঘর থেকে লোভনীয় ঘ্রান ভেসে আসছে।,রান্নাঘর থেকে লোভনীয় $ঘ্রান$ ভেসে আসছে।,True
5794,"ডঃ মুহাম্মদ জাফর ইকবাল স্যার আমার আন্ডারগ্র্যাড সুপারভাইজার ছিলেন$$ সেই হিসেবে আমি জানি উনি একাডেমিকালি  কি পরিমাণ সিরিয়াস , উনার কথা শুনলেই ভাল লাগে কিন্তু উনি যে মাঝে মাঝে $পলিতিক্যাল$ দৃষ্টিভঙ্গি চেঞ্জ করেন এইটা আমি কেন যেন মানতে পারি না।","ডঃ মুহাম্মদ জাফর ইকবাল স্যার আমার আন্ডারগ্র্যাড সুপারভাইজার ছিলেন$$ সেই হিসেবে আমি জানি উনি $একাডেমিকালি$  $কি$ পরিমাণ সিরিয়াস , উনার কথা শুনলেই $ভাল$ লাগে কিন্তু উনি যে মাঝে মাঝে $পলিতিক্যাল$ দৃষ্টিভঙ্গি চেঞ্জ করেন এইটা আমি কেন যেন মানতে পারি না।",True
5796,২. আমি শহর থেকে গেলে তাদের সাথেই সময় পার হত।,২. আমি শহর থেকে গেলে তাদের সাথেই সময় পার $হত$।,True
5797,"এবং এসেই নির্লজ্জের মতন একদম মুখের উপর দাবি করে $বসলো$, ""একটু হেঁটে $দেখাওতো$।","এবং এসেই নির্লজ্জের মতন একদম মুখের উপর দাবি করে $বসলো$, ""একটু হেঁটে $দেখাওতো$$$।",True
5803,বার্জগুলো পাঁচটি টাগবোট নিয়ে নিউ ইয়র্ক স্টেট ক্যানাল সিস্টেমে কাজ করছে।,বার্জগুলো পাঁচটি টাগবোট নিয়ে $নিউ ইয়র্ক$ স্টেট ক্যানাল সিস্টেমে কাজ করছে।,True
5804,"মৃত্যুকে নিয়ে আমিও একটা সময় কিছুটা অস্বস্তিতে ছিলাম, হয়ত কিছুটা ভীতিও$$ আর সবার মত।","মৃত্যুকে নিয়ে আমিও একটা সময় কিছুটা অস্বস্তিতে ছিলাম, হয়ত কিছুটা ভীতিও$$ আর সবার $মত$।",True
5807,বলো না সে কোথায়।,বলো না সে কোথায়$।$,True
5812,"তারা অনেক নদীতীরবর্তী শহর প্রতিষ্ঠা করেছিল যার নাম ছিল ""-হেইম""।","তারা অনেক নদীতীরবর্তী শহর প্রতিষ্ঠা করেছিল যার নাম ছিল ""$-$হেইম""।",True
5814,"কোন ভূমিকা না করেই আমাকে জিজ্ঞেস $করলো$ ""ভাই আপনি কি খ্রিস্টান?$$","$কোন$ ভূমিকা না করেই আমাকে জিজ্ঞেস $করলো$ ""ভাই আপনি কি খ্রিস্টান?$$",True
5816,খানিকক্ষণ জানলার বাইরের আলোর দিকে তাকিয়ে দাঁড়িয়ে $ইল।,খানিকক্ষণ $জানলার$ বাইরের আলোর দিকে তাকিয়ে দাঁড়িয়ে $ইল।,True
5827,সত্যি$$ আমার আর কোন উপায় ছিল না।,সত্যি$$ আমার আর $কোন$ উপায় ছিল না।,True
5828,বুথ দখল করে চলছে কাপ-পিরিচ প্রতীকে সিল মেরে ব্যালট বাক্সে ভরা।,বুথ দখল করে চলছে কাপ-পিরিচ প্রতীকে সিল মেরে ব্যালট $বাক্সে$ ভরা।,True
5829,চার–পাঁচ দিনের ব্যবধানে আবারও গতকাল সোমবার তিস্তা নদীর পানি বিপৎসীমা অতিক্রম করে।,চার–পাঁচ দিনের ব্যবধানে আবারও গতকাল সোমবার তিস্তা নদীর পানি $বিপৎসীমা$ অতিক্রম করে।,True
5832,"হেই$$ $হ্যা$$$ $হ্যা$, আমরা তোমাকে শুনতে পাচ্ছি$$ শুনতে $পাচ্ছ$?","হেই$$ $হ্যা$ $হ্যা$, আমরা তোমাকে শুনতে পাচ্ছি$$ শুনতে $পাচ্ছ$?",True
5834,অবশ্য এসব কিছু থেকে একটু যেন দূরেই রাখা হয়েছে নির্বাচক কমিটিকে।,অবশ্য এসব কিছু থেকে একটু যেন দূরেই রাখা হয়েছে $নির্বাচক$ কমিটিকে।,True
5840,তার $বড়$$$ ভাই ডিসেম্বর মাসে জন্মগ্রহণ করে।,তার $বড় ভাই$ ডিসেম্বর মাসে জন্মগ্রহণ করে।,True
5841,বাংলায় কথা বলি এজন্য বাঙালি হিসাবে গর্ববোধ $করবো$?,বাংলায় কথা বলি এজন্য বাঙালি $হিসাবে$ গর্ববোধ $করবো$?,True
5856,তিনি ধরা পড়ে পুলিশের কারাগারে $শহীদ$ হন।,তিনি ধরা পড়ে পুলিশের কারাগারে শহীদ হন।,True
5864,শুধু নবি কেন অনেক সাধারণ ইসরাইলীরাও অন্যজাতীয়দের সাথে বৈবাহিক সম্পর্কে আবদ্ধ হয়েছে।,শুধু নবি কেন অনেক সাধারণ $ইসরাইলীরাও$ $অন্যজাতীয়দের$ সাথে বৈবাহিক সম্পর্কে আবদ্ধ হয়েছে।,True
5881,$তাঁহার$ অনুরোধে আমরা $তাঁহাকে$ সেই পুস্তিকাগুলি পড়িয়া$ $তাহার$ অনুবাদ $করিয়া$ শুনাই।,$তাঁহার$ অনুরোধে আমরা $তাঁহাকে$ সেই $পুস্তিকাগুলি$ $পড়িয়া$ $তাহার$ অনুবাদ $করিয়া$ শুনাই।,True
5977,এখন ভালোমন্দ$-$$$বিচারের সময় নয়।,এখন $ভালোমন্দ-$বিচারের সময় নয়।,True
6020,আমি দুঃখিত$$ স্যার$।,আমি দুঃখিত$$ স্যার।,True
6069,"অবশ্যই মার্টিন না, না$।","অবশ্যই মার্টিন না, না$।$",True
6085,এ কথা আজ প্রকাশ হলে আমাকে যে বিষম জবাবদিহিতে পড়তে হবে$।,এ কথা আজ প্রকাশ হলে আমাকে যে বিষম জবাবদিহিতে পড়তে হবে।,True
6109,"না, বিশু, $প্লীজ$$।","না, বিশু, $প্লীজ$।",True
6204,"ম্যাডাম, শুভ জন্মদিন$।","ম্যাডাম, শুভ জন্মদিন।",True
6232,"তা হোক, আমি যে ঠিক জেনেছি$।","তা হোক, আমি যে ঠিক জেনেছি।",True
6435,পাছা কবির পরকালে বিশ্বাস না করলে কি আর পরকাল মিথ্যে হয়ে যাবে$??$ এটা বলে দেশে ভাইরাল হবার চেষ্টা বা জার্মানিতে ভিসা পাবার নতুন চেষ্টা$।।,পাছা কবির পরকালে বিশ্বাস না করলে কি আর পরকাল মিথ্যে হয়ে যাবে$??$ এটা বলে দেশে ভাইরাল হবার চেষ্টা বা জার্মানিতে ভিসা পাবার নতুন চেষ্টা$।।$,True
6470,"পরদিন সকালে তিনি ইরশাদ করলেন, $'আমি তোমাদের ওপর তারাবি নামাজ ফরজ হয়ে যাওয়ার আশঙ্কা করেছি।","পরদিন সকালে তিনি ইরশাদ করলেন, 'আমি তোমাদের ওপর তারাবি নামাজ ফরজ হয়ে যাওয়ার আশঙ্কা করেছি।$$",True
6532,"$আহ$, তোমায় একা যেতে দিতে পারি না$।","$আহ$, তোমায় একা যেতে দিতে পারি না।",True
6558,আপনি তো বলেছিলেন$$ পেট স্ক্যানের রিপোর্ট নরমাল আছে$।,আপনি তো বলেছিলেন পেট স্ক্যানের রিপোর্ট নরমাল আছে।,True
6578,$পিকল্ স$$ $।,$পিকল্ স$ ।,True
6671,$যাঁদের$ গায়ে রোগের প্রকোপ অর্থাৎ $।,$যাঁদের$ গায়ে রোগের প্রকোপ অর্থাৎ $।$,True
6673,"পাশ করে $বেরিয়ে$ $সরকারী$ চাকরি পেয়ে $গেছিলাম$, তখন চাকরি পাওয়া এত কঠিন ছিল না, আবেদন করলেই $মিলত$ $সরকারী$ চাকরি$$।","পাশ করে $বেরিয়ে$ $সরকারী$ চাকরি পেয়ে $গেছিলাম$, তখন চাকরি পাওয়া এত কঠিন ছিল না, আবেদন করলেই $মিলত$ $সরকারী$ চাকরি।",True
6694,ভাইয়া ছোটবেলার জায়গা কখনো ভোলা $যায়না$$$ শাবিস্তান হলের সামনে চান মিয়ার ফুচকা মন ভরে যায়$$,ভাইয়া ছোটবেলার জায়গা কখনো ভোলা $যায়না$ শাবিস্তান হলের সামনে চান মিয়ার ফুচকা মন ভরে যায়$$,True
6695,শুকনোর সময় ধুলোবালি উড়ে চোখ মুখ$ কানা করে ফেলে।,শুকনোর সময় ধুলোবালি উড়ে চোখ মুখ কানা করে ফেলে।,True
6700,$দূর$ $খানকি মাগি$$$  $তর$ নাটক তুই চা$$,$দূর$ $খানকি মাগি$  $তর$ নাটক তুই চা$$,True
6747,এটা নিয়ে আমরা পরে কথা বলব}।,এটা নিয়ে আমরা পরে কথা বলব$}$।,True
6758,"রাণী মান্নানের মুখের কাছে ঝুঁকে গিয়ে বললো,$${আপনি এখন চা খেয়ে কলেজে চলে যান।","রাণী মান্নানের মুখের কাছে ঝুঁকে গিয়ে বললো,${$আপনি এখন চা খেয়ে কলেজে চলে যান।",True
6851,আর কেনই বা $না যাইব$$।,আর কেনই বা $না যাইব$।,True
6854,"ওকে খুব $ভাল$ মালিশ দিও, ঠিক আছে$।","ওকে খুব $ভাল$ মালিশ দিও, ঠিক আছে$।$",True
6869,তুই চা $মাগির$ বাচ্চা $তর$ নাটক$$,তুই চা $মাগির$ বাচ্চা $তর$ নাটক$$$,True
6885,আমি তো বেশ $সারিয়া$ $উঠিয়াছি$$।,আমি তো বেশ $সারিয়া$ $উঠিয়াছি$।,True
6912,"মাঝেমাঝে চিৎকার করে কাঁদতে চায় মিলন, পারে$$না লোকলজ্জায়।","মাঝেমাঝে চিৎকার করে কাঁদতে চায় মিলন, $পারেনা$ লোকলজ্জায়।",True
6953,এই প্রজন্ম সম্পর্ক করেও $ইচ্ছেমত$$$ $ভাঙ্গেও$  $ইচ্ছেমত$।,এই প্রজন্ম সম্পর্ক করেও $ইচ্ছেমত$ $ভাঙ্গেও$  $ইচ্ছেমত$।,True
6977,"প্রিয় $রোম্যান্টিক$ অপূর্ব ভাইয়া  হিরো, বস আফরান নিশো $সধা$ $হাস্যজ্জ্বল$ মুখের অধিকারী আরফান সাজ্জাদ $সোন্দর্যে$ টাইটানিক মুভির $ছেলেটা ও$ হার মানবে আমার তৌসিফ মাহবুব ভাইয়া,  মুখের মধ্যে $কেমনজানি$ একটা মায়া মায়া ছাপ দেখতে পাই আমার জোভান $ভাইয়াআপনাদের$ কাছে আমার একটা দাবি শুধু $আমারনা$ গোটা $বাংলাদেশর$ $৯৫ %$ মুসলিমদের দাবি $পারবেননা$? ঐ বাদরমুখী , $পুসকি$ নব্য বালেগ হওয়া, $যেনাকি$ এখনও পৃথিবীর $আলো বাতাস$ ভালো করে বুঝতে $শিখেনি$  $সেনাকি$ পরম অনুভূতি নিয়ে বলে, যা চোখ দিয়ে $দেখেনা$ তা সে বিশ্বাস $করেনা$!  অবশ্যই তার এই কথার জবাব ইসলামে $বিজ্ঞান ভিত্তিক$ শত যুক্তি রয়েছে আর তার প্রমাণ হিসেবে শুধু লেখক ""আরিফ আজাদ "" ভাইয়ের সাজিদ সিরিজের বইগুলো পড়লেই চলবে।","প্রিয় $রোম্যান্টিক$ অপূর্ব ভাইয়া  হিরো, বস আফরান নিশো $সধা$ $হাস্যজ্জ্বল$ মুখের অধিকারী আরফান সাজ্জাদ $সোন্দর্যে$ টাইটানিক মুভির $ছেলেটা ও$ হার মানবে আমার তৌসিফ মাহবুব ভাইয়া,  মুখের মধ্যে $কেমনজানি$ একটা মায়া মায়া ছাপ দেখতে পাই আমার জোভান $ভাইয়াআপনাদের$ কাছে আমার একটা দাবি শুধু $আমারনা$ গোটা $বাংলাদেশর$ $৯৫ %$ মুসলিমদের দাবি $পারবেননা$? ঐ বাদরমুখী , $পুসকি$ নব্য বালেগ হওয়া, $যেনাকি$ এখনও পৃথিবীর $আলো বাতাস$ ভালো করে বুঝতে $শিখেনি$$$  $সেনাকি$ পরম অনুভূতি নিয়ে বলে, যা চোখ দিয়ে $দেখেনা$ তা সে বিশ্বাস $করেনা$!  অবশ্যই তার এই কথার জবাব ইসলামে $বিজ্ঞান ভিত্তিক$ শত যুক্তি রয়েছে আর তার প্রমাণ হিসেবে শুধু লেখক ""আরিফ আজাদ "" ভাইয়ের সাজিদ সিরিজের বইগুলো পড়লেই চলবে।",True
7001,"যদিও ভেহিকল ইন্সপেকশন$ কোন$ কালেই পুরাপুরি ম্যানুয়াল কাজ ছিল না, অন্তত ব্যাটারি মান যাচাইয়েও একটা মেশিন লাগে!","যদিও ভেহিকল ইন্সপেকশন $কোন$ কালেই পুরাপুরি ম্যানুয়াল কাজ ছিল না, অন্তত ব্যাটারি মান যাচাইয়েও একটা মেশিন লাগে!",True
7064,আর অনেকেই জানেন যে আমি আগে$ কোন$ একটা নিউজে কাজ করতাম (নাম প্রকাশ করতে চাচ্ছিনা$$।,আর অনেকেই জানেন যে আমি আগে$ কোন$ একটা নিউজে কাজ করতাম (নাম প্রকাশ করতে $চাচ্ছিনা$।$$,True
7090,"এটা একটা নাস্তিক পরিবার$,,,$ এতে কোনো সন্দেহ নেই$।।।।","এটা একটা নাস্তিক পরিবার$,,,$ এতে কোনো সন্দেহ নেই$।।।।$",True
7119,"চলো, বিগফুট$$।","চলো, $বিগফুট$।",True
7136,"বলে, জলে $দেড়িয়ে$ কি মিছা কথা $কইছি$$।","বলে, জলে $দেড়িয়ে$ কি মিছা কথা $কইছি$।",True
7271,$কখনো$ তো এদিকে পায়ের ধুলো দেন$ $নি এর আগে!,$কখনো$ তো এদিকে পায়ের ধুলো $দেন নি$ এর আগে!,True
7312,$(শুভ্রা$ অভিকে দেখে হকচকিত হয়ে$$পড়লো$$।,$(শুভ্রা$ অভিকে দেখে হকচকিত হয়ে$পড়লো$।,True
7320,তিনি বলেছিলেন: 'আমি দুই বোনকে হারিয়েছি আর তুমি আমাকে বিশ জন চাকর দিতে চাও$$$।,তিনি বলেছিলেন: 'আমি দুই বোনকে হারিয়েছি আর তুমি আমাকে বিশ জন চাকর দিতে চাও$$।,True
7396,"হরিমোহিনী $কহিলেন$, ভয় নেই রাধারানী, আমি তাঁর সঙ্গে ঝগড়া করতে যাই$ $নি।","হরিমোহিনী $কহিলেন$, ভয় নেই রাধারানী, আমি তাঁর সঙ্গে ঝগড়া করতে $যাই নি$।",True
7494,বাংলাদেশেরর ইতিহাসে সোহরাওয়ার্দীকে যোগ্য মর্যাদা দেয়া হয় নি $মুলত$ দুটো $কারনে$।,বাংলাদেশেরর ইতিহাসে সোহরাওয়ার্দীকে যোগ্য মর্যাদা দেয়া $হয় নি$ $মুলত$ দুটো $কারনে$।,True
7572,"অমিত$$ এ-ঘরে ও-ঘরে ঘুরে বেড়ালে, দর্শনীয় কাউকে দেখতে পেলে না$।","অমিত$$ এ-ঘরে ও-ঘরে ঘুরে $বেড়ালে$, দর্শনীয় কাউকে দেখতে $পেলে$ না।",True
7631,২০১৪ এর অগাস্ট এ যখন আবেদন করি তখন দেশে আমার চাকরির ভবিষ্যৎ এবং বর্তমান দুটোই ভালো ছিলো$$না।,২০১৪ এর অগাস্ট এ যখন আবেদন করি তখন দেশে আমার চাকরির ভবিষ্যৎ এবং বর্তমান দুটোই ভালো $ছিলোনা$।,True
7851,পাটির উপর ভাতের থালা রাখার জন্য বিছানো হয় হাতে বানানো রঙীন$ দস্তরখানা।,পাটির উপর ভাতের থালা রাখার জন্য বিছানো হয় হাতে বানানো রঙীন দস্তরখানা।,True
7918,জঘন্য $বেশ্যা$,জঘন্য $বেশ্যা$$$,True
7924,“এই $কুত্তার$ বাচ্চারা দেখে খেলতে $পারস্$ না?,“এই $কুত্তার$ বাচ্চারা দেখে খেলতে $পারস্$ না?$$,True
7932,মানুষ আজ অপব্যয়$$$কর$ খরচের খাত থেকে সাময়িক আনন্দ পাওয়ার জন্য কোমল মানবতার $কষ্টকেও$ দেখেও না দেখার ভান করছে।,মানুষ আজ $অপব্যয়কর$ খরচের খাত থেকে সাময়িক আনন্দ পাওয়ার জন্য কোমল মানবতার $কষ্টকেও$ দেখেও না দেখার ভান করছে।,True
7937,কোন কথা না বলে নাবিলা দরজা খুলে শায়লাকে নিয়েই সোজা নিজের চেম্বারে এসে ঢুকল।,$কোন$ কথা না বলে নাবিলা দরজা খুলে শায়লাকে নিয়েই সোজা নিজের চেম্বারে এসে ঢুকল।,True
7943,শশিমুখী বিনয়ের জুতা $লুকাইয়া রাখিয়া$ $তাহার নিকট হইতে$ গল্প আদায় $করিবার$ উপায় $বাহির করিয়াছিল$।,শশিমুখী বিনয়ের জুতা $লুকাইয়া$ $রাখিয়া$ $তাহার$ $নিকট$ $হইতে$ গল্প আদায় $করিবার$ উপায় $বাহির$ $করিয়াছিল$।,True
7948,"অপু সঙ্গীর ভয়ের কারণ $বুঝিতে$ না $পারিয়া$ বলিল, কি রে নীলুদা?","অপু সঙ্গীর ভয়ের কারণ $বুঝিতে$ না $পারিয়া$ $বলিল$, কি রে নীলুদা?",True
7971,$বাপরে$$$ আনারসে দাঁত $টকে$ যায় তো দাদা$$ এর $সরবত ই$ ভালো$$,বাপরে$$ আনারসে দাঁত $টকে$ যায় তো দাদা$$ এর $সরবত ই$ ভালো$$,True
7974,"সন্দেহগুলো অমূলকও ছিল$$না, অনেকসময়েই বাইরের কেউ কাজ করে যাবার পরে বাড়িতে ছোটখাট জিনিস মিসিং যেত!","সন্দেহগুলো অমূলকও $ছিলনা$, অনেকসময়েই বাইরের কেউ কাজ করে যাবার পরে বাড়িতে ছোটখাট জিনিস মিসিং যেত!",True
8006,"$তুর$ চেহারা হলো নাকি, শিয়ালের মতো, মুখটা $বালের$ মতো $ব্যাকা$ হয়ে থাকে$,,।","$তুর$ চেহারা হলো নাকি, শিয়ালের মতো, মুখটা $বালের$ মতো $ব্যাকা$ হয়ে থাকে$,,$।",True
8009,"$’$মৃদুহেসে নুরি হাত বাড়ালে ওর হাত ধরে অনিল যখন হাঁটে$$ আনীল তখন তমালতলে দাঁড়িয়ে থাকা নারীকে ডেকে বলল, ‘নীলা, তোমার $পিছে$ পড়ে পাগল হয়েছি।","$’$মৃদুহেসে নুরি হাত বাড়ালে ওর হাত ধরে অনিল যখন হাঁটে$$ আনীল তখন তমালতলে দাঁড়িয়ে থাকা নারীকে ডেকে বলল, ‘নীলা, তোমার $পিছে$ পড়ে পাগল হয়েছি।$$",True
8024,না$$কি $বলব$$$ $এটাতো$ সাধারণ বিষয়?,$নাকি$ $বলব$ $এটাতো$ সাধারণ বিষয়?,True
8036,রাতে ভালো ঘুম হয়$ $নি।,রাতে ভালো ঘুম $হয় নি$।,True
8047,"মোটের উপর আমরা তো অনেক পুরনো বন্ধু, $তাইনা$$।","মোটের উপর আমরা তো অনেক পুরনো বন্ধু, $তাইনা$$।$",True
8087,"সে তো হল$,$ এর পর তুলসী চক্রবর্তী কী বললেন শুনুন, ‘‘আহা, $অত$ রাগিস কেন, একটু মজা করে যদি ওরা আনন্দ পায়, পাক না।","সে তো হল$,$ এর পর তুলসী চক্রবর্তী কী বললেন শুনুন, ‘‘আহা, $অত$ রাগিস কেন, একটু মজা করে যদি ওরা আনন্দ পায়, পাক না।$$",True
8130,অতিথপুর থেকে রওনা হয়ে বেশ কয়েকবার মনে $হল$$$ না গেলে কেমন হয়?,অতিথপুর থেকে রওনা হয়ে বেশ কয়েকবার মনে $হল$ না গেলে কেমন হয়?,True
8251,$ছোট$ একটা মাছ $400$ $টা$$$ ডাকাতির জায়গা$$,$ছোট$ একটা মাছ $400$ $টা$ ডাকাতির জায়গা$$,True
8415,সেই মোড়ক কে তোমাকে দিয়েছিল$$ বলো$।,সেই মোড়ক কে তোমাকে দিয়েছিল$$ বলো।,True
8426,সাজাতে হবে নিজেকে$ও$$$ঘর সাজিয়ে রান্নাবান্না করে নিজেকেও তো একটু গুছিয়ে নিতে হবে।,সাজাতে হবে $নিজেকেওঘর$ সাজিয়ে রান্নাবান্না করে নিজেকেও তো একটু গুছিয়ে নিতে হবে।,True
8445,রাষ্ট্রের শিক্ষাব্যবস্থা ও পরিবারগুলো এক ধরনের জোর করে বিদ্যা চাপিয়ে দিচ্ছে শিশুদের$$।,রাষ্ট্রের শিক্ষাব্যবস্থা ও পরিবারগুলো এক ধরনের জোর করে বিদ্যা চাপিয়ে দিচ্ছে শিশুদের।,True
8515,"এই আমি তার থেকে $বড়$ গুন্ডা$,$$$ - হাই।","এই আমি তার থেকে বড় গুন্ডা$, -$ হাই।",True
