sentence,gt
"একটা প্যাথলজিক্যাল, যেটা কিনা মৃগীরোগের (এপিলেপ্সি) সাথে সম্পর্কিত, আর আরেকটা নন প্যাথলজিক্যাল, যেটা কিনা একদমই সাধারন সুস্থ মানুষের সাথে ঘটে থাকে। ","একটা প্যাথলজিক্যাল, যেটা $কিনা$ মৃগীরোগের (এপিলেপ্সি) সাথে সম্পর্কিত, আর আরেকটা $নন প্যাথলজিক্যাল$, যেটা $কিনা$ একদমই সাধারন সুস্থ মানুষের সাথে ঘটে থাকে। "
"আর সৈকত লন্ডনে ব্যবসার কাজে গেছে আসতে পারবে না, সুভ্রত আসছিলো পরে আসবে আবার বলল।","আর সৈকত লন্ডনে ব্যবসার কাজে $গেছে$ আসতে পারবে না, সুভ্রত $আসছিলো$ পরে আসবে আবার$$ বলল।"
যেহেতু অনেক দিন পর যাচ্চি সভাবত রাস্তা অচেনা লাগছে।,যেহেতু $অনেক দিন$ পর $যাচ্চি$ $সভাবত$ রাস্তা অচেনা লাগছে।
ক্লাসের মেধাবি সব সময়ে প্রথম স্থান অধিকারি জসেমের বাড়ি ডলিদের বাড়ির পাশেই।,ক্লাসের $মেধাবি$ $সব সময়ে$ প্রথম স্থান $অধিকারি$ জসেমের বাড়ি ডলিদের বাড়ির পাশেই।
ছোটো বেলা থেকে আমাদের জেলায় যারা বড় হয়েছে তাদের এ প্রশ্নের  উত্তর অনায়াসেই পারার কথা।,$ছোটো বেলা$ থেকে আমাদের জেলায় যারা বড় হয়েছে তাদের $এ$ প্রশ্নের$ $ উত্তর অনায়াসেই পারার কথা।
.সমকালের মাধ্যমে জেনেছি বর্তমান বাংলাদেশে চল্লিশ হাজার একাউন্ট রয়েছে যেসব অ্যাকাউন্টে কমপক্ষে এক কোটি টাকা জমা রয়েছে যা দুই হাজার সালে ছিলো মাত্র দুই হাজার!,$.সমকালের$ মাধ্যমে জেনেছি বর্তমান বাংলাদেশে চল্লিশ হাজার একাউন্ট রয়েছে$$ যেসব অ্যাকাউন্টে কমপক্ষে এক কোটি টাকা জমা রয়েছে যা দুই হাজার সালে $ছিলো$ মাত্র দুই হাজার!
যা যা দেখেছিনীলগিরি: লামা উপজেলার উপরে বাংলাদেশের নতুন পর্যটন কেন্দ্র নীলগিরির অবস্তিত।,যা যা $দেখেছিনীলগিরি:$ লামা উপজেলার উপরে বাংলাদেশের নতুন পর্যটন কেন্দ্র $নীলগিরির$ $অবস্তিত$।
ভাল কাগজ হলে তা দিয়ে প্রেমপত্র লেখা হবে কিন্তু বাজে কাগজ হলে তা দিয়ে টয়লেট পেপার তৈরী হবে।,$ভাল$ কাগজ হলে তা দিয়ে প্রেমপত্র লেখা হবে$$ কিন্তু বাজে কাগজ হলে তা দিয়ে টয়লেট পেপার $তৈরী$ হবে।
রেজাল্ট নিয়ে যদি এতই হতাশ হয় কেউ তাহলে তাকে বলুন পরিক্ষার খাতায় ভাল করে লিখতে।,রেজাল্ট নিয়ে যদি এতই হতাশ হয় কেউ তাহলে তাকে বলুন$$ $পরিক্ষার$ খাতায় $ভাল$ করে লিখতে।
ছাত্রশিবিরের হরতাল অবরোধে দোকানপাট কিংবা গাড়ি ভাংচুর আইনশৃঙ্খলা রক্ষাকারী বাহিনীকেই মোকাবেলা করা উচিত ছিলো।,$ছাত্রশিবিরের$ হরতাল অবরোধে দোকানপাট কিংবা গাড়ি ভাংচুর আইনশৃঙ্খলা রক্ষাকারী $বাহিনীকেই$ মোকাবেলা করা উচিত $ছিলো$।
ক্যাভেন্ডিশ ল্যাবরেটরিএ্যাটম বোমার জনক হিসাবে ওপেনহাইমারের পরিচয়টা এত জোরালো হয়ে গেছে তার আড়ালে তিনি যে একজন প্রথম শ্রেনীর তাত্ত্বিক পদার্থবিদ ছিলেন সেটা এখন প্রায় কেউই জানে না।,ক্যাভেন্ডিশ $ল্যাবরেটরিএ্যাটম$ বোমার জনক হিসাবে ওপেনহাইমারের পরিচয়টা এত $জোরালো$ হয়ে গেছে তার আড়ালে তিনি যে একজন প্রথম $শ্রেনীর$ তাত্ত্বিক পদার্থবিদ ছিলেন সেটা এখন প্রায় কেউই জানে না।
সব্যসাচী পাল তার ৯০ নম্বর শিকারের অপেক্ষায়....( টেনশন নিয়েন না স্পয়লারের কিছু হয় নাই।,সব্যসাচী পাল তার ৯০ নম্বর শিকারের অপেক্ষায়$....$($ $টেনশন নিয়েন না স্পয়লারের কিছু হয় নাই।$$
"হ্যা, একটা বিষয় আমি, আমরা সকলেই মিডিয়া থেকে জানছি যে জঙ্গি গোষ্ঠীর অধিকাংশই দাড়িওয়ালা।","$হ্যা$, একটা বিষয় আমি, আমরা সকলেই মিডিয়া থেকে $জানছি$ যে $জঙ্গি গোষ্ঠীর$ অধিকাংশই দাড়িওয়ালা।"
অন্য মেয়ে হলে.- জানি আমি অন্য মেয়ে হইলে জুতা মারত।,অন্য মেয়ে হলে$.-$ জানি আমি$$ অন্য মেয়ে $হইলে$ জুতা মারত।
আমরা আপন বোন না সত্য তবে কখনো তোমার মাকে আমার পর মনে হয় নি।,আমরা আপন বোন না সত্য$$ তবে $কখনো$ তোমার মাকে আমার পর মনে $হয় নি$।
"’ (সুরা নাজিয়াত, আয়াত : ৪২-৪৪) কিয়ামতের আগের সমাজ যেমন হবেঃযখন চরিত্র দুর্বল হবে, মা-বাবার প্রতি সন্তানের অবাধ্যতা বৃদ্ধি পাবে।","$’ $(সুরা নাজিয়াত, $আয়াত :$ ৪২-৪৪) কিয়ামতের আগের সমাজ যেমন $হবেঃযখন$ চরিত্র দুর্বল হবে, মা-বাবার প্রতি সন্তানের অবাধ্যতা বৃদ্ধি পাবে।"
যারা মুভি বুঝেনা শুধু মাত্র তাদের দ্বারা এত মূল্যবান বক্তব্য দেওয়া সম্ভব কারণটা এখন আমি ব্যাখা করছি।,যারা মুভি $বুঝেনা$ $শুধু মাত্র$ তাদের দ্বারা এত মূল্যবান বক্তব্য দেওয়া সম্ভব$$ কারণটা এখন আমি ব্যাখা করছি।
___________________বারো____________________ দেহআমি অত ভাষার চাষা নইআমি অত স্বপ্নের রঙধনু নই।,$___________________বারো____________________ $$দেহআমি$ অত ভাষার চাষা $নইআমি$ অত স্বপ্নের রঙধনু নই।
হার্টের কারো ব্লক- টল্ক থাকলে আশা করি ধবংস সাধন হইয়াছে।,$হার্টের$ কারো $ব্লক- টল্ক$ থাকলে আশা করি ধবংস সাধন $হইয়াছে$।
"আপন পাঠেতে মন, করহ নিবেশ। ","$আপন$ $পাঠেতে$ $মন, করহ নিবেশ$। "
ভালোর দিকে গেলেও কখনো কখনো সেইম কেস দেখা যায় (অন্যদিন বলবো)!,ভালোর দিকে গেলেও $$কখনো$ কখনো$ সেইম কেস দেখা যায় (অন্যদিন $বলবো$)!
"বিশেষ ভাবে তাঁর শরীরী ভাষা, কথ্য ভঙ্গি, উত্তমকুমারও যে আমাদের নস্টালজিয়ার আর এক নাম!","$বিশেষ ভাবে$ তাঁর শরীরী ভাষা$,$ কথ্য ভঙ্গি$,$ উত্তমকুমারও যে আমাদের নস্টালজিয়ার আর এক নাম!"
গুনাহগুলো হলো —১. কোন আয়াতের অসত্যভাবে উপস্থাপন।,গুনাহগুলো $হলো —১.$ $কোন$ আয়াতের $অসত্যভাবে$ উপস্থাপন।
.আর যত ধূলোবালি ময়লা আবর্জনা তা হলো নেগেটিভ থিংকিং!,$.আর$ যত $ধূলোবালি$ $ময়লা আবর্জনা$ তা হলো নেগেটিভ থিংকিং!
১৯০৪ সালের ১৯শে ফেব্রুয়ারী জর্জ নাথানিয়েল কার্জন যিনি সেসময় ভারতের ভাইসরয় ও গভর্ণর জেনারেল ছিলেন তিনি এর ভিত্তিপ্রস্থর স্থাপন করেন।,১৯০৪ সালের ১৯শে $ফেব্রুয়ারী$ জর্জ নাথানিয়েল কার্জন$$ যিনি সেসময় ভারতের ভাইসরয় ও $গভর্ণর$ জেনারেল ছিলেন তিনি এর ভিত্তিপ্রস্থর স্থাপন করেন।
এ বিষয়ে নিন্মলিখত কিছু সুনির্দিষ্ট দিক নির্দেশনা ও আইন প্রনয়ন করাও জরুরী হবে।,$এ$ বিষয়ে $নিন্মলিখত$ কিছু সুনির্দিষ্ট দিক নির্দেশনা ও আইন প্রনয়ন করাও $জরুরী$ হবে।
"রিং বাজাতে পাশের ক্যাশের মেয়ে তাকিয়ে দেখলো, সে তার কাষ্টমারকে অপেক্ষা করতে বলে, এই ক্যাশে এলো।","রিং বাজাতে পাশের ক্যাশের মেয়ে তাকিয়ে $দেখলো$, সে তার $কাষ্টমারকে$ অপেক্ষা করতে বলে, এই ক্যাশে $এলো$।"
"এমন লাইফই চাই, স্বর্গসুখ যারে কয় আরকি।","এমন লাইফই চাই, স্বর্গসুখ $যারে$ $কয়$ $আরকি।$"
আমি দুই এ দুই এ চার মেলানোর চেষ্টা করলাম।,আমি $দুই এ$ $দুই এ$ চার $মেলানোর$ চেষ্টা করলাম।
এই সুন্দর স্বর্নালী সন্ধ্যায় একি বন্ধনে জড়ালে গো বন্ধু।,এই সুন্দর $স্বর্নালী$ সন্ধ্যায় $একি$ বন্ধনে জড়ালে গো বন্ধু$।$
আমাগো কথারে কী ভ্যালুজ দিতে চায় না!,$আমাগো$ $কথারে$ কী $ভ্যালুজ$ দিতে চায় না!
কারণ যারা সত্যিকারের ভালবাসতে জানে তারা কখনো অভিশাপ অভিযোগ দিতে জানে না।,কারণ যারা সত্যিকারের $ভালবাসতে$ জানে তারা $কখনো$ $অভিশাপ অভিযোগ$ দিতে জানে না।
শক্তিমান আত্মিয় স্বজন অসহায়দের জমি জমা দখল করে এটা চলে আসছে নিয়মিত।,শক্তিমান $আত্মিয় স্বজন$ অসহায়দের $জমি জমা$ দখল করে$$ এটা চলে আসছে নিয়মিত।
এদের চটকদার কথায় মুগ্ধ হয়ে অল্প কিছু শ্রমিক তাদের সংগঠনে যোগ দেয় হয়ত ভাল কিছু হবে এই আশায়।,এদের চটকদার কথায় মুগ্ধ হয়ে অল্প কিছু শ্রমিক তাদের সংগঠনে যোগ দেয়$$ $হয়ত$ $ভাল$ কিছু হবে এই আশায়।
এখন তুমিই বলো আমি কি করবো।,এখন তুমিই বলো$$ আমি $কি$ $করবো$।
আর পবিত্র শবে বরাতে আল্লাহ পাকের পূর্ণ নিয়ামত লাভের জন্য সর্বোত্তম উসীলা বা মাধ্যম হযরত মুহাম্মদ [সঃ] আলাইহিস সালাম।,আর পবিত্র শবে বরাতে $আল্লাহ পাকের$ পূর্ণ নিয়ামত লাভের জন্য সর্বোত্তম $উসীলা$ বা মাধ্যম হযরত মুহাম্মদ $[সঃ] আলাইহিস সালাম$।
কাটা বা থেতলে গেলে টাটকা পাতা পরিমান মত হালকা তাপে পাতা গরম করে কাটা বা থেতলে যাওয়া স্থানে সেক দিলে আরাম পাওয়া যায়।,কাটা বা থেতলে গেলে টাটকা পাতা $পরিমান$ $মত$ হালকা তাপে পাতা গরম করে কাটা বা $থেতলে$ যাওয়া স্থানে সেক দিলে আরাম পাওয়া যায়।
জনৈক্য পুরনো গ্রামীন কর্মী তাঁর কাছে কংগ্রেস ছাড়ার কারণ জানতে চাইলে তিনি অকপটে জানিয়েছিলেন যে কংগ্রেসের কাজ ছিলো স্বাধীনতা লাভ করা।,$জনৈক্য$ $পুরনো$ গ্রামীন কর্মী তাঁর কাছে কংগ্রেস ছাড়ার কারণ জানতে চাইলে তিনি অকপটে জানিয়েছিলেন যে কংগ্রেসের কাজ $ছিলো$ স্বাধীনতা লাভ করা।
"ইহারা এক সময়ের সেলিব্রেটি ব্লগার ছিলেন, তবে এক্ষন আর তাহাদের ব্লগে মাক্ষীও বসেন না।","$ইহারা$ এক সময়ের সেলিব্রেটি ব্লগার ছিলেন, তবে $এক্ষন$ আর $তাহাদে$র ব্লগে মাক্ষীও বসেন না।"
"আমি চিন্তা করি, নির্ঘাত মহিলার কোন বদ মতলব আছে, নিশ্চয়ই ওনার তরকারিটা পঁচে যাচ্ছিলো তাই আমাকে খেতে দিচ্ছেন।","আমি চিন্তা করি, নির্ঘাত মহিলার $কোন$ $বদ মতলব$ আছে, নিশ্চয়ই ওনার তরকারিটা পঁচে $যাচ্ছিলো$ তাই আমাকে খেতে দিচ্ছেন।"
ততোদিনে আরবের ইসলাম মধ্যএশীয় মুসলমান সমরনায়কদের হাতে ধরে নানা উপাদানে সংশ্লিষ্ট হয়ে সহজিয়া সূফী ইসলাম ধর্মে রূপান্তরিত হয়।,$ততোদিনে$ আরবের ইসলাম $মধ্যএশীয়$ মুসলমান সমরনায়কদের হাতে ধরে নানা উপাদানে সংশ্লিষ্ট হয়ে সহজিয়া $সূফী$ ইসলাম ধর্মে রূপান্তরিত হয়।
"নি:শ্বব্দে কাঁদতে কাঁদতে বললাম- ""আপু তো ইংলিশ মিডিয়ামের, ইংলিশ মিডিয়ামের ঘাস চিবনো গাধারাও ইংলিশ পারে, বাংলা মিডিয়ামের দুধ খাওয়া মেধাবীরা গ্র্যামার মুখস্থ পারলেও ইংলিশে কথা বলতে পারেনা।","$নি:শ্বব্দে$ কাঁদতে কাঁদতে বললাম- ""আপু তো ইংলিশ মিডিয়ামের, ইংলিশ মিডিয়ামের ঘাস $চিবনো$ গাধারাও ইংলিশ পারে, বাংলা মিডিয়ামের দুধ খাওয়া মেধাবীরা $গ্র্যামার$ মুখস্থ পারলেও ইংলিশে কথা বলতে $পারেনা$।"
"এক হাদীসে উল্লেখ হয়েছে, ”শরীরের ভেতর একটি মাংসপিন্ড আছে, সেটি যদি পবিত্র থাকে তবে পুরো শরীরে শান্তি নচেৎ অশান্তি আর সেই মাংসপিন্ডটি হলো কলব।”","এক $হাদীসে$ উল্লেখ হয়েছে, ”শরীরের ভেতর একটি $মাংসপিন্ড$ আছে, সেটি যদি পবিত্র থাকে তবে পুরো শরীরে শান্তি নচেৎ অশান্তি আর সেই মাংসপিন্ডটি হলো কলব।$”$"
"আমি তো কোন ঊর্বসী ললনা না, তুমিও লেসবো না..."" বলেই প্রমোদ গুনতে থাকি আমি।","আমি তো $কোন$ $ঊর্বসী$ ললনা না, তুমিও লেসবো না$...""$ বলেই প্রমোদ গুনতে থাকি আমি।"
"তার স্ত্রী উত্তর দিল,উমা, নিজের ছেলেকে চিনতে পারছোনা?","তার স্ত্রী উত্তর দিল,$$$উমা$, নিজের ছেলেকে চিনতে $পারছোনা$?$$"
"পিতার অজুহাত শুনে এটিস শান্ত হল, “তোমার পূর্বের উদ্ভট কাজের ব্যাখ্যা এখন পাওয়া যাচ্ছে।","পিতার অজুহাত শুনে এটিস শান্ত $হল$, “তোমার পূর্বের উদ্ভট কাজের ব্যাখ্যা এখন পাওয়া যাচ্ছে।$$"
"”আতিক ভাই মাথা ঝাঁকাতেই সে রিক্সাটা তার সামনে রেখে বললো, “স্যার, আপনাদের যতক্ষণ খুশি এটা ব্যবহার করবেন।","$”$আতিক ভাই মাথা ঝাঁকাতেই সে রিক্সাটা তার সামনে রেখে $বললো$, “স্যার, আপনাদের যতক্ষণ খুশি এটা ব্যবহার করবেন।$$"
সে বলল পরশু আমার ফ্লাইট।,সে বলল$$ $$পরশু আমার ফ্লাইট।$$
আর নতুন ট্যাগ আপনি কি জামাতি নাকি?,আর নতুন ট্যাগ $$আপনি কি জামাতি নাকি?$$$$
মনে মনে দাঁত কটমট করে বললেন বোরহান উদ্দিন।,মনে মনে দাঁত কটমট করে বললেন$$ $$বোরহান উদ্দিন।$$
লোকে গালী দিয়ে বলে মাগির দালাল।,লোকে $গালী$ দিয়ে বলে $$মাগির দালাল$$।
আমি বললাম “উপরে লোক আছে তারা দেবে।,আমি বললাম$$ $“$উপরে লোক আছে তারা দেবে।$$
"মুখে বলল, ‘ভালোই, তবে ডিজাইন অনেক পুরান।","মুখে বলল, $‘$ভালোই, তবে ডিজাইন অনেক $পুরান$।$$"
এ ছাড়া তার রচিত ছোট ছোট অসংখ্য গল্প নিয়ে উপেন্দ্রকিশোর সমগ্র করা হয়েছে।,$এ ছাড়া$ তার রচিত ছোট ছোট অসংখ্য গল্প নিয়ে $$উপেন্দ্রকিশোর সমগ্র$$ করা হয়েছে।
"ক্যাপ্টেন রাফি বললো,- নাজিম, আমার ছেলেরা সবখান থেকে আপনাকে ঘিরে রেখেছে!","ক্যাপ্টেন রাফি $বললো,-$ $$নাজিম, আমার ছেলেরা সবখান থেকে আপনাকে ঘিরে রেখেছে!$$"
"মৃণাল বললো, জি ম্যাডাম আসছি।","মৃণাল বললো, $$$জি$ ম্যাডাম আসছি।$$"
"কাচুমাচু করে আমার কাছে এসে বলল, দোস্ত স্যরি।","কাচুমাচু করে আমার কাছে এসে বলল, $$দোস্ত$$ স্যরি।$$"
"হঠাৎ হু হু শব্দে দমকা হাওয়া ওর আউলা চুল এলোমেলো করলে চোখ তুলে রুষ্টকণ্ঠে বলল, ‘হুমড়ি খেয়ে পড়ে মর।","হঠাৎ হু হু শব্দে দমকা হাওয়া ওর আউলা চুল এলোমেলো করলে চোখ তুলে $রুষ্টকণ্ঠে$ বলল, $‘$হুমড়ি খেয়ে পড়ে মর।$$"
"ব্যাংককের মূল রেল স্টেশন হলো হুয়া লামফঙ স্টেশন, তবে কাঞ্চনাবুরির ট্রেন ছাড়ে থনবুরি স্টেশন থেকে।","ব্যাংককের মূল $রেল স্টেশন$ হলো $$হুয়া লামফঙ স্টেশন$$, তবে কাঞ্চনাবুরির ট্রেন ছাড়ে থনবুরি স্টেশন থেকে।"
ঠিক ধর্ম যেভাবে তুমি করো ধরনের হয়ে যেতে যেতে ধর্মহীন সমাজ এসে গেছে তেমনি শিক্ষাও শুধু নৈতিক কথার ফুলঝুরি হতে হতে যতবড় শিক্ষিত ততবড় শয়তান হয়ে যাওয়াটা নিয়মে পরিণত হয়ে গেছে।,ঠিক ধর্ম যেভাবে $$তুমি করো$$ ধরনের হয়ে যেতে যেতে ধর্মহীন সমাজ এসে গেছে$$ তেমনি শিক্ষাও শুধু নৈতিক কথার ফুলঝুরি হতে হতে যতবড় শিক্ষিত ততবড় শয়তান হয়ে যাওয়াটা নিয়মে পরিণত হয়ে গেছে।
বেজে ওঠে সাইরেন পড়তে গিয়ে আমি আমার শৈশবের অনেক কিছুই নতুন করে খুজে পেয়েছি।,$$বেজে ওঠে সাইরেন$$ পড়তে গিয়ে আমি আমার শৈশবের অনেক কিছুই নতুন করে $খুজে$ পেয়েছি।
"অতঃপর তিনি বন্ধুদেরকে লক্ষ্য করে বললেনঃ এরপরও কি তোমরা বলবে যে, আমি এখানে অযথা সময় নষ্ট করছি?","অতঃপর তিনি বন্ধুদেরকে লক্ষ্য করে $বললেনঃ$ $$এরপরও কি তোমরা বলবে যে, আমি এখানে অযথা সময় নষ্ট করছি?$$"
"শিউলি তেমনি ফিসফিস করে বলে, ক্যান দেখতে ইচ্ছা করে!","শিউলি তেমনি ফিসফিস করে বলে, $$ক্যান$$ দেখতে ইচ্ছা করে!$$"
"""আসমা (রা)বললেন, ""তোমার অবস্থা তুমি আমার থেকে ভালো জানো।","$""$আসমা $(রা)$বললেন, ""তোমার অবস্থা তুমি আমার থেকে ভালো জানো।$$"
কর্পোরাল তোমাকে কিছু জিজ্ঞেস করতে পারি?,$'$কর্পোরাল$$ তোমাকে কিছু জিজ্ঞেস করতে পারি?$$
"ব্রিটিশ সিরিজ ""ট্রিপারস ডে""এর উপর ভিত্তি করে, ""চেক ইট আউট!","ব্রিটিশ সিরিজ ""ট্রিপারস ডে""$$এর $উপর$ ভিত্তি করে$,$ ""চেক ইট আউট$$!"
কোনোদিনও ভাবে না যদি একদিন পুলিশ বাহিনী কর্ম বিরতি দেয় তবে দেশের কি অবস্থা হবে।,কোনোদিনও ভাবে না যদি একদিন $পুলিশ বাহিনী$ $কর্ম বিরতি$ দেয় তবে দেশের কি অবস্থা হবে।
যেদিন ক্রসফায়ার দেওয়া হয় সেদিন কি কালা কাইষ্টাদের ভাল মন্দ কিছু খেতে ইচ্ছে করে কিনা তা কি জিঙ্গাসা করে?,যেদিন ক্রসফায়ার দেওয়া হয় সেদিন কি $কালা কাইষ্টাদের$ ভাল মন্দ কিছু খেতে ইচ্ছে করে $কিনা$ তা কি $জিঙ্গাসা$ করে?
"পথে কত রহস্য কত রোমাঞ্চ, এমনকি তরুন হিটলারের সাথে দেখা পর্যন্ত।  ","পথে কত রহস্য$$ কত রোমাঞ্চ, এমনকি $তরুন$ হিটলারের সাথে দেখা পর্যন্ত$।$  "
আল্লাহ তাআলা আমাদের প্রয়োজনীয় পরিমান নফল নামাজে মনযোগী হওয়ার তাওফিক দান করুন।,আল্লাহ তাআলা আমাদের প্রয়োজনীয় $পরিমান$ নফল নামাজে $মনযোগী$ হওয়ার তাওফিক দান করুন।
"(মুসনাদে রযীন, সূত্র : মিশকাত শরীফ, পৃষ্ঠ-৩২) উম্মাতের শ্রেষ্ঠতম কোন ব্যক্তির বড় থেকে বড় কোন নেক আমলও সর্বনিম্ন সাহাবীর ছোট হতে ছোট কোন আমলের সমতুল্য হতে পারে না।","(মুসনাদে রযীন, সূত্র : মিশকাত শরীফ, পৃষ্ঠ-৩২) উম্মাতের শ্রেষ্ঠতম $কোন$ ব্যক্তির বড় থেকে বড় $কোন$ নেক আমলও সর্বনিম্ন সাহাবীর ছোট হতে ছোট $কোন$ আমলের সমতুল্য হতে পারে না।"
সে দিকে চোখ না রাঘিলে সব দিকই যে অন্ধ কার দেখিব!,সে দিকে চোখ না $রাঘিলে$ $সব দিকই$ যে $অন্ধ কার$ $দেখিব$!
গিয়ে দেখি শালা হাফ পেন্ট আর  গেঞ্জি পরে নিচে দাঁড়িয়ে আছে।,গিয়ে দেখি$$ শালা হাফ $পেন্ট$ আর  গেঞ্জি পরে নিচে দাঁড়িয়ে আছে।
"লেয়াপরা তো হেরাও করছে, নাকি করছে, নাকি?","$লেয়াপরা$ তো $হেরাও$ করছে, $নাকি$ করছে, $নাকি$?"
মেজাজ আরও ভাল নাকি।,মেজাজ আরও $ভাল$ $নাকি$।
বিনোদিনী তাহার ঘনকৃষ্ণ ভ্রুযুগের নীচে হইতে মহেন্দ্রের প্রতি বজ্রাগ্নি নিক্ষেপ করিল।,বিনোদিনী $তাহার$ ঘনকৃষ্ণ ভ্রুযুগের $নীচে$ $হইতে$ মহেন্দ্রের প্রতি বজ্রাগ্নি নিক্ষেপ $করিল$।
মূলত দুই কাঁধ ঢেকে বুদ্ধের কাপড়ের পরিহিত অবস্থায় যে মূর্তি আমরা দেখতে পাই তা প্রাচীন গ্রীক রোমান সাম্রাজ্যে পরিহিত এক ধরনের গ্রীক ঐতিহ্যগত পোশাক টোগা এবং হিমাশনের সমতুল্য বলে অনেক ইতিহাসবেত্তাগণ মনে করেন।,মূলত দুই কাঁধ ঢেকে বুদ্ধের কাপড়ের পরিহিত অবস্থায় যে মূর্তি আমরা দেখতে পাই তা প্রাচীন গ্রীক রোমান সাম্রাজ্যে পরিহিত এক ধরনের গ্রীক ঐতিহ্যগত পোশাক টোগা এবং হিমাশনের সমতুল্য বলে $অনেক$ ইতিহাসবেত্তাগণ $মনে করেন$।
প্রায় সচরাচর এখানে গাড়ী দূর্ঘটনা ঘটে।,$প্রায়$ সচরাচর এখানে $গাড়ী$ $দূর্ঘটনা$ ঘটে।
আলেমদের উপর অর্পিত দায়িত্ব কোন মানুষ কর্তৃক অর্পিত নয় বরং আল্লাহ ও তাঁররাসূলে করীম (দঃ) কর্তৃক নির্ধারিত।,আলেমদের উপর অর্পিত দায়িত্ব কোন মানুষ কর্তৃক অর্পিত নয় বরং আল্লাহ ও $তাঁররাসূলে$ $করীম$ ($দঃ$) কর্তৃক নির্ধারিত।
"আমাদিগকে যে ভাঙিয়া-চুরিয়া অপর জাতির মত গড়িতে পারা অসম্ভব, সেজন্য ঈশ্বরকে ধন্যবাদ।","$আমাদিগকে$ যে $ভাঙিয়া-চুরিয়া$ অপর জাতির $মত$ $গড়িতে$ পারা অসম্ভব, সেজন্য ঈশ্বরকে ধন্যবাদ।"
ব্যক্তিগত ব্যাপার নিয়ে নাড়া চাড়া ঠিক নয়.কিন্তু সামাজিক যোগাযোগ মাধ্যমে হৈ চৈ শুরু হলে কি আর করা যায়!,ব্যক্তিগত ব্যাপার নিয়ে $নাড়া চাড়া$ ঠিক $নয়.কিন্তু$ সামাজিক যোগাযোগ মাধ্যমে $হৈ চৈ$ শুরু হলে কি আর করা যায়!
কোন এক প্রদ্বীপ্ত সূর্যের নিভে যাওয়া কিরন আমিকি গো শুনতে পাচ্ছো?,$কোন$ এক প্রদ্বীপ্ত সূর্যের নিভে যাওয়া $কিরন$ $আমিকি$ গো শুনতে $পাচ্ছো$?
"পুরাতন সভ্যতার কেন্দ্রবিন্ধূতে, মরুভুমির মাঝখানে সবুজ এই শহরটি ছিল যুদ্ধবাজদের জন্য একটি গুরুত্বপুর্ণ ভৌগোলিক অবস্হান, যেখান থেকে সহজে দামাস্ক, আলেকসান্দ্রীয়া ও রোমে যাওয়া যায়, সামাজ্য দখল করা যায়, শাসন করা যায়।","$পুরাতন$ সভ্যতার $কেন্দ্রবিন্ধূতে$, $মরুভুমির$ মাঝখানে সবুজ এই শহরটি ছিল যুদ্ধবাজদের জন্য একটি গুরুত্বপুর্ণ ভৌগোলিক $অবস্হান$, যেখান থেকে সহজে দামাস্ক, আলেকসান্দ্রীয়া ও রোমে যাওয়া যায়, সামাজ্য দখল করা যায়, শাসন করা যায়।"
এমন মানুষের ঈমান জানার জন্য কোন ঈমানী পরীক্ষা নেয়া লাগে না শুধু তাকে একটা দিন পর্যবেক্ষন করলেই হয়।,এমন মানুষের $ঈমান$ জানার জন্য $কোন$ $ঈমানী$ পরীক্ষা নেয়া লাগে না$$ শুধু তাকে একটা দিন পর্যবেক্ষন করলেই হয়।
সত্যি বলতে কি তোমায় নিয়ে আমার কখনো খুব আকুল ইচ্ছে ছিলনা।,সত্যি বলতে কি $তোমায়$ নিয়ে আমার $কখনো$ খুব আকুল $ইচ্ছে$ $ছিলনা$।
অলক্ষ্যে তোমার চাহিবে অনিষ্টচাহিবে অন্যত্র কাহারে।,অলক্ষ্যে তোমার $চাহিবে$ $অনিষ্টচাহিবে$ $অন্যত্র$ $কাহারে$।
নবী করিম সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম এর মোজেযা সমূহের মধ্যে মেরাজ গমন একটি বিস্ময়কর মোজেযা।,$নবী$ করিম সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম $এর$ $মোজেযা$ সমূহের মধ্যে মেরাজ গমন একটি বিস্ময়কর $মোজেযা$।
সবার ই প্রশ্ন যেখনে একজন সমরিক কর্মকর্তা নিরাপদ নয় সেখানে সাধারন মানুষর নিরাপত্তা কোথায়?,$সবার ই$ প্রশ্ন $যেখনে$ একজন $সমরিক$ কর্মকর্তা নিরাপদ নয়$$ সেখানে সাধারন মানুষর নিরাপত্তা কোথায়?
"তার বাপ তো গৃহস্থ, জমি জিরাত, গাই বাছুর দেখেই বিয়া দিছিলো।","তার $বাপ$ তো গৃহস্থ, $জমি জিরাত$, গাই বাছুর দেখেই $বিয়া$ $দিছিলো$।"
বার বারউবু হয়ে একটি একটি করেকাগজ কুড়িয়ে ঝুলির ভেতরেসে পুরে রাখে।,বার $বারউবু$ হয়ে একটি একটি $করেকাগজ$ কুড়িয়ে ঝুলির $ভেতরেসে$ $পুরে$ রাখে।
"কুকুরটি ও মাটি শুকে তাই করছে, কিন্তূ কোন কূল কিনারা করতে পারছে নাহ।","$কুকুরটি ও$ মাটি শুকে তাই করছে, $কিন্তূ$ $কোন$ কূল কিনারা করতে পারছে $নাহ$।"
’সালমান কখনো মিথ্যে বলতো না।,$’$সালমান $কখনো$ $মিথ্যে$ $বলতো$ না।
