text,label
ধুর একবারে ফালতু নাটক,n
"খাবার আর খাবার এত খাবার ঠিক না মানুষের মন মেন্স নষ্ট করে, আর অপচয় শয়তানের বন্ধু, ফালতু নাটক,,,,!!",n
"বিছানায় খাওয়ানো বদ অভ্যাসটা যে দেশ থেকে কবে যাবে,, বদ নিয়ম।",n
শশুরের অভিনয় ও চেহারা দুইটাই খারাপ।,n
ফালতু নাটক।,n
বিঙ্গাপনটা একটু বেশিই হয়ে গেছে। কি বলেন সবাই,n
ভাদাইমার কৌতুকের মতো অভিনয়!!!,n
এত বিজ্ঞাপনে বিরক্ত লাগে,n
খুবই সস্তা মানের কৌতুক,n
"নাটকের মিল টা ভালো হয়নি। আরো ভেবে চিন্তে নাটক বানাবেন। এমন পেটুক জামাইকে একটা শিক্ষা দেওয়া দরকার ছিলো, যেইটা সবার চাহিদা ছিলো আমি মনে করি।",n
ফালতু বকবাস রাবিশ,n
বেশী ভালো না,n
বলদের ঘরের বলদ নাটকে এত মিউজিক কেন দিয়েছস অসয্য লাগে,n
ভুয়া নাটক দেখে কারা?সব পাগলের গোষ্ঠী,n
পাগলের নাটক মানুষ দেখে!,n
"ঠ্যাগ না থ্যাংকস বলা লাগে, যেমন মূর্খ যে শাশুড়ি। বাংলা বলতে পারে না,  ধন্যবাদ",n
আ খম হাসান ভাই যে ভাবে মাংস খায় এই রকম জামাই যদি কারে পালোথ পরে তাহলে সেই শূশূরের অবস্থা খারাপ,n
"পেটটা কাপড় দিয়ে তৈৱী কৱা, এটাৱ  দিকে খেয়াল কৱা উচিত  ছিলো পৱিচালকেৱ।",n
"এই সালা একটা পাগল,আজাইরা যেতো  কাহিনী,",n
"নাটকের মধ্যে এতো এ্যাড দিলে,নাটক দেখার দরকার কি,,,শুধু এ্যাড নিয়ে কাজ করলে ই তো হয়,,,",n
"জারা এখানে ইসলাম নিয়ে কথা বলতাছেন তাদের মনে হয় পাবনা হাসপাতালে ও ঠাই হবে না,এগুলো বাদ দিয়ে ভালো হন।",n
"অনেক বেশি বিজ্ঞাপন, বিরক্তিকর",n
শেষটা নোংরা,n
"এগুলা কোন নাটক হইল । কোন ড্রামা নাই, শাশুড়ি ননদের ষড়যন্ত্র নাই, এক জামাইরে নিয়া টানাটানি নাই, পিছনে ব্যাকগ্রাউন্ডে আ আ আ আ আ মিউজিক নাই । কিছুই নাই এই নাটকের । আসলে বাংলাদেশি নাটক গুলা বেশি boring । ডিরেক্টরদের ভারতীয় টিভি সিরিয়াল গুলো থেকে শেখা উচিত । কিভাবে বাস্তবতাকে তুলে ধরতে হয় ।",n
খান্কির পোলারা নাটকে আপুত্তিকর ডায়লগ দিয়ে ভরাই রাখছে!এসব নাটক জীবনেও ঘরে দেখার মত না!,n
কিছু লোক আছে লাইক পাওয়ার জন্য কমেন্টে ধর্মকে বিক্রি করে। গান বাজনা দেখতে এসে ধর্মের কথা বলে ওরাই আসল শয়তান।,n
শেষ মুহূর্ত টা অনেক কষ্ট লাগছে!!,n
তানজিন তিসাকে দেখলে বিরক্তি  লাগে । ।,n
নিজের বিয়েতে নিজে এভাবে নাচে নাকি। ডিরেক্টর কি পাগল নাকি।,n
"দয়া করে লাইক,কমেন্ট, আমিন পাওয়ার ধান্দায় আল্লাহ,নবিজি,ইসলামের নাম বেচে খাবেন না। অন্য ধান্দা করুন।এগুলো করলে ইউটিউব আপনাকে কোন টাকা দিবে না।এসব করে ইসলাম কে আরো ছোট করছেন।২ দিন পর এসব কমেন্ট পর্ন সাইট গুলিতে করবেন নাকি?। নিজে ভাল মুসলিম হোন,নামাজ পরুন।ধর্ম কে পন্য বানাবেন না।",n
ফালতু পরিচালক,n
সত্যি অনেক খারাপ লাগলো।,n
শেষ টা কষ্ট ছিল,n
বাপরে বাপ এমন মেয়েকে বিয়ে করা আর মৃত্যুকে কাছে টেনে আনা একই কথা।,n
নাটকের গল্প ভালো না। আজাইরা,n
বাংলাদেশের নাটকে কখনো খারাপ কমেন্ট করতে দেখি নি কাউকে।  কিন্তু সিনেমা গুলোতে অভিযোগের অভাব নেই। আমারো আছে অনেক অভিযোগ।  কিন্তু নাটকে নেই।,n
এখানে দেখছি সবাই বুজুর্গ।প্লিজ কেউ পারসোনাল ভাবে নিয়েন না।প্লিজ।দুঃখিত,n
"""চার বছর ইউজ করেছ"" কত বড়ো নোংরামি কথাবার্তা।ছিঃ ছিঃ নোংরা সমাজ",n
দেশের নাটক ইন্ডাস্ট্রি গুলার স্টোরি গুলা যে কি পরিমাণ বোকাচোদা মার্কা লাইনআপ হচ্ছে  চিন্তা করতেও ভয় লাগে,n
চার বছর ইউস করেছে কথাটা খুব বাজে হয়েছে আর মেয়েদের জন্য কথাটা খুব অসম্মানের,n
এই নাটকের লিখক একটা বিকৃত মস্তিষ্কের মানুষ বরং পাগল। এক সময়ের বাংলা নাটকের মাঝে শিক্ষার অনেক কিছু থাকতো এক কথায় মান সম্পন্ন রচনা ছিল আর এখন শুধু প্রেম আর পাগলের পাগলামিই বেশি দেখা যায়।,n
শেষটা ভালো হলো না,n
"ফালতো,, concept টা কাল হো না হো থেকে ছুরি করা,, জাস্ট ফালতু,,",n
কি যে নাটক বানান!!! এটা স্টোরি!! সেই গতানুগতিক। টিউমারের খবর কি বিয়ের মজলিসে পায় :P বাংলাদেশের ডাক্তার এভাবে রিপোর্ট  দেখে! আর কতক গালাগালি :D :D,n
গতানুগতিক নাটক আর নাটকের মাঝে বিরক্তিকর মিউজিক।,n
বাংলাদেশের মিডিয়া জগতে সবচেয়ে দুশ্চরিত্রার নাম তানজিন তিশা।,n
বালের নাটক। পুরান কনসেপ্ট। আমাদের থেকে নেন কনসেপ্ট তাও নতুন কিছু বানান। সস্তা বিনোদন আর কত?,n
বাংলা নাটককে আর কতোভাবে তোরা ধর্ষণ করবি? এগুলা নাটক!?,n
ভাবতে খুব খারাপ লাগে বাংলা নাটকে এভাবে অশ্লীলভাবে গালিগালাজ যেটা একসময় বাংলা সিনেমাতে ছিল নাটক যদি বাংলা সিনেমার মতন হয়ে যায় তাহলে আমরা ভালো কিছু শিখব কোথা থেকে?,n
যত্তো সব ডং ভাল্লাগেনাই একদম ফালতু কাহিনি তার চে বেসি খারাব নিশুর ভাষা বেসি বাজে,n
ভাই নাটোকের সেসেসময় আরো বেসি খারাপ লাগলো,n
শেষের গান টা পুরো নাটক দেখার মনোযোগ টাই নষ্ট করে দিয়েছে। এমন একটা সময়ে এই গান টা মিলে নাই। মেজাজ খারাপ হয়ে গেছে গান শুনে।,n
সস্তা গল্প,n
সব নাটকের লাস্টে কেনো জে টিওমার জে দেই,n
সস্তা কাহিনী। ফেসবুক থেকে নেওয়া একটা সস্তা গল্পের নাটক। নিশোর কাছ থেকে এই জাতীয় নাটক অাশা করা যায়না।,n
জটিল      জ়়়়়়়টি়়়়়়়়়ল়়়়়়়়়়়,n
"নাট্যকার একটা ইয়াবা খোর, বিশ্বের কোথায় আছে ডাক্তার রুগির কাছে এমন রোগের কথা বলে? আর বললেও একেবারে বিয়ের আসরে গিয়ে বলে?  ফালতু ফালতু ফালতু",n
"নাটকটিতে কেন নতুনত্ব পেলাম না,এগুলো পুরাতন অনেক নাটক অথবা সিনেমার কপি ছাড়া আর কিছুই নয়...এত বড় মানের অভিনেতাদের কাছে আমরা আশা করি নতুন কিছু পাবো,কিন্তু হতাশ হই।",n
শেষ টা এত কষ্ট দিল আমায়,n
প্রথমেই বুঝেছিলাম এরকম কিছুই হবে। মানে নাটকের ভাবনাটা অনেক পুরোনো কিন্তুু শুরুটা একটু অন্যরকম। তাই একটু খটকা লেগেছে আরকি?,n
বালের ফাউল নাটক বানাইসে,n
ফিনিশিং মোটেও ভাল লাগে নি।মেয়েটার বিয়ে মূলত কার সঙ্গে হলো সেটা দেখানো উচিত ছিল।,n
তানজিন তিশাকে দেখলেই মেজাজ টা খারাপ হয়ে যায়।,n
যারা কমেন্ট করবেন তারা অবশ্যই বানান ভুল করবেন না।এতে করে সাধারণ জনগণ এই বড় সমস্যা রেখে রক্ষা পাবে।প্রচারে:কমেন্ট রিডিং সোসাইটি,n
বাজে নাটক একটা,n
এই লোক কেমনে নিশোর বাবা হইলো দুইজনের বয়সের দূরত্ব ৫-৭  বছরের হবে. কি সব ক্ষেত মার্কা পছন্দ .তাছাড়া এই লোকটার দেখতেই বিরক্ত লাগে,n
আমাদের সিনেমার ডিরেক্টর দের এসব দেখে কিছু শেখা উচিত।আর কতকাল আমাদের চিট করে যাবেন উনারা।আমার রেটিং - ৪.৫/৫,n
ending টা ভালো হয়নিসেই এক ঘেয়েমি,n
কমন/পুরাতন কাহিনী। তেমন একটা ভাল লাগেনি। রেটিং ২/৫,n
কুত্তার বাচ্চা। তুই  আমার  ফন দরস না কেন????????,n
যারা কমেন্ট পড়তাছেন তারাএইখানে একটা  গুতা মারে,n
গল্পের শেষ টা খুব বেদনাদায়ক,n
"সেই পুরানো বস্তাপচা কাহিনী, ৩৬ মিনিটই নষ্ট হইল.।",n
সব ছেলেরা নিজের কষ্ট  কাউকে ভুজাগে দেয়না?? কেউ  জানেনা তাদের কষ্টের কারণ??  সারা জীবন  অধরাই রয়ে যায়,n
নাটকে এমন ভুলভাল ইংলিশ স্ক্রিপ্ট দেয় ক্যামনে? It don't goes with you ইংলিশ এর মায়রে বাপ,n
"যে নির্মাতা নাটকে অশ্রাব্য গালি-গালাজ ব্যবহার করেন, তিনি নিঃসন্দেহে বিকারগ্রস্ত ।দিন দিন বাংলা নাটক তার পুরাতন ঐতিহ্য হারাচ্ছে । দুঃখজনক ।",n
যারা আনলাইক করছে সবকটা প্রতিবন্ধী,n
নিশো ভাইয়ের অভিনয় নিয়ে কখনোই কেউ কোনো প্রশ্ন তুলতে পারে নাই বা পারবেও না।বাট নাটকটার প্লটটা খুবই সস্তা একটা প্লট লাগছে।,n
খুব বাজে একটা নাটক। এত ফালতু গল্প নিয়ে নাটক কাজল অমি থেকে আশাকরি নাই।,n
"শয়তান তুই আমার ফোন দরস না কেন,,?তুই আমার নাম্বার বল্ক করচছ কেন,,?তুই আমারে দেখলে পালাছ কেন,,?তুই আমারে ৪ বছর ইউছ করচছ,,?",n
ফালতু নাটক,n
ধুর শালা এরকম একটা কাহিনী লিখছি আমি ভাবছিলাম একটা শর্ট ফিল্ম বানাবো এর  আগে উনারা বানিয়ে ফেলছে,n
Same বসতা পচা কাহিনী,n
শেষের অংশটুকু ভালো লাগলো না,n
টক জাল মিষ্টি সব কিছু,n
"কমন কাহিনী ,তবে অভিনয় অস্থির...জুটিটাও অস্থির",n
"কু.......বাচ্চা তুই আমার ফোন দরস না কেনো তুই আমার নাম্বার block মারছোস কেনো..... সেই লাগছে নাটক টা,,সেই,,,,এক কথাই দারুন,,,",n
নাটক টি তেলেগু ছবি প্রভাসের লাভ স্টেশন এর কপি। আমরা সবাই বলি সাকিব খান ছবি নকল করে। এখন তো নাটকে ও কপি শুরু হইছে। জানি আমার    কথা অনেকের কাছে খারাপ লাগবে কিন্তু এইটাই সত্য নাটক টি কপি করা। আমার কথা বিশ্বাস না হইলে তেলেগু প্রভাসের লাভ স্টেশন ছবি টা দেখবেন।,n
এটা ঠিক না নিশো ভাইআপনে তিশা রে ৪ বছর use করসেন .,n
গালিটা না দিলে ভালো হত না।মরিচালক।,n
শেষটা ভালো লাগেনি!,n
জীবনের শেষ মুহূর্তে তুমি এখন আমাকে ঘৃণা করো তাহলে কি আসলেই তোমার মিথ্যা সম্পর্কের মরিচিকা ফেলে রাখছো...,n
"কুত্তার বাচ্চা এধরনের অস্লিল ভাষা ব্যবহার কাম্য নয়, নাট্যকার আশা করি বুঝতে পেরেছেন",n
দুর এটা কোনো নাটকের সংলাপ হলো পরিচালক পাগল হয়ে গেছে,n
ফালতু একটা নাটক। এর চেয়ে বাজে কিছু হতে পারে না।,n
"কুত্তার বাচ্ছা বলে যে আওয়াজ দিছে তিশা আপা গলাটা ফেটে যাবে,আস্তে",n
ডায়লগ এতো বাজে কেন?,n
অসুস্থতা আর দুর্ঘটনায় নাটকের কাহিনী শেষ করা আর কত দেখবো.. ক্লান্ত ভাই ক্লান্ত..,n
"সেই পুরান কাহিনি!ভায়ের অভিনয় এক এর।কিন্তু সমস্যা হচ্ছে ভায়ে এখন কোন বাছা গোনা নাই,যা পাইতাছে তাতেই অভিনয় করতাছে।চিন্তায় আছি কখন জানি পইরা জায় ভায়ে।",n
রবি মাগির পোলাগো অত্যাচারে নাটকটা দেখতে পারলামনাহেড়ামারানির পোলারা নেট দিতে পারেনা GB বলে   .GBহালার পুতেগো মার হেড়া খানকির পোলারা,n
পুরাই ফালতু একটা নাটক  shame on you story-writer,n
"যাই আসে, ২১ শতকে নারী বিদ্বেষ অগ্রাহ্য । Subject heart warming হলেও এসব বিষয়গুলো আর অবহেলা করা যাবে না।আফরান নিশোর অনেক scene এর আবির্ভাব পাওয়া গেছে।",n
বালের নাটক।এক কাহিনী আর কত! ক্যান্সার টিউমার ব্লা ব্লা। লল,n
নিশো ফালতু ছেলে. বান্দরের মত চেহারা একদম পাগলের মত...,n
এত গালাগালি কেন ভাই? @নিশো অভিনয়ে একটু বৈচিত্র আনুন!!,n
বুজিনা মেয়েদেরকি আজকাল উরনা পরতে লজজা লাগে,n
ভাল লাগে নাই।,n
বালের নাটক!কনসেপ্ট টাই ফালতু!,n
কুত্তার বাচ্চা গালি টা সেই হইছে,n
নাটকে এতো অশ্লীল ভাষা কেন,n
কুত্তার বাচ্ছা ডাকলো কেন কেটে পেলছে এটা ঠিক হয়নি???,n
পুরোনো গল্প নতুন মোড়কে,n
ঘুরে ফিরে সেই ৯০ এর কাহিনী!.. টিউমার এর কথা শুনে মেয়েটি যতটা কষ্ট পেয়েছে তার চাইতে হাজার গুন বেশী কষ্ট পেয়েছে ওইরকম ড্রামা করাতে!!কি দরকার ছিলো এমন ড্রামা করার!!সেই পুরাতন ঘিছাপিটা কাহিনী!..,n
ফালতু৷ নাটক,n
নতুন মোড়কে পুরাতন জিনিস,n
ending টা ভাল লাগল নাহ,n
অনেক কষ্টে মিনিট দেকছি।ফালতু নাটক।,n
"নাটক দেখে নাটক সম্পর্কে মন্তব্য করুন,নাটক কেমন হইছে এটা বলেন,, কে কেমন অভিনয় করেছে এইসব বিষয়ে কমেন্ট করেন,, কেও ফালতু কমেন্ট করবেন্না,অনেক ফালতু আছে আইসা বলে,উমুক বস।তুমুক বস।হাত উঠাও।পা উঠাও।কার ফ্রেন্ড কে আছে,,যত্তসব উদ্ভট কমেন্ট,,এই সব ছ্যাচরা পোলা পাইন দের জন্য কমেন্ট পড়া ও করার ইচ্ছা করেনা।",n
শেষটা ভাল লাগলো নাহ,n
একইরকম কাহিনী তাই তেমন ভাল লাগেনি,n
ভাই কি নাটক বানান যে মানুষ আগেই বুঝতে পারে যে লাস্টে কি হতে যাচ্ছে...।এক্টু ক্রিয়েটিভ কিছু করেন...ফিনিশিং টা অন্য ভাবে করা যাইতো ভাইয়া...,n
"Sickness,weakness,sympathetic এই টাইপের Ending System তো বাংলা নাটকে যথেষ্ট পুরনো System। শেষটা ডিফারেন্ট কিছু আশা করছিলাম।।।।।",n
"সবাই নাটক টিকে woasome বলছে কিন্তু আমার কাছে মটেও awesome লাগেনি, মানুষ তো নাটক দেখে বিনদনের জন্য কিন্তু এই নাটক টিতে এমন কিছু ভাষা  use করা হয়েছে যেগুলো কোন ভাবেই বিনদনের মধ্যে পরে না! ঐ সব ভাষার মধ্যে নিউট সব্দ use করলেও কিছু সব্দ আছে যেগুলো নিউট সব্দ দিয়ে ডাকা যায় না! এই ধরনের নাটক কি পড়িবারের সাথে বসে দেখা যায়?",n
শেষে ফালতু আবেগের চুদনটা না দিলে কি হইতো।,n
যেমন ভাবছিলাম তেমন হলো না। বড় ছেলে আর বোকের বাম পাসে ২ টা নাটক অনেক সুন্দর হইছে,n
নাটকের মানহীন গল্প উপস্থাপন করা হয়েছে!!! চ্যানেল কর্তৃপক্ষ উচিত সৃজনশীল পরিচালকদের  এবং নাট্যকার দের সুযোগ দেওয়া......,n
ভাইজান language ঠিক  করার দিকে নজর দিন । মানুষকে ভালো শব্দ চয়ন শিখান,n
পুরোনো মাল নতুন মোড়কে!!কোন নতুনত্ব নেই।টাইম লস,n
মাদারটোস্ট এর বাচ্চা এতো এড দিসোস কেন ! টিভিতেও শান্তি দেস না ইউটিউবেও দিবিনা ! মাদারটোস্ট !!,n
এই মোটা মহিলাকে কি অভিনয় থেকে বাদ দেওয়া যাইনা???অভিনয়ের অ  বোঝেনা।,n
নাটকের ভন্ডামী টা বাংলাদেশে বাস্তবে আছে।কিন্তু আমরাই তো অন্ধ। সত্য জানতে চাই না।,n
"যত সব ফাল্তু নাটক ,বাবার মতো বয়সের লোকরে তুই তুকার করে কথা বলে ,বাবা মায়ের আতরের সন্তান বাইরে আছে তাকে ঠকিয়ে কথা বলা এটা কেমন নাটক , নাটকের ডাইরেক্টরে আমি কাছে পেলে জুতা পেটা করতাম, শালা বোকাচোদা এটাই কি বাংলাদেশের সংস্কৃতি ‌।",n
জটিল নাটক,n
পুরাই ফালতু,n
ফালতু একটা নাটক।,n
"বাল আমার।।। ফালতু স্টোরি, ফালতু মেকিং। এসব আজাইরা নাটকের জন্যই দিন দিন বাংলা নাটকের মান কমে যাচ্ছে।",n
একদম বাজে নাটক,n
"আামাদের শরিয়ত পুর কিছু  ভন্ড পীর আছে  এবং মাজার আছে ভন্ড ডামি করে -""",n
কলা বাবার অভিনয় ভালো হয় নাই,n
ভাবনা মালটা খাসা।,n
খুব-ই বাজে একটা নাটক...নাটকে কাহিনী...নাটকের স্ক্রীপ্টগুলোও বাজে...শুধুশুধু সময়টা নষ্ট হলো...,n
শেষ টা ক্লিয়ার করে দেখানো হলো না কেন? সব নষ্ট করেছে ফিনিংএ।  কিছুই বোঝা গেলনা।,n
"হা হা হা,নাটকের আগা মাথা কিছুই বুঝলাম না,just fraud  drama",n
মানুষ আসলে পরিজিজের সিকার হয়ে কনেক সময় এমেন মিথ্যা কথা বলে,n
খুব একটা ভাল লাগেনি।।,n
আজব নাটক দেখলাম এইটা। এই নাটকের পরিচালক এমন করলো কেনো,n
"এই টা কি একটা নাটক হল,বাসা বাড়া নিয়ে নাটক শেষ। একটু ভাল লাগে না",n
লাষ্ট দিয়া কিছু বুজি নাই।,n
ফালতু নাটক,n
ফালতু নাটক একটা।,n
"মিথিলা  তুমি এটা কি হয়েছো বডি জেই অবস্তা  একডম পচা লাগে,,,,",n
video quality টা ভালো না,n
পাল্লতু নাটক সারারাত   মিনিট  নষ্ট করলাম,n
এত ফাল্তু নাটক।,n
"নাহ,তেমন একটা ভালো না,শুধু অপর্বর নাটক দেইকা দেখছি।",n
বাজে একটা নাটক শুধু শুধু সময় নষ্ট,n
ফালতু নাটক,n
ফালতু নাটক,n
ফালতু নাটক,n
এত ফাল্তু নাটক দেখিনি,n
"জঘন্য নাটকের চেয়েও জঘন্য আর ইন্ডিংটাতো লিমিটলেস বাজে হইছে  CMV DRAMA  একটা ক্লাস বজায় রেখে নাটক বানান অবশ্যই বাহবা পাবেন,এইসব ফালতু নাটক বানিয়ে নিজেদের মর্যাদা ক্ষুণ্ণ করবেন না আশা রাখছি ।",n
"আগে দেখতাম ভালোবাসার জন্য পাগল হয়ে থাকতো ছেলেরা, এখন দেখি ভালোবাসার জন্য পাগল মেয়েরা,, সব শেষ,, কি আজব দেশ বাংলাদেশ।",n
"অতিরিক্ত কোনো কিছুই গ্রহণযোগ্য না। মেজাজ খারাপ হইয়া যায়। প্রত্যেকটা মানুষের ব্যাক্তিগত* বলতে একটা কথা আছে। সেটা যখন অমূল্য হয়ে যায়, তখন নিজেকেই মূল্যহীন  লাগে। ফালতু প্রেমের গল্প।তবে, শাওন ভাই ও তাসনুভা আপু আমার খুব প্রিয় ।",n
রিয়াজ ভাইএর নাটক অনেক ভাল লাগে কিন্তু এমন একটা ফালতু গল্পে অভিনয় করাটা আমার মতে ঠিক হয়নি। যে মেয়ে তাকে ছেড়ে চলে গেছে আবার সেই মেয়ের সাথে বিবাহর পর মেলামেশা  তাকে তো গেননার চোখে দেখা দরকার। এই সব নাটক দেখলে সমাজে  আরো  অবৈধ প্রেম বেড়ে যাবে,n
"পরিচালক মহাশয়ের আরেকটু সর্তক হাওয়া প্রয়োজন, অভিনেতা রিয়াজ আহাম্মেদ (অমিত) যখন তার নিজের দূরাভাষ যন্ত্র থেকে তার স্ত্রীর চরিত্রায়ন করা অভিনেত্রী পারসা ইভানাকে (চরিত্রের নামও ইভানা) দূরাভাষ বার্তা পাঠাচ্ছেন, তিনি লিখলেন ""khobar valo hoyese"" অর্থাৎ ""খোবার ভালো হয়েসে""।যখন তাঁর স্ত্রীর দূরাভাষ যন্ত্রে বার্তাটি ফুটে উঠলো, অদ্ভুত ভাবে সেই বার্তাটি হলে গেল, ""khaber vhalo hoyche"" অর্থাৎ ""খাবের বভালো হয়েচে""।তিনটি শব্দের বানানই কি অদ্ভুত ভাবে বদলে গেল, khobar হয়ে গেল khaber (""খোবার"" হয়ে গেল ""খাবের"")valo হয়ে গেল vhalo (""ভালো"" হয়ে গেল ""বভালো"")hoyese হয়ে গেল hoyche (""হয়েসে"" হয়ে গেল ""হয়েচে"")যা বার্তা প্রেরক বার্তা পাঠালে বার্তা প্রাপকের কাছে পৌঁছনোর আগে যেন নিজে নিজে বদলে গেল, যা হাওয়া কোন স্বাভাবিক বুদ্ধিতে সম্ভব নয়।আমরা বিলক্ষণ জানি যে বিভিন্ন দৃশ্য বিভিন্ন দিনে ক্যামেরা বন্দি করা হয়, এবং সেই ক্ষেত্রে নিশ্চই বার্তাটি স্ত্রীর দূরাভাষ যন্ত্রে পরিচালকের দলের অন্য কেউ পাঠিয়ে থাকবেন, কিন্তু এই ধরণের ছেলেমানুষী ভ্রান্তিগুলো অত্যন্ত হাস্যকর এবং দৃষ্টিকটু। এইটা কিন্তু শুধুমাত্র মনোযোগের অভাবে ""ধারাবাহিকতার"" (বা continuity)র অভাব হয়ে গেল, যা সাধারণত সহপরিচালকদের একেবারে যত্ন করে ক্রমিকসংখ্যা অনুযায়ী তাঁদের খাতায় লিপিবদ্ধ করে রাখার কথা, যেটা তাঁরা যত্ন সহকারে করেননি।আশা করি পরিচালক মহাশয় আমার পর্যবেক্ষণটি নেতিবাচক সমালোচনা মনে না করে, ইতিবাচক হিসাবেই গণ্য করবেন।",n
"Nisho আগে ভালো ছিল, এখন শুধু মাখামাখি Type Scene গুলো দেয় নাটক গুলো তে, ভালো লাগে না, আর এখন এসব ফালতু নাটক গুলোর Dialog এবং গল্প কোনটাই ভালো না, জঘন্য অবস্থা, কিছু কিছু ভালো নাটক ছাড়া এখন সব ই জঘন্য",n
"যথেষ্ট রকম ফালতু হইছে,সময় নষ্ট!ন্যাচারাল অভিনয় বলতে কিচ্ছু নাই,সাইড ক্যারেক্টার একেকটার অবস্হা আরো ভয়াবহ,এক্সপ্রেশন একজনের ও ঠিক ছিলো নাহ্, without (শ.ফারিয়া)!সংলাপ ও ঠিক মতো delivered kortey parchilo nah!যেহেতু অনেকেই কাচ্চি লাভার তাই নাটকটির প্রতি সবার expectation টা ও অনেক বেশি ছিলো,স্বাভাবিকভাবেই অনেক কিছু যুক্ত করা যেতো!  Hope for best next time!",n
"প্রেম করলেই স্বামী স্ত্রী হওয়া যায়না–একজন পল্টি মারলে বুঝবেন।.শালী কখনো বোন হতে পারে না–আড়ালে একা থাকলে বুঝবেন।.দেবর কখনো ভাই হতে পারে না--একটু চান্স দিলেই বুঝবেন।.কাজিন কখনো আপনার মায়ের সন্তান হতে পারে না–হাতে হাত রাখলে বুঝবেন।.বিপরীত লিংগের ফ্রেন্ড কখনো হালাল হয় না–চোখ কান খোলা রাখলে বুঝবেন।.ধর্মের ভাই-বোন,মা-বাপ বলতে কিছু নাই–স্বার্থের পরীক্ষায় পড়লে বুঝবেন।.টাকা কখনও সুখ আনেনা!টাকাওয়ালা হলে বুঝবেন!.মা-বাবার মতো আপন কেউ হয় না!মা-বাবা হারালে বুঝবেন!.স্বামীর চেয়ে বয়ফ্রেন্ড,স্ত্রীর চেয়ে গার্লফ্রেন্ড উত্তম হয় না!সংসার ভাঙ্গলে বুঝবেন!.দুনিয়ার সম্পদের বড়াই পরিনতি জাহান্নাম!মরলে বুঝবেন!এগুলো শুধুমাত্র শয়তানের কৌশল ব্যাতিত কিছুই না",n
"মেয়েরা এমনিতেই অহংকারী হয় আর অহংকারের মতো কোন কিছু তাদের মাঝে থাকলে তারা Extra অহংকারী হয়। তাই হয়তো সাইন্সের মেয়েরা অহংকারী হয়।অপরদিকে সাইন্সের ছেলেরা অনেক বিনয়ী, নিরহঙ্কারী আর Extra talented হয় তাই নাটকে দেখানো হয়েছে।",n
"গল্পের স্ক্রিপ্ট ভালই..ছাত্রীর চরিত্রটার অভিনয় খুবই বিরক্তিকর, নেয়ার মত না.. সেই সাথে ছাত্রীর বাপ, আর বন্ধুর চরিত্রটাও বাজে.. আর ঢাবি-বুয়েট ক্যাম্পাস যদি দেখাত আরো ভাল লাগত",n
"স্টোরিটা ভাল লাগছে কিন্তু কিছু সিন ভাল লাগলো না #আরফান ভাইয়ের নাটক এমনিতেই ভাল লাগে , অশ্লিল সিন গুলো দেয়ার কোনো প্রয়োজন ছিলো না । আশা করি বুঝতে পারছেন কী বলতে চাইছি । আমি সহ আরো অনেক #আরফান ভাইয়ের ফ্যানের কাছে এটা ভাল লাগলো না । আশা করি এমন কিছু সামনে আর দেখতো পাবো না । একটা কথা বাংলা সিনেমার চেয়ে বাংলাদেশি নাটক অনেক প্রিয় বাংলার মানুষের কাছে । আমি #আরফান ভাইয়ের একটা ছোট্ট ফ্যান হিসেবে এই কথা গুলো বললাম যদি কিছু ভুল বলে থাকি ক্ষমার চোখে দেখবেন ।",n
"এতো সুন্দর নাটকে ডিসলাইক দিলাম।কারণ একটাই- প্রপোজ করলো নিশোই আগে, ব্রেক আপও করলো নিশো নিজেই, অথচ সব কিছুই ঠিকঠাক করলো তিশা। প্রেমের টানটাও তিশার বেশিই দেখানো হয়েছে।কিন্তু নিশো তো কিছুই করলো না।হতাশ হয়েছি এইজন্য।দুজনের একে অপরের প্রতি আসক্তি টা সমান হওয়া উচিৎ ছিলো- যেটা ফুটে উঠেনি।ভেরি স্যাড।",n
"বিদেশে গিয়া অশ্লিলতাকে পূঁজি করে নাটক বানায়ছে, ছিঃ ছিঃ আফরান নিশো…ফেবারিট ছিলে মনে সংশয় ঢুকিয়ে দিলে ,ভাল করনি, বছরকে বছর যে পরিশ্রম করে এই অবস্থানে এসেছো তোমার পতনের জন্য এমন একটা ন্যাংটা মার্কা নাটকই যথেষ্ট",n
