correct_sentence,gt,sentence,correction
এই জয়ে পয়েন্ট টেবিলের তিন নম্বরে তুলে এনেছে ইন্টার মিলানকে।,এই জয়ে $পয়েণ্ত$ টেবিলের $তীণ$ নম্বরে তুলে এনেছে ইন্টার মিলানকে।,এই জয়ে পয়েণ্ত টেবিলের তীণ নম্বরে তুলে এনেছে ইন্টার মিলানকে।,"[((7, 12), 'পয়েন্ট'), ((22, 24), 'তিন')]"
"সড়ক ও জনপদ ( সওজ ) বিভাগ এবং স্থানীয় সূত্রে জানা গেছে , ওই এলাকার তিতাস গ্যাসের সরবরাহ লাইনের পাইপ মহাসড়কের ওপর দিয়ে গাজীপুরের দিকে গেছে।","সড়ক ও জনপদ ( সওজ ) বিভাগ এবং স্থানীয় সূত্রে জানা গেছে , ওই এলাকার তিতাস গ্যাসের সরবরাহ লাইনের পাইপ মহাসড়কের ওপর দিয়ে গাজীপুরের দিকে গেছে।","সড়ক ও জনপদ ( সওজ ) বিভাগ এবং স্থানীয় সূত্রে জানা গেছে , ওই এলাকার তিতাস গ্যাসের সরবরাহ লাইনের পাইপ মহাসড়কের ওপর দিয়ে গাজীপুরের দিকে গেছে।",[]
খুলনা টাইটানসের জার্সির দিকে চোখ রাখতে ভুলবেন না।,খুলনা টাইটানসের জার্সির দিকে চোখ রাখতে ভুলবেন না।,খুলনা টাইটানসের জার্সির দিকে চোখ রাখতে ভুলবেন না।,[]
"সামাজিক ও অর্থনৈতিক ক্ষেত্রে অব্যাহতভাবে যে পরিবর্তন ঘটে চলেছে , তার অনিবার্য পরিণতি হিসেবেই এমনটি হচ্ছে।","সামাজিক ও অর্থনৈতিক ক্ষেত্রে অব্যাহতভাবে $জে$ পরিবর্তন ঘটে চলেছে , তার অনিবার্য পরিণতি হিসেবেই এমনটি হচ্ছে।","সামাজিক ও অর্থনৈতিক ক্ষেত্রে অব্যাহতভাবে জে পরিবর্তন ঘটে চলেছে , তার অনিবার্য পরিণতি হিসেবেই এমনটি হচ্ছে।","[((41, 42), 'যে')]"
এই অ্যাক্টে বা আইনে নির্দেশ জারি করা হয়েছিল যে বিনা সরকারি অনুমোদনে সরকারি নীতিসংক্রান্ত কোনো সংবাদ বা আলোচনা সাময়িক পত্রিকায় প্রকাশ করা যাবে না।,এই অ্যাক্টে বা আইনে নির্দেশ জারি করা হয়েছিল যে বিনা সরকারি অনুমোদনে সরকারি নীতিসংক্রান্ত কোনো সংবাদ বা আলোচনা সাময়িক পত্রিকায় প্রকাশ করা যাবে $ণা$।,এই অ্যাক্টে বা আইনে নির্দেশ জারি করা হয়েছিল যে বিনা সরকারি অনুমোদনে সরকারি নীতিসংক্রান্ত কোনো সংবাদ বা আলোচনা সাময়িক পত্রিকায় প্রকাশ করা যাবে ণা।,"[((142, 143), 'না')]"
এ ঘটনায় ওই ছাত্রীর বাবা বাদী হয়ে গত শনিবার রাতে থানায় মামলা করেন।,এ ঘটনায় ওই ছাত্রীর বাবা বাদী হয়ে গত শনিবার রাতে থানায় মামলা করেন।,এ ঘটনায় ওই ছাত্রীর বাবা বাদী হয়ে গত শনিবার রাতে থানায় মামলা করেন।,[]
"তিনি বলেন , ‘ উইন্ড অব চেঞ্জ বিশ্বের সবচেয়ে বড় মিউজিক কোলাবরেশন প্রজেক্ট।","তিনি বলেন , ‘ উইন্ড অব চেঞ্জ বিশ্বের সবচেয়ে বড় মিউজিক কোলাবরেশন $প্রজেক্ত$।","তিনি বলেন , ‘ উইন্ড অব চেঞ্জ বিশ্বের সবচেয়ে বড় মিউজিক কোলাবরেশন প্রজেক্ত।","[((64, 71), 'প্রজেক্ট')]"
৫ . এই সনদে দেশের ছোট-বড় সব রাজনৈতিক দল ও সংগঠন স্বাক্ষর করবে।,৫ . এই সনদে দেশের ছোট-বড় সব রাজনৈতিক দল ও সংগঠন স্বাক্ষর করবে।,৫ . এই সনদে দেশের ছোট-বড় সব রাজনৈতিক দল ও সংগঠন স্বাক্ষর করবে।,[]
দুই নারীর কেউই কোনো পক্ষের হয়ে সংঘর্ষে জড়াননি।,$ডূই$ নারীর কেউই কোনো পক্ষের হয়ে সংঘর্ষে জড়াননি।,ডূই নারীর কেউই কোনো পক্ষের হয়ে সংঘর্ষে জড়াননি।,"[((0, 2), 'দুই')]"
"ব্যাটসম্যানদের জন্য এটা চ্যালেঞ্জিং হচ্ছে , সেটাও খারাপ নয়।","ব্যাটসম্যানদের জন্য এটা চ্যালেঞ্জিং হচ্ছে , সেটাও খারাপ $ণয়$।","ব্যাটসম্যানদের জন্য এটা চ্যালেঞ্জিং হচ্ছে , সেটাও খারাপ ণয়।","[((56, 57), 'নয়')]"
"শুধু বলব , ১৯৭৫ সালের হত্যাকাণ্ডগুলো এবং ২০০৪ সালের ২১ আগস্টের হত্যাকাণ্ড ও শেখ হাসিনাকে হত্যাচেষ্টার বিষয় বিবেচনায় নিলে বিএনপির ওপর দায়মোচনের দায় এসে পড়ে।","শুধু বলব , ১৯৭৫ সালের হত্যাকাণ্ডগুলো এবং ২০০৪ সালের ২১ আগস্টের হত্যাকাণ্ড ও শেখ হাসিনাকে হত্যাচেষ্টার বিষয় বিবেচনায় নিলে বিএনপির ওপর দায়মোচনের দায় এসে পড়ে।","শুধু বলব , ১৯৭৫ সালের হত্যাকাণ্ডগুলো এবং ২০০৪ সালের ২১ আগস্টের হত্যাকাণ্ড ও শেখ হাসিনাকে হত্যাচেষ্টার বিষয় বিবেচনায় নিলে বিএনপির ওপর দায়মোচনের দায় এসে পড়ে।",[]
গত ২১ মে ৭১ সদস্যবিশিষ্ট কার্যনির্বাহী কমিটি ও ২১ সদস্যবিশিষ্ট উপদেষ্টা পরিষদ দলের সভানেত্রী শেখ হাসিনা অনুমোদন দেন।,গত ২১ মে ৭১ সদস্যবিশিষ্ট কার্যনির্বাহী $কমীতি$ ও ২১ সদস্যবিশিষ্ট উপদেষ্টা পরিষদ দলের সভানেত্রী শেখ হাসিনা অনুমোদন দেন।,গত ২১ মে ৭১ সদস্যবিশিষ্ট কার্যনির্বাহী কমীতি ও ২১ সদস্যবিশিষ্ট উপদেষ্টা পরিষদ দলের সভানেত্রী শেখ হাসিনা অনুমোদন দেন।,"[((39, 43), 'কমিটি')]"
গত বৃহস্পতিবার ( ২১ মে ) রাতে অস্ত্রের মুখে মাইক্রোবাসে তুলে ধর্ষণের অভিযোগে পরদিন দুপুরে ওই আদিবাসী তরুণী রাজধানীর ভাটারা থানায় মামলা করেন।,গত বৃহস্পতিবার ( ২১ মে ) রাতে অস্ত্রের মুখে মাইক্রোবাসে তুলে ধর্ষণের অভিযোগে পরদিন দুপুরে ওই আদিবাসী তরুণী রাজধানীর ভাটারা থানায় মামলা করেন।,গত বৃহস্পতিবার ( ২১ মে ) রাতে অস্ত্রের মুখে মাইক্রোবাসে তুলে ধর্ষণের অভিযোগে পরদিন দুপুরে ওই আদিবাসী তরুণী রাজধানীর ভাটারা থানায় মামলা করেন।,[]
"আবেদনপত্র পাঠানোর ঠিকানা : ডিএম , আশা-নারায়ণগঞ্জ জেলা , ৪৭/৮ , হাজি ব্রাদার্স রোড , ( সরকার ম্যানশন ) , নিউ চাষাঢ়া , জাতলা , নারায়ণগঞ্জ।","আবেদনপত্র পাঠানোর ঠিকানা : ডিএম , আশা-নারায়ণগঞ্জ জেলা , ৪৭/৮ , হাজি ব্রাদার্স রোড , ( সরকার ম্যানশন ) , নিউ চাষাঢ়া , জাতলা , নারায়ণগঞ্জ।","আবেদনপত্র পাঠানোর ঠিকানা : ডিএম , আশা-নারায়ণগঞ্জ জেলা , ৪৭/৮ , হাজি ব্রাদার্স রোড , ( সরকার ম্যানশন ) , নিউ চাষাঢ়া , জাতলা , নারায়ণগঞ্জ।",[]
অতীতে যে কথা বলা হয়েছে তাই পুনরায় স্মরণ করিয়ে দেওয়া।,অতীতে যে কথা বলা হয়েছে তাই পুনরায় স্মরণ করিয়ে দেওয়া।,অতীতে যে কথা বলা হয়েছে তাই পুনরায় স্মরণ করিয়ে দেওয়া।,[]
"শ্যামলী কাউন্টারের স্টাফ আনোয়ার হোসেন প্রথম আলোকে বলেন , ‘ বাস বেশিক্ষণ থাকে না।","শ্যামলী কাউন্টারের স্টাফ আনোয়ার হোসেন প্রথম আলোকে বলেন , ‘ বাস বেশিক্ষণ থাকে $ণা$।","শ্যামলী কাউন্টারের স্টাফ আনোয়ার হোসেন প্রথম আলোকে বলেন , ‘ বাস বেশিক্ষণ থাকে ণা।","[((77, 78), 'না')]"
এবার হজযাত্রীদের সৌদি আরবে যাওয়ার শেষ ফ্লাইট ২৫ আগস্ট।,এবার হজযাত্রীদের সৌদি আরবে যাওয়ার শেষ ফ্লাইট ২৫ আগস্ট।,এবার হজযাত্রীদের সৌদি আরবে যাওয়ার শেষ ফ্লাইট ২৫ আগস্ট।,[]
এ কারণে দেশ-বিদেশে অবস্থানরত বাংলাদেশি নাগরিকদের এমআরপি নিতে বলা হয়েছে।,এ কারণে দেশ-বিদেশে অবস্থানরত বাংলাদেশি নাগরিকদের এমআরপি নিতে বলা হয়েছে।,এ কারণে দেশ-বিদেশে অবস্থানরত বাংলাদেশি নাগরিকদের এমআরপি নিতে বলা হয়েছে।,[]
এ ছাড়া টিভিতে ফুটবল লিগের খেলা মাঝেমধ্যে দেখা হয়।,এ ছাড়া টিভিতে ফুটবল লিগের খেলা মাঝেমধ্যে দেখা হয়।,এ ছাড়া টিভিতে ফুটবল লিগের খেলা মাঝেমধ্যে দেখা হয়।,[]
সান্তিয়াগো বার্নাব্যুতে শুরুতেই রিয়াল সমর্থকদের বুকের ধুকপুকানি বেড়ে যায়।,সান্তিয়াগো বার্নাব্যুতে শুরুতেই রিয়াল সমর্থকদের বুকের ধুকপুকানি বেড়ে যায়।,সান্তিয়াগো বার্নাব্যুতে শুরুতেই রিয়াল সমর্থকদের বুকের ধুকপুকানি বেড়ে যায়।,[]
জেসিসি বৈঠকের আগে পররাষ্ট্রমন্ত্রী মোমেন ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদীর সঙ্গে সৌজন্য সাক্ষাৎ করবেন।,জেসিসি বৈঠকের আগে পররাষ্ট্রমন্ত্রী মোমেন ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদীর সঙ্গে সৌজন্য সাক্ষাৎ করবেন।,জেসিসি বৈঠকের আগে পররাষ্ট্রমন্ত্রী মোমেন ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদীর সঙ্গে সৌজন্য সাক্ষাৎ করবেন।,[]
কিন্তু সরকার জাতিসংঘের এই উদ্যোগে সাড়া দেওয়ার চেয়ে কালক্ষেপণ করায় শেষ পর্যন্ত জাতিসংঘ মহাসচিবের প্রয়াস সফল হয়নি।,কিন্তু সরকার জাতিসংঘের এই উদ্যোগে সাড়া দেওয়ার চেয়ে কালক্ষেপণ করায় $ষেষ$ পর্যন্ত জাতিসংঘ মহাসচিবের প্রয়াস সফল হয়নি।,কিন্তু সরকার জাতিসংঘের এই উদ্যোগে সাড়া দেওয়ার চেয়ে কালক্ষেপণ করায় ষেষ পর্যন্ত জাতিসংঘ মহাসচিবের প্রয়াস সফল হয়নি।,"[((66, 68), 'শেষ')]"
এই খবর পেয়ে রাঙ্গুনিয়া ফায়ার স্টেশনের কর্মীরা ঘটনাস্থলে যান।,এই খবর পেয়ে রাঙ্গুনিয়া ফায়ার স্টেশনের কর্মীরা ঘটনাস্থলে $জান$।,এই খবর পেয়ে রাঙ্গুনিয়া ফায়ার স্টেশনের কর্মীরা ঘটনাস্থলে জান।,"[((56, 58), 'যান')]"
আমরা তো নিয়মের বাইরে যেতে পারি না।,আমরা তো নিয়মের বাইরে যেতে পারি না।,আমরা তো নিয়মের বাইরে যেতে পারি না।,[]
এ ঘটনায় সোমবার রাতেই ভান্ডারিয়া থানার সহকারী উপপরিদর্শক ( এএসআই ) আবুল বাশারকে প্রত্যাহার করা হয়েছে।,এ ঘটনায় সোমবার রাতেই ভান্ডারিয়া থানার সহকারী উপপরিদর্শক ( এএসআই ) আবুল বাশারকে প্রত্যাহার করা হয়েছে।,এ ঘটনায় সোমবার রাতেই ভান্ডারিয়া থানার সহকারী উপপরিদর্শক ( এএসআই ) আবুল বাশারকে প্রত্যাহার করা হয়েছে।,[]
সবাই এমনভাবে তাকাতেন যেন সব দোষ তাঁর।,সবাই এমনভাবে তাকাতেন $জেণ$ সব দোষ তাঁর।,সবাই এমনভাবে তাকাতেন জেণ সব দোষ তাঁর।,"[((21, 23), 'যেন')]"
"সিরাজগঞ্জ : যমুনা নদীর তীরবর্তী সিরাজগঞ্জ জেলা সদরসহ শাহজাদপুর , বেলকুচি , কাজীপুর ও চৌহালী উপজেলার ৩৫টি ইউনিয়নের লক্ষাধিক মানুষ পানিবন্দী হয়ে পড়েছে।","সিরাজগঞ্জ : যমুনা নদীর তীরবর্তী সিরাজগঞ্জ জেলা সদরসহ শাহজাদপুর , বেলকুচি , কাজীপুর ও চৌহালী উপজেলার ৩৫টি ইউনিয়নের লক্ষাধিক মানুষ পানিবন্দী হয়ে পড়েছে।","সিরাজগঞ্জ : যমুনা নদীর তীরবর্তী সিরাজগঞ্জ জেলা সদরসহ শাহজাদপুর , বেলকুচি , কাজীপুর ও চৌহালী উপজেলার ৩৫টি ইউনিয়নের লক্ষাধিক মানুষ পানিবন্দী হয়ে পড়েছে।",[]
বৃষ্টির কারণে কোনো রিকশা পাওয়া যাচ্ছিল না।,বৃষ্টির কারণে কোনো রিকশা পাওয়া যাচ্ছিল না।,বৃষ্টির কারণে কোনো রিকশা পাওয়া যাচ্ছিল না।,[]
গত তিন দিনে শিলাকোঠা তিনটি বাড়িতে ডাকাত দল হানা দেয়।,গত তিন দিনে শিলাকোঠা তিনটি বাড়িতে ডাকাত দল হানা দেয়।,গত তিন দিনে শিলাকোঠা তিনটি বাড়িতে ডাকাত দল হানা দেয়।,[]
গত সপ্তাহে ১১ টি লাশের পরিচয় শনাক্ত হয়।,গত সপ্তাহে ১১ টি লাশের পরিচয় শনাক্ত হয়।,গত সপ্তাহে ১১ টি লাশের পরিচয় শনাক্ত হয়।,[]
অপহরণকারীরা তাঁর কানে ফোন ধরিয়ে দিলে তিনি তাঁর স্ত্রীকে টাকার বিষয়টি জানান।,অপহরণকারীরা তাঁর কানে $ফোণ$ ধরিয়ে দিলে তিনি তাঁর স্ত্রীকে টাকার বিষয়টি জানান।,অপহরণকারীরা তাঁর কানে ফোণ ধরিয়ে দিলে তিনি তাঁর স্ত্রীকে টাকার বিষয়টি জানান।,"[((22, 24), 'ফোন')]"
"একে উত্তর আয়ারল্যান্ডের মাঠে খেলা , তারপর এ ম্যাচের আগে গত ৫২৫ মিনিট কোনো গোল খায়নি এই দলটি।","একে উত্তর আয়ারল্যান্ডের মাঠে খেলা , তারপর এ ম্যাচের আগে গত ৫২৫ মিনিট কোনো গোল খায়নি এই দলটি।","একে উত্তর আয়ারল্যান্ডের মাঠে খেলা , তারপর এ ম্যাচের আগে গত ৫২৫ মিনিট কোনো গোল খায়নি এই দলটি।",[]
সন্ধ্যায় সরকারপাড়া ও কাজীপাড়ার বাসিন্দারা সংঘবদ্ধ হয়ে কুমিল্লা-সিলেট মহাসড়কের পৈরতলা বাসস্ট্যান্ড এলাকায় সোহাগ বাস কাউন্টারসহ অন্তত ১০টি দোকান জ্বালিয়ে দেন এবং লুটপাট করেন।,সন্ধ্যায় সরকারপাড়া ও কাজীপাড়ার বাসিন্দারা সংঘবদ্ধ হয়ে কুমিল্লা-সিলেট মহাসড়কের পৈরতলা বাসস্ট্যান্ড এলাকায় সোহাগ বাস কাউন্টারসহ অন্তত ১০টি দোকান জ্বালিয়ে দেন এবং লুটপাট করেন।,সন্ধ্যায় সরকারপাড়া ও কাজীপাড়ার বাসিন্দারা সংঘবদ্ধ হয়ে কুমিল্লা-সিলেট মহাসড়কের পৈরতলা বাসস্ট্যান্ড এলাকায় সোহাগ বাস কাউন্টারসহ অন্তত ১০টি দোকান জ্বালিয়ে দেন এবং লুটপাট করেন।,[]
তিনি সেই দৃষ্টিকোণ থেকে নিজেই বলেছেন তাঁর নিজেরই ভুল হয়েছে।,তিনি $সেঈ$ দৃষ্টিকোণ থেকে নিজেই বলেছেন তাঁর নিজেরই ভুল হয়েছে।,তিনি সেঈ দৃষ্টিকোণ থেকে নিজেই বলেছেন তাঁর নিজেরই ভুল হয়েছে।,"[((5, 7), 'সেই')]"
গতকাল মঙ্গলবার বেলা দুইটা থেকে তিনটা পর্যন্ত এ অভিযান চলে।,গতকাল মঙ্গলবার বেলা দুইটা থেকে তিনটা পর্যন্ত এ অভিযান চলে।,গতকাল মঙ্গলবার বেলা দুইটা থেকে তিনটা পর্যন্ত এ অভিযান চলে।,[]
"এত কিছু করি , শুধু পড়ে থাকে বিকেলের রোদ আর বইগুলো , জানালার পাশের আমার ছোট্ট সেলফ।","এত কিছু করি , শুধু পড়ে থাকে বিকেলের রোদ আর বইগুলো , জানালার পাশের আমার ছোট্ট সেলফ।","এত কিছু করি , শুধু পড়ে থাকে বিকেলের রোদ আর বইগুলো , জানালার পাশের আমার ছোট্ট সেলফ।",[]
"এ প্রসঙ্গে নাম প্রকাশে অনিচ্ছুক সিন্ডিকেটের এক সদস্য বলেন , ‘ শিক্ষক নিয়োগের জন্য আগের উপাচার্যের সময় সাক্ষাৎকার নেওয়া হলো।","এ প্রসঙ্গে নাম প্রকাশে অনিচ্ছুক সিন্ডিকেটের এক সদস্য বলেন , ‘ শিক্ষক নিয়োগের জন্য আগের উপাচার্যের সময় সাক্ষাৎকার নেওয়া হলো।","এ প্রসঙ্গে নাম প্রকাশে অনিচ্ছুক সিন্ডিকেটের এক সদস্য বলেন , ‘ শিক্ষক নিয়োগের জন্য আগের উপাচার্যের সময় সাক্ষাৎকার নেওয়া হলো।",[]
এর মধ্যে দুই দিন বিশিষ্ট নাগরিকদের সঙ্গে মতবিনিময় করা হয়।,এর মধ্যে $ডুই$ দিন বিশিষ্ট নাগরিকদের সঙ্গে মতবিনিময় করা হয়।,এর মধ্যে ডুই দিন বিশিষ্ট নাগরিকদের সঙ্গে মতবিনিময় করা হয়।,"[((9, 11), 'দুই')]"
"বলা হয় , আগাম সতর্কসংকেতের ব্যবস্থা করতে হবে , পাহাড় উপযোগী গৃহনির্মাণ নীতিমালা থাকতে হবে , পর্যাপ্ত আশ্রয়ণের ব্যবস্থা , ভূমি ব্যবহার নীতিমালা আর সর্বস্তরের মানুষকে এ বিষয়ে ব্যাপকভাবে সচেতন করে তুলতে হবে।","বলা হয় , আগাম সতর্কসংকেতের ব্যবস্থা করতে হবে , পাহাড় উপযোগী গৃহনির্মাণ নীতিমালা থাকতে হবে , পর্যাপ্ত আশ্রয়ণের ব্যবস্থা , ভূমি ব্যবহার নীতিমালা আর সর্বস্তরের মানুষকে এ বিষয়ে ব্যাপকভাবে সচেতন করে তুলতে হবে।","বলা হয় , আগাম সতর্কসংকেতের ব্যবস্থা করতে হবে , পাহাড় উপযোগী গৃহনির্মাণ নীতিমালা থাকতে হবে , পর্যাপ্ত আশ্রয়ণের ব্যবস্থা , ভূমি ব্যবহার নীতিমালা আর সর্বস্তরের মানুষকে এ বিষয়ে ব্যাপকভাবে সচেতন করে তুলতে হবে।",[]
"রুমি এন্টারপ্রাইজের খলিলুর রহমানের যে তথ্য দিয়ে অর্থ আত্মসাৎ ও চেকের জালিয়াতির ঘটনার অবতারণা করা হয়েছে , তা ভিত্তিহীন ও উদ্দেশ্যপ্রণোদিত।","রুমি এন্টারপ্রাইজের খলিলুর রহমানের যে তথ্য দিয়ে অর্থ আত্মসাৎ ও চেকের জালিয়াতির ঘটনার অবতারণা করা হয়েছে , তা ভিত্তিহীন ও উদ্দেশ্যপ্রণোদিত।","রুমি এন্টারপ্রাইজের খলিলুর রহমানের যে তথ্য দিয়ে অর্থ আত্মসাৎ ও চেকের জালিয়াতির ঘটনার অবতারণা করা হয়েছে , তা ভিত্তিহীন ও উদ্দেশ্যপ্রণোদিত।",[]
ব্যক্তিগত ব্যবহারের জন্য এমন ব্যবস্থা কখনোই রাখা উচিত নয়।,ব্যক্তিগত ব্যবহারের জন্য এমন ব্যবস্থা কখনোই রাখা উচিত $ণয়$।,ব্যক্তিগত ব্যবহারের জন্য এমন ব্যবস্থা কখনোই রাখা উচিত ণয়।,"[((54, 55), 'নয়')]"
এরপরই বিভিন্ন রাজনৈতিক দল ও সংগঠন স্মৃতিসৌধের পাদদেশে পুষ্পস্তবক অর্পণ করে।,এরপরই বিভিন্ন রাজনৈতিক দল ও সংগঠন স্মৃতিসৌধের পাদদেশে পুষ্পস্তবক অর্পণ করে।,এরপরই বিভিন্ন রাজনৈতিক দল ও সংগঠন স্মৃতিসৌধের পাদদেশে পুষ্পস্তবক অর্পণ করে।,[]
"অভিযানে উপজেলা নির্বাহী কর্মকর্তা , কৃষি সম্প্রসারণ কর্মকর্তা ও পুলিশ অংশ নেয়।","অভিযানে উপজেলা নির্বাহী কর্মকর্তা , কৃষি সম্প্রসারণ কর্মকর্তা ও পুলিশ অংশ নেয়।","অভিযানে উপজেলা নির্বাহী কর্মকর্তা , কৃষি সম্প্রসারণ কর্মকর্তা ও পুলিশ অংশ নেয়।",[]
"তার গলার নিচ থেকে বুক , ডান হাত , বাঁ হাত ও পিঠের প্রায় ১৭ শতাংশ পুড়ে গেছে।","তার গলার নিচ থেকে $বূক$ , ডান হাত , বাঁ হাত ও পিঠের প্রায় ১৭ শতাংশ পুড়ে গেছে।","তার গলার নিচ থেকে বূক , ডান হাত , বাঁ হাত ও পিঠের প্রায় ১৭ শতাংশ পুড়ে গেছে।","[((18, 20), 'বুক')]"
চট্টগ্রামের সীতাকুণ্ডে গাড়ির কালো কাচের বিরুদ্ধে অভিযান চালানোর সময় এক পুলিশ সার্জেন্টকে মারধর করে তাঁর মাথা ফাটিয়ে দিয়েছেন প্রাইভেটকারের আরোহীরা।,চট্টগ্রামের সীতাকুণ্ডে গাড়ির কালো কাচের বিরুদ্ধে অভিযান চালানোর সময় এক পুলিশ সার্জেন্টকে মারধর করে তাঁর মাথা ফাটিয়ে দিয়েছেন প্রাইভেটকারের আরোহীরা।,চট্টগ্রামের সীতাকুণ্ডে গাড়ির কালো কাচের বিরুদ্ধে অভিযান চালানোর সময় এক পুলিশ সার্জেন্টকে মারধর করে তাঁর মাথা ফাটিয়ে দিয়েছেন প্রাইভেটকারের আরোহীরা।,[]
"মাইক হাতে নিয়েই তাঁর প্রথম কথা , ‘ গত রাতের জন্য আমি দুঃখিত।","মাইক হাতে নিয়েই তাঁর প্রথম কথা , ‘ গত রাতের জন্য আমি দুঃখিত।","মাইক হাতে নিয়েই তাঁর প্রথম কথা , ‘ গত রাতের জন্য আমি দুঃখিত।",[]
* শ্বাসকষ্ট হলে বা শ্বাসকষ্টের জন্য শিশু খেতে না পারলে।,* শ্বাসকষ্ট হলে বা শ্বাসকষ্টের জন্য শিশু খেতে $ণা$ পারলে।,* শ্বাসকষ্ট হলে বা শ্বাসকষ্টের জন্য শিশু খেতে ণা পারলে।,"[((46, 47), 'না')]"
৩০ এপ্রিল এবং ৫ মে শেষ হবে শেষ দুই পর্বের ভোট গ্রহণ।,৩০ এপ্রিল এবং ৫ মে $সেষ$ হবে $ষেষ$ দুই পর্বের ভোট গ্রহণ।,৩০ এপ্রিল এবং ৫ মে সেষ হবে ষেষ দুই পর্বের ভোট গ্রহণ।,"[((19, 21), 'শেষ'), ((27, 29), 'শেষ')]"
"ইলেকট্রনিক গণমাধ্যমকর্মীদের বিষয়ে মন্ত্রী বলেন , রেডিও এবং টেলিভিশনে কর্মরত সাংবাদিক ও কর্মচারীদের নবম ওয়েজ বোর্ডে অন্তর্ভুক্তির বিষয়ে নীতিগতভাবে সরকারের সিদ্ধান্ত ইতিবাচক।","$ঈলেকত্রনিক$ গণমাধ্যমকর্মীদের বিষয়ে মন্ত্রী বলেন , $রেদিও$ এবং টেলিভিশনে কর্মরত সাংবাদিক ও কর্মচারীদের নবম ওয়েজ বোর্ডে অন্তর্ভুক্তির বিষয়ে নীতিগতভাবে সরকারের সিদ্ধান্ত ইতিবাচক।","ঈলেকত্রনিক গণমাধ্যমকর্মীদের বিষয়ে মন্ত্রী বলেন , রেদিও এবং টেলিভিশনে কর্মরত সাংবাদিক ও কর্মচারীদের নবম ওয়েজ বোর্ডে অন্তর্ভুক্তির বিষয়ে নীতিগতভাবে সরকারের সিদ্ধান্ত ইতিবাচক।","[((0, 9), 'ইলেকট্রনিক'), ((49, 53), 'রেডিও')]"
"আপনি মেয়ের বিয়ে দেবেন , সেই অনুষ্ঠানে কাদেরকে দাওয়াত দেবেন আর কাদেরকে দাওয়াত দিতে পারবেন না , অতিথিদের খাওয়ানোর জন্য চেয়ারম্যানের পছন্দের কোন খাবারটি রাখতে হবে—এসব বিষয়ে চেয়ারম্যানের কথাই শেষ কথা।","আপনি মেয়ের বিয়ে দেবেন , $সেঈ$ অনুষ্ঠানে কাদেরকে দাওয়াত দেবেন আর কাদেরকে দাওয়াত দিতে পারবেন না , অতিথিদের খাওয়ানোর জন্য চেয়ারম্যানের পছন্দের কোন খাবারটি রাখতে হবে—এসব বিষয়ে চেয়ারম্যানের কথাই শেষ কথা।","আপনি মেয়ের বিয়ে দেবেন , সেঈ অনুষ্ঠানে কাদেরকে দাওয়াত দেবেন আর কাদেরকে দাওয়াত দিতে পারবেন না , অতিথিদের খাওয়ানোর জন্য চেয়ারম্যানের পছন্দের কোন খাবারটি রাখতে হবে—এসব বিষয়ে চেয়ারম্যানের কথাই শেষ কথা।","[((24, 26), 'সেই')]"
এবার সেটা হবার নায়।,এবার সেটা হবার নায়।,এবার সেটা হবার নায়।,[]
"জেলা শহরের একটি ক্লিনিকে চিকিৎসাধীন আনিছুর রহমান প্রথম আলোকে বলেন , গত বছরের মার্চ মাসে মুজিবর রহমান ও চাচা আজিজুর রহমান গ্রামের তবিবুর রহমানের কাছ থেকে আট শতক ধানের জমি কেনেন।","জেলা শহরের একটি ক্লিনিকে চিকিৎসাধীন আনিছুর রহমান প্রথম আলোকে বলেন , গত বছরের মার্চ মাসে মুজিবর রহমান ও চাচা আজিজুর রহমান গ্রামের তবিবুর রহমানের কাছ থেকে আট শতক ধানের জমি কেনেন।","জেলা শহরের একটি ক্লিনিকে চিকিৎসাধীন আনিছুর রহমান প্রথম আলোকে বলেন , গত বছরের মার্চ মাসে মুজিবর রহমান ও চাচা আজিজুর রহমান গ্রামের তবিবুর রহমানের কাছ থেকে আট শতক ধানের জমি কেনেন।",[]
এতে যাত্রী মাসুদ আলী ও শাহ আলম গুরুতর আহত হন।,এতে যাত্রী মাসুদ আলী ও শাহ আলম গুরুতর আহত হন।,এতে যাত্রী মাসুদ আলী ও শাহ আলম গুরুতর আহত হন।,[]
"সরকার গঠন করতে যেহেতু অন্তত ২৭৬টি আসনের দরকার , তাই একা সরকার গঠন করতে পারছে না একেপি।","সরকার গঠন করতে যেহেতু অন্তত ২৭৬টি আসনের দরকার , তাই একা সরকার গঠন করতে পারছে না একেপি।","সরকার গঠন করতে যেহেতু অন্তত ২৭৬টি আসনের দরকার , তাই একা সরকার গঠন করতে পারছে না একেপি।",[]
"স্থানীয় ব্যবসায়ী ইমরান হোসেন বলেন , সকালের দিকে ওই রাস্তা দিয়ে যাওয়ার সময় নবজাতকের লাশ চোখে পড়ে।","স্থানীয় ব্যবসায়ী ইমরান হোসেন বলেন , সকালের দিকে ওই রাস্তা দিয়ে যাওয়ার সময় নবজাতকের লাশ চোখে পড়ে।","স্থানীয় ব্যবসায়ী ইমরান হোসেন বলেন , সকালের দিকে ওই রাস্তা দিয়ে যাওয়ার সময় নবজাতকের লাশ চোখে পড়ে।",[]
