correct_sentence,matched_token
"অথচ পরশুর আগে সর্বশেষ তিন ম্যাচে তাঁর ১৭৩ রান, একটা সেঞ্চুরি।",আগে
"আমরা যদি এত অমানবিক হতাম, তাহলে দেড় লাখ তো আসার কথা ছিল না।",এত
আর সেই বাড়তি চাপ সামলাতে না পেরেই মেজাজ হারিয়ে আম্পায়ারের সঙ্গে খারাপ ব্যবহার করে বসলেন বিরাট কোহলি।,সেই
"মানুষের খেয়ালখুশিতে যদি কোনো জীবনের গতি বাধাগ্রস্ত হয়, তা মেনে নেওয়ার মতো না হলেও সবলের দাপট মেনে নিতে হয়।",না
"আর ব্যক্তিগত প্রতিভায় অনেক অনেক এগিয়ে থাকলেও দলীয়ভাবে কতটা ভালো করবে ফ্রান্স, এ নিয়ে কিছুটা সন্দেহ রয়েই গেছে।",ফ্রান্স
এর মধ্যে আর্থিক সম্পদ ৪৭০ ডলার ও অনার্থিক সম্পদ ছিল ৬৯৪ ডলার।,ও
এ সময় প্রচুর পানি ও দুধ পান করবেন।,ও
পুরান ঢাকার বাহাদুর শাহ পার্ক এলাকা থেকে লক্ষ্মীবাজার মোড় পর্যন্ত সড়ক ও ফুটপাতে অবৈধভাবে গড়ে উঠেছে দেড় শতাধিক অস্থায়ী দোকান।,পার্ক
পরবর্তী সময়ে চট্টগ্রামে জেমিসন রেড ক্রিসেন্ট মেটারনিটি হাসপাতালে চিকিৎসা নেন।,রেড
আর কেন তিনি সৌদি আরব সফর করছেন সেই কারণও ব্যাখ্যা করেছেন।,সেই
উপজেলার মতো জেলায়ও স্থানীয় প্রশাসন ও সাংসদের সঙ্গে সাংঘর্ষিক পরিস্থিতি তৈরি হতে পারে বলে কেউ কেউ আশঙ্কা প্রকাশ করেছেন।,ও
ট্রেড ইউনিয়নকে সক্রিয় করতে হবে।,ট্রেড
প্রতিবছরের মতো এবারও সাফল্যের ধারা অব্যাহত রেখেছে রাঙামাটির লেকার্স পাবলিক স্কুল ও কলেজ।,পাবলিক
এর আগে এ মাসের শুরুতে বার্সেলোনাকে ১৪ মাসের ট্রান্সফার নিষেধাজ্ঞা এবং প্রায় পাঁচ লাখ ডলার জরিমানা করেছিল বিশ্ব ফুটবলের নিয়ন্ত্রক সংস্থা।,আগে
"ব্যবসায়িক পরামর্শক প্রতিষ্ঠান ইওয়াই ইন্ডিয়ার কর অংশীদার বিপিন সাপ্রা বলেছেন, যখন হার কমানোর কারণে পণ্যের দাম যথেষ্ট কমে যাবে, তখন সরকারের রাজস্ব আদায়ের ক্ষেত্রে ভারসাম্য আনার বিষয়টিও ভাবতে হবে।",কমে
তাঁদের দুই ছেলেমেয়ে রয়েছে।,দুই
সকাল থেকেই শিলাইদহ রবীন্দ্রপ্রেমী ও ভক্তদের মিলনমেলায় পরিণত হয়।,ও
রাজবাড়ীর গোয়ালন্দে গতকাল বুধবার কৃষকদের মধ্যে পাওয়ার টিলার ও পাওয়ার থ্রেশার বিতরণ করা হয়।,ও
ঢাকা শহরকে কেন্দ্র করে ১১ জন চলচ্চিত্র নির্মাতা তৈরি করেছেন এটি।,জন
একপর‌্যায়ে র‌্যাব ও কোস্টগার্ডের সদস্যরা স্পিডবোট থেকে ডাকাতদের নৌকায় উঠে তাদের গ্রেপ্তারের চেষ্টা চালান।,ও
প্রভাবশালী হওয়ায় প্রেসিডেন্ট স্বামীদের ইচ্ছায় তিনি বিয়ের তথ্য চাপা রেখেছেন।,প্রেসিডেন্ট
যখন মুরগি সুন্দর সেদ্ধ হয়ে মসলা ঘন হয়ে আসবে তখন ১ টেবিল চামচ মাখন দিয়ে ফোড়ন দিতে হবে।,টেবিল
"তাই, উভয় পক্ষের প্রতি আমাদের উদাত্ত আহ্বান থাকবে, দ্রুত যাতে দেশে স্বাভাবিক অবস্থা ফিরে আসে, সেই পদক্ষেপ নিন।",সেই
সমালোচকদের বিবেচনায় চলচ্চিত্রে শ্রেষ্ঠ পুরুষ শিল্পী হিসেবে পুরস্কার পেয়েছেন যৌথভাবে মৃত্তিকা মায়া ছবির জন্য রাইসুল ইসলাম আসাদ ও শিখন্ডী কথা ছবির জন্য রাখাল সবুজ।,ও
পরে কুণ্ডের বাজার থেকে একটি বিক্ষোভ মিছিল বেতকা চৌরাস্তা ও বাজার হয়ে ইউনিয়ন পরিষদে গিয়ে শেষ হয়।,ও
এ ঘটনায় জড়িত সন্দেহে তিন ব্যক্তিকে আটক করা হয়েছে।,তিন
মন চাইলেই আপনি এই ছুটিতে বা যেকোনো ছুটিছাটায় জীবনের এই উৎসবে শামিল হতে পারেন!প্রয়োজনীয় তথ্য কক্সবাজার থেকে মেরিন ড্রাইভ সড়ক ধরে সোজা ঘণ্টা দুয়েক গেলেই শামলাপুর বা বাহারছড়া সমুদ্রসৈকতের দেখা মিলবে।,মন
যোগ করা সময়ে হেড থেকে গার্সিয়া লোপেজের গোলে ৮৭ বছর পর রিয়ালের বিপক্ষে প্রথম জয় তুলে নেয় আলাভেস।,যোগ
সম্প্রতি নারীর ছদ্মবেশে ওই ব্যক্তি বাসায় ঢুকে ক্লোরোফর্ম দেওয়ার সময় হাতেনাতে ধরে ফেলেন ওই নারীর স্বামী।,সময়
"সংগীতশিল্পী শেখ শাহেদ আলীর উপস্থাপনায় অনুষ্ঠানে অংশ নিয়েছেন আলোকচিত্রী চঞ্চল মাহমুদ, রম্যলেখক ও অভিনেতা আহসান কবির, সংগীতশিল্পী মিলন মাহমুদ ও উপস্থাপক খন্দকার ইসমাইল।",ও
তবু সাকিবকে নিয়ে বাক্য খরচে অনীহা যেন ভারতের টিভি কি পত্র-পত্রিকাগুলোরও।,যেন
গতকাল (মঙ্গলবার) সমাজসেবা অধিদপ্তরের মহাপরিচালকের ফ্যাক্স বার্তায় সাময়িক বরখাস্তের অনুমোদন দেওয়া হয়েছে।,ফ্যাক্স
"বেশির ভাগ মানুষ মনে করেন, দেশ ঠিকপথে এগোচ্ছে, মানুষের নিজেদের অর্থনৈতিক অবস্থার উন্নতি হবে, আইনশৃঙ্খলা পরিস্থিতি ভালো বা মোটামুটি ভালো।",দেশ
তাঁর ওপর হামলা হতে পারে—এমন সংবাদ পেয়ে তিনি চাখারে না গিয়ে বাড়ি ফিরে আসছিলেন।,না
গত শতকের নব্বইয়ের দশকের মাঝামাঝি থেকে নির্বাচনী সাফল্যের ধুয়া তুলে শ্রমজীবী ও নিম্ন মধ্যবিত্তের কাছ থেকে দলকে দূরে সরিয়ে দেওয়া নিউ লেবার নীতিমালার আছর থেকে দলকে বাঁচাতে চান করবিন।,গত
রঙের সব ধরনের সমস্যা ও সমাধান মিলবে ওই স্টোরে।,ও
তবে জিডিপি প্রবৃদ্ধির বিবিএসের এ প্রাক্কলনের সঙ্গে একমত নন সাবেক তত্ত্বাবধায়ক সরকারের অর্থ উপদেষ্টা এ বি মির্জ্জা আজিজুল ইসলাম।,নন
"অনুষ্ঠানে জানানো হয়, দেশের ২০টির বেশি শহরে ১ হাজার টাচ পয়েন্ট বা বিক্রয়কেন্দ্রের মাধ্যমে ফিলিপসের এসব পণ্য কিনতে পারবেন গ্রাহকেরা।",পয়েন্ট
"নুসরাতের অভিযোগ, নারীর অধিকার রক্ষার আইনগুলো পাকিস্তানে যে কতটা অকার্যকর, তা এ ঘটনার মাধ্যমেই পরিষ্কার হয়ে গেছে।",যে
"অনুষ্ঠানের সম্মানিত অতিথি সাবেক তত্ত্বাবধায়ক সরকারের উপদেষ্টা রোকিয়া আফজাল রহমান, সাবেক পররাষ্ট্রমন্ত্রী দীপু মনি এবং বিশ্বব্যাংকের অপারেশনস ম্যানেজার ক্রিস্টিনি ই কিমস এগিয়ে যাওয়া নারীদের মধ্যে ঐক্য প্রতিষ্ঠার বিষয়ে গুরুত্বারোপ করেন।",ম্যানেজার
ম্যাচের প্রথম দিন বাদ দিলেও পাঁচ দিনের যেকোনো এক দিনে রান তোলার হিসেবেও এটি সপ্তম সর্বোচ্চ।,রান
পুলিশ ইউনাইটেড হাসপাতালে জাকিরকে খোঁজার কথা বলে।,ইউনাইটেড
"প্রথম ম্যাচেই শেষ আটের পথে পা ফেলল আরামবাগ, আর অনিশ্চিত হয়ে গেল আবাহনীর পথচলা।",শেষ
জনপ্রশাসন মন্ত্রণালয় বিভাগীয় ব্যবস্থা না নিতে পারলেও আইনগত ব্যবস্থা নিতে পারত।,না
১০ মার্চ এটি মারা গেছে।,মার্চ
আটক দুই যুবক হলেন টেকনাফ উপজেলার হোয়াইকং ইউনিয়নের মো. আবদুল্লাহ (২২) এবং হ্নীলা ইউনিয়নের নাছির উদ্দিন (১৮)।,দুই
মিডিয়াতে কাজের কারণে কোনো সমস্যা? মানলেন না সারিকা।,না
বিভিন্ন কাজের নানা ধরনের সেন্সর ব্যবহার করে জীবনধারণের ব্যবস্থা সহজ করা ও দুর্ঘটনা এড়িয়ে যাওয়া সম্ভব।,ও
দীর্ঘ মেয়াদে আমাদের পরিবেশ সুরক্ষা নীতি ও কার্যক্রম আরও সংহত করতে হবে।,ও
মাংস সেদ্ধ হওয়ার পর সেখানে টুকরো টুকরো মিষ্টি কুমড়া ছেড়ে দিতে হবে।,হওয়ার
এর আগে ২০১১ সালেও এরকম সম্মেলনের আয়োজন করা হয়েছিল।,আগে
এরপরও নিয়োগ পরীক্ষার অব্যবস্থাপনা ও প্রশ্ন ফাঁসের ঘটনা ঘটছে।,ও
"এম. ফাওজুল কবির খানসাবেক সচিব, বিদ্যুৎ, জ্বালানি ও খনিজ সম্পদ মন্ত্রণালয়।",ও
আমন আবাদের সময় না আসতেই ভোলার দৌলতখান উপজেলার চর নেয়ামতপুরের ৪ হাজার ৮০০ একর জমির দখল নিয়ে বন্দোবস্ত কার্ডধারী ও প্রকৃত মালিকদের মধ্যে দ্বন্দ্ব শুরু হয়েছে।,সময়
"চেয়ারে তোয়ালে ব্যবহার করার প্রয়োজন হয় না জাপান, জার্মানি, ইরান, স্পেন বা স্ক্যান্ডিনেভিয়ার কোনো দেশের অফিসারদের।",না
কাল সপ্তম রাউন্ডে জার্মানির কাছে (৬৪-১৬ পয়েন্ট) হারলেও জয় পেয়েছে অষ্টম রাউন্ডে।,পয়েন্ট
"সিদ্দিকুর রহমান জানান, তিনি এবার ৩০ বিঘা জমিতে কুল চাষ করেছেন।",এবার
তাঁকে ঢাকা মেডিকেল কলেজ হাসপাতালে ভর্তি করা হয়েছে।,মেডিকেল
"এরপর ক্রমান্বয়ে চিফ হুইপের নেতৃত্বে দলীয় সাংসদেরা, জাতীয় অধ্যাপক এম আর খান, সাংবাদিক রাহাত খান, রামেন্দু মজুমদার, সাম্যবাদী দলের পক্ষ থেকে শিল্পমন্ত্রী দিলীপ বড়ুয়া ছাড়াও আওয়ামী লীগের সহযোগী সংগঠনের নেতারা প্রধানমন্ত্রীকে ফুল দিয়ে অভিনন্দন জানান।",ফুল
"গত সোমবার দুপুরে সরেজমিনে দেখা গেছে, সড়কটির সেনবাগ রাস্তারমাথা থেকে গাজির হাট মোড় পর্যন্ত বেহাল হয়ে পড়েছে।",গত
"এত দ্রুত যে এমন কিছু প্রাপ্তিযোগ ঘটবে, তা তিনি আশা করেননি।",এত
টিভি নাটকে অভিনয় ও উপস্থাপনা তাঁকে পরিচিতি এনে দেয়।,টিভি
না হলে ব্যাংকগুলো আর নতুন করে কোনো স্থায়ী সম্পদ কিনতে পারবে না।,না
"তিনি দাবি করেন, কার্যালয়ের সামনে দুই লিটারের একটি খালি বোতল পাওয়া যায়; যা থেকে পেট্রলের গন্ধ পাওয়া গেছে।",দুই
হাতের মুঠোয় আরও একটি উইকেট পতনের সুযোগ পেয়েও রফিক তা কাজে লাগালেন না কেবল খেলোয়াড়ি উদারতার পরিচয় দিয়ে।,না
চট্টগ্রামের পটিয়ায় স্বাস্থ্যসেবার মানোন্নয়ন নিয়ে মতবিনিময় সভা করেছে ট্রান্সপারেন্সি ইন্টারন্যাশনাল বাংলাদেশ (টিআইবি) ও সচেতন নাগরিক কমিটি (সনাক)।,ইন্টারন্যাশনাল
বাংলাদেশ সোসাইটি সিঙ্গাপুরের সহযোগিতায় যৌথভাবে এই অনুষ্ঠানের আয়োজন করে অনুষ্ঠান ব্যবস্থাপনা প্রতিষ্ঠান অরেঞ্জ ৩৬০ লিমিটেড ও কানেকটিং এজ।,সোসাইটি
বাসগুলোর হর্নের শব্দে ও হেলপারদের হাঁকডাকে শিক্ষকদের পাঠ শুনতে পাওয়াই কঠিন হয়ে পড়ে।,ও
"এই লক্ষে্য এনআই ২০০৬ সালে পাঁচ বছরমেয়াদি পাইলট প্রকল্প গ্রহণ করে, যার আওতায় পাঁচ বছর বয়সী ১৬ লাখের বেশি শিশুকে ভিটামিন এ ক্যাপসুল খাওয়ানো হয়।",সালে
আমি অনুপ্রাণিত ও সম্মানিত বোধ করছি।,ও
"এর দৃশ্যমান লক্ষ্য হওয়া উচিত, ক্যাপিটাল গেইন ও লভ্যাংশ তুলে দেওয়া।",ও
"তবে জেলা নেতারা বলেন, উপজেলায় বিরোধ নয়, প্রতিযোগিতা আছে।",নয়
ক্রাইস্টচার্চে ওয়ানডে ম্যাচ জেতার আর কোনো উপায় যে নেই।,যে
কিন্তু পরদিন স্থানীয় প্রভাবশালী ব্যক্তি ও ব্যবসায়ীরা ইউএনওর কার্যালয়ে সড়কটি নিয়ে জরুরি সভা করেন।,ও
নিজের পছন্দের টপ অর্ডারে জায়গা পাচ্ছেন না।,টপ
চট্টগ্রামের ফটিকছড়ি উপজেলার ভূজপুর থানাধীন দাঁতমারা পুলিশ তদন্ত কেন্দ্রের পুলিশের হাত থেকে পালানো সেই আসামিকে অবশেষে গ্রেপ্তার করা হয়েছে।,সেই
যে কারণে সড়কের উভয় পাশে দীর্ঘ যানজটের সৃষ্টি হয়েছে।,যে
"জানা গেছে, প্রায় এক মাস ধরে মানিকগঞ্জ সদরের চর বংখুরি এলাকায় খোলা জায়গায় ছোট প্যান্ডেলে যাত্রার নামে অশ্লীল নৃত্য চালিয়ে আসছেন স্থানীয় আবুল কালাম, মো. সিরাজ ও শাহিন হোসেন নামের তিন ব্যক্তি।",মাস
মেয়াদের আগেই আমরা প্রকল্পের বাস্তবায়ন কাজ শেষ করতে চাই।,মেয়াদের
শেখ আবু নাসিমসাতক্ষীরা জেলা আওয়ামী লীগের সহসভাপতি ও মুক্তিযোদ্ধা শেখ আবু নাসিম (৬৯) গতকাল বুধবার দুপুরে সাতক্ষীরা সদর হাসপাতালে ইন্তেকাল করেছেন (ইন্না লিল্লাহি ওয়া ইন্না ইলাইহি রাজিউন)।,ও
৭-২৫ এন্টার দ্য ড্রাগন (ব্রুস লি)।,এন্টার
এ গুরুত্ব বিবেচনায় নিয়ে প্রথম আলো এখন এই জেলা শহর থেকে ছাপা হচ্ছে।,আলো
"সম্প্রতি সরেজমিনে দেখা যায়, পাঠাগারে বই আছে শ খানেক।",যায়
"এই যন্ত্রগুলো ঠিক কি না, তা আমরা কীভাবে বুঝব, সেটা নিশ্চিত করতে হবে।",না
প্রাকৃতিক দুর্যোগে বা পরিবেশের ক্ষতি থেকে রক্ষা ও মানুষের নানা সমস্যায় কাজে লাগানো যাবে এই প্রযুক্তিকে।,বা
মিথুন (২২ মে-২১ জুন)বেকারদের কারও কারও বিদেশযাত্রার প্রক্রিয়া চূড়ান্ত হতে পারে।,জুন
টনের্ডোতে তিনটি ওয়ার্ডে দুই শ ঘরবাড়ি ও দোকানপাট ক্ষতিগ্রস্ত হয়েছে।,দুই
"তা ছাড়া জয়ের জন্য পুঁজিটাও এত কম ছিল, জিম্বাবুয়ে যত চাপেই পড়ুক না কেন পর পর উইকেট হারিয়ে, জয়ের জন্য বল আর রানের সমীকরণটার দূরত্ব খুব একটা বাড়ছিল না।",এত
প্রেসিডেন্ট বাশারের সরকার সারিন ও মাস্টার্ড গ্যাসসহ এক হাজারের বেশি টন বিভিন্ন ধরনের নিষিদ্ধ গ্যাস মজুত করে রেখেছে বলে ধারণা করা হয়।,প্রেসিডেন্ট
বাংলাদেশে নিযুক্ত মার্কিন রাষ্ট্রদূত আর্ল রবার্ট মিলারকে নিয়ে মঞ্চে আসেন প্রথম আলো সম্পাদক মতিউর রহমান।,মার্কিন
৪. বারবার দেখেছেন যে সিনেমা...রোকেয়া সুলতানা: সুতরাং ও পথের পাঁচালী।,যে
"চট্টগ্রাম জেলা কোর্ট পরিদর্শক উনু মং প্রথম আলোকে জানান, গ্রেপ্তার ১২ জনকে জিজ্ঞাসাবাদ করতে ১০ দিনের রিমান্ডের আবেদন করে হাটহাজারী থানা-পুলিশ।",কোর্ট
আহা কী কণ্ঠ! যেন বুকের ভেতর থেকে অনুভূতির শিকড়ের টান।,যেন
পরে আমাকে ও মিরাজকে স্থানীয় মাঝিমাল্লারা উদ্ধার করেন।,ও
এরপর হাসপাতাল থেকে বাসায় ফিরে যান তিনি।,যান
রাতের টানও বাড়ে।,রাতের
এলাকাগুলোয় পুলিশ ছাড়াও বিজিবি ও র্যাব সব সময় টহল দিচ্ছে।,ও
এর আগে গত রোববার রাতে শাহিনকে দৌলতদিয়া ফকিরপাড়া থেকে পুলিশ গ্রেপ্তার করে বলে জানান তিনি।,আগে
"হাজার বছর ধরেই এই নদীগুলো কেবল বদ্বীপ বাংলাদেশকে গঠনই করেনি, এর কৃষি, প্রকৃতি ও অর্থনীতিকে সমৃদ্ধ করে এসেছে।",ও
২০১৪ সালের ৩ মার্চ চট্টগ্রাম আদালতে আত্মসমর্পণ করেন তিনি।,মার্চ
কেন্দ্রীয় ব্যাংকের এ দুই কর্মকর্তা গতকাল শনিবার রাতে ফিলিপাইনের উদ্দেশে ঢাকা থেকে রওয়ানা হন।,দুই
আবার রিয়াল মাদ্রিদ কিংবা স্পেনের হয়ে গত কয়েকটা ম্যাচে আমি হয়তো ভালো খেলতে পারিনি।,গত
কিন্তু নেইমার আর পল পগবার জায়গা হয়নি!আগের দুটি বছর ২৩ জনের সংক্ষিপ্ত তালিকা প্রকাশ করা হয়েছে।,পল
"এবার হয়তো কিছু সমস্যা দেখা দিতে পারে, কিন্তু এবারের সমস্যাগুলো বিবেচনায় নিলে ভবিষ্যতে এই ব্যবস্থাকে আরও কার্যকর করা যাবে।",এবার
এর আগে ৪ জুলাই প্রথমবারের মতো আইসিবিএমের সফল পরীক্ষা চালানোর দাবি করে উত্তর কোরিয়া।,আগে
*এত দিন দলটি নির্বাচন কমিশনে গঠনতন্ত্র জমা দেয়নি।,এত
২০১২ সালে বাজেটে অর্থমন্ত্রী ২০ কোটি টাকার বরাদ্দ ঘোষণা করেছিলেন ইনস্টিটিউট করে তা পরিচালনার জন্য।,সালে
"কথাটা আংশিকভাবে সত্যি, কিন্তু লাভ-লোকসান বাদ দিয়ে মোহামেডানের জন্য ঐতিহ্য মেনে চ্যাম্পিয়ন হওয়ার মতো দল গড়াই তো প্রত্যাশিত।",হওয়ার
ময়মনসিংহের ত্রিশাল উপজেলায় নিখোঁজের তিন দিন পর গতকাল শনিবার তানজিল হোসেন (১২) নামের এক শিশুর লাশ উদ্ধার করেছে পুলিশ।,তিন
সড়ক সংস্কারের দাবিতে এর আগে মানববন্ধনসহ সড়কের কাদায় ধানের চারা রোপণ করে প্রতীকী প্রতিবাদ জানায় এলাকাবাসী।,আগে
"ঢাকা মহানগর দক্ষিণ আওয়ামী লীগের উদ্যোগে বেলা তিনটায় ইঞ্জিনিয়ার্স ইনস্টিটিউশন মিলনায়তনে মিলাদ, দোয়া মাহফিল ও আলোচনা সভা অনুষ্ঠিত হবে।",ও
ক্রিস্টেন স্টুয়ার্টের নতুন ছবির নাম আমেরিকান আলট্রা।,নাম
"মামলার সংক্ষিপ্ত বিবরণে জানা যায়, গত বছরের ২১ এপ্রিল আশুলিয়ার কাঠগড়া বাজার এলাকায় বাংলাদেশ কমার্স ব্যাংকের শাখায় এই ডাকাতির ঘটনা ঘটে।",যায়
এরই মধ্যে শুক্র ও শনিবারের টিকিট শেষ হয়ে গেছে।,ও
"জার্মান রাষ্ট্রদূত পিটার ফারেনহোল্টজ বলেন, জার্মান সরকার সব সময় বাংলাদেশের পাশে রয়েছে।",সময়
ম্যাককালামের সঙ্গে দ্বাদশ স্থানটা ভাগাভাগি করছেন সেঞ্চুরিয়নের সেঞ্চুরিয়ান অস্ট্রেলীয় ডেভিড ওয়ার্নার।,ডেভিড
যশোর সদর উপজেলার পাগলাদাহ গ্রামের উত্তরপাড়ায় আখতারুজ্জামান (৩২) নামের যুবলীগের এক কর্মীকে কুপিয়ে হত্যা করা হয়েছে।,নামের
"নিখোঁজ স্বামীর খোঁজে প্রশাসন থেকে শুরু করে রাজনীতিবিদ, সাংবাদিকসহ বিভিন্ন মানুষের দ্বারে দ্বারে ঘুরছেন দুই সন্তানের জননী ফাতেমা বেগম।",দুই
"ফলে অর্থনীতির সুসময়েও সে খাতে বরাদ্দ বৃদ্ধির কোনো তাগিদ থাকে না, আর হ্রাসের ক্ষেত্রে প্রথম পছন্দ হয় তারা।",সে
১১ নম্বর ব্যাটসম্যান হিসেবে ব্যাট করছিলেন।,নম্বর
দক্ষিণ আফ্রিকার পার্লামেন্টে জাতির উদ্দেশে প্রেসিডেন্ট জ্যাকব জুমার বার্ষিক ভাষণের সময় ব্যাপক হট্টগোল ও হাতাহাতি হয়েছে।,প্রেসিডেন্ট
"৫৪ পয়েন্ট নিয়ে সবার ওপরে বার্সা, তারা অবশ্য ম্যাচ খেলেছে একটি কম।",পয়েন্ট
তফাত ছিল এই যে ঢাকাবাসী জানতেন যে সেদিনের বিভীষিকা শিগগিরই শেষ হবে।,যে
"ফরেনসিক ডাক্তার যৌন সংগমের চিহ্ন পান, বয়স লেখেন ২২ বছরের বেশি।",যৌন
এতে আত্মীয়স্বজন ও শুভাকাঙ্ক্ষীদের অংশ নিতে অনুরোধ করা হয়েছে।,ও
"আর কেউ জড়িত আছেন কি না, সে বিষয়ে তদন্ত অব্যাহত আছে।",না
গুড লেন্থে থাকা রামপলের বলটি শেষ মুহূর্তে ছেড়ে দেওয়ার সিদ্ধান্ত নেন।,গুড
কিন্তু একজন ক্ষমতাহীন বর্ষীয়ান নাগরিক হিসেবে আপনাকে অভিবাদন জানানো এবং অপরাধীদের শাস্তি দাবি করা ছাড়া আমরা আর কী-ইবা করতে পারি!এম ফাওজুল কবির খান: সাবেক সচিব ও অধ্যাপক।,ও
"২০১৪ সালে উত্তর ওয়াজিরিস্তানের জর্ব-ই-আজব অভিযানের কারণে বাস্তুচ্যুত মানুষের জন্য যে শিবির বানানো হয়েছিল, তাদের সেখানে যেতে হয়েছে।",সালে
সার্থকতার সঙ্গে এই ভালোর সঙ্গে চলতে পারলে পথ হারাবে না বাংলাদেশ।,না
সাত বছরেও আসেনি দুই কেন্দ্রকেরানীগঞ্জের বছিলায় ১০৮ মেগাওয়াট বিদ্যুৎকেন্দ্র নির্মাণে ঢাকা ওয়েস্ট পাওয়ার লিমিটেডের সঙ্গে ২০১১ সালের ১২ অক্টোবর চুক্তি সই করে পিডিবি।,দুই
এবার জোটের হিসাব ও দলের অন্য প্রার্থীদের সঙ্গে প্রতিদ্বন্দ্বিতায় নির্ভর করছে লেনিনের ভাগ্য।,এবার
"সে যতই ইংরেজি শিখুক, ইংরেজ তো আর হতে পারবে না।",সে
গত বছরের ফেব্রুয়ারিতে জার্গেনসেন প্রধান কোচের স্থায়ী দায়িত্ব পান মূলত দুটি পারিপার্শ্বিক বাস্তবতায়।,গত
যুক্তরাষ্ট্র অবৈধভাবে প্রবেশের দায়ে আটক ৪০ জন বাংলাদেশিকে গত মঙ্গলবার গভীর রাতে ফেরত পাঠিয়েছে।,জন
"ডিমের কোরমাউপকরণ: সেদ্ধ করা হাঁস বা মুরগির ডিম ৬টি, পেঁয়াজ বেরেস্তা ২ কাপ, তেজপাতা ২টি, টমেটো পিউরি সিকি কাপ, আদা-রসুনবাটা ২ চা-চামচ, কাজুবাদামবাটা ২ চা-চামচ, পোস্তবাটা ১ চা-চামচ, হলুদের গুঁড়া আধা চা-চামচ, কাশ্মীরি মরিচের গুঁড়া ১ চা-চামচ, ধনে ও জিরাবাটা ১ চা-চামচ, জায়ফল গুঁড়া ১ চিমটি, কেশর ১ চিমটি (আধা কাপ পানিতে ভেজানো), ফ্রেশ ক্রিম ২ চা-চামচ, লবণ পরিমাণমতো, সয়াবিন তেল ১ কাপ।",বা
"জেলা প্রশাসনের নেজারত ডেপুটি কালেক্টরেট (এনডিসি) মো. মাহবুব হাসান বলেন, ডিজিটাল বাংলাদেশ প্রতিষ্ঠায় বর্তমান সরকারের গৃহীত পদক্ষেপের মধ্যে ই-ফাইলিং উল্লেখযোগ্য।",ডিজিটাল
তাই আবাসন–সংকট না কমা পর্যন্ত অন্যদের বাদ দিয়ে নতুন ভর্তি ছাত্রদের শতভাগ আসন ছাত্রাবাসে নিশ্চিত করার নীতি গ্রহণ করে তা ক্রমান্বয়ে কার্যকর করা হোক।,না
চলচ্চিত্রের জন্য প্রায়ই গান গাইতে শোনা যায় অভিনয়শিল্পীদের।,যায়
"ঢক ঢক করে খাবেন না, একটু আস্তে আস্তে খান।",না
রাকিব হোসেন ও গাজী হাফিজুর রহমান (লিকু) প্রধানমন্ত্রীর কার্যালয়ের কর্মকর্তা।,ও
এসব ঘরবাড়ি উচ্ছেদে খামার কর্তৃপক্ষ প্রায় দুই মাস আগে সড়ক ও জনপথ (সওজ) বিভাগে আবেদন করলেও এ পর্যন্ত কোনো ফল পায়নি।,দুই
নতুন পণ্য এবং বৈশিষ্ট্যের সমাহার দেখা যায় এই আয়োজনগুলোতে।,যায়
"এর পর গত পরশু ব্রিটিশ প্রতিযোগী অ্যান্ডি মারেকে ৭-৬ (৭/৩), ৪-৬, ৬-০ গেমে হারিয়ে জিতলেন মায়ামি ওপেন।",গত
তবে দেখতে হবে বিজিএমইএর ভাবমূর্তি যেন কোনোভাবে ক্ষুণ্ন না হয়।,যেন
তিনি এ ধরনের কর্মকাণ্ডের নিন্দা ও প্রতিবাদ জানান।,ও
সুপ্রিম কোর্ট আইনজীবী সমিতির নির্বাচিত সরকারি দল সমর্থক আইনজীবীরা এ কথা বলেছেন।,কোর্ট
ফরিদুর রেজা সাগর সে কঠিন কাজটিই করছেন।,সে
খালেদা জিয়া তাঁর ওই সংবাদ সম্মেলনে মিথ্যাচার করে ভোটের আগে মানুষকে বিভ্রান্ত করতে চেয়েছেন বলেও দাবি করেন আমু।,আগে
"গাজীপুরের ঘটনায় এলাকাবাসী ও পুলিশ সূত্র জানায়, রথখোলা এলাকার একটি ডোবায় গতকাল বেলা তিনটার দিকে এক বৃদ্ধের লাশ পড়ে থাকতে দেখেন এলাকাবাসী।",ও
শেষ মুহূর্তে এসে নির্বাচন হচ্ছে।,শেষ
প্রধানমন্ত্রী ও আওয়ামী লীগের সভানেত্রী শেখ হাসিনার নেতৃত্বে ক্ষমতাসীন ১৪ দলীয় জোটের ২৩ নেতার সঙ্গে সংলাপে অংশ নিয়েছেন জাতীয় ঐক্যফ্রন্টের ২১ নেতা।,ও
শীতার্ত মানুষের পাশে দাঁড়ানপ্রথম আলো বন্ধুসভা চট্টগ্রাম জেলা শাখা দুস্থ ও দরিদ্র ব্যক্তিদের মধ্যে শীতবস্ত্র বিতরণের উদ্যোগ নিয়েছে।,আলো
মা সব সময় ধমক দিতেন।,সময়
গত রোববার দুই ঘণ্টার কিছু বেশি সময়ের অভিযানে উল্টো পথে চালানো মোট ৫৭টি গাড়ির বিরুদ্ধে মামলা ও সাতটি গাড়ির কাছ থেকে রেকার বিল আদায় করে পুলিশ।,গত
